id,type,area,bathrooms,bedrooms,suites,parkingSpaces,amenities,installations,totalCost,rent,iptuPlusCondominium,salePrice,address,city,neighbourhood,regionName,isSecondaryHouse,coverImage,imageList,forRent,forSale,isPrimaryMarket,visitStatus,isFurnished,shortRentDescription,lat_viewport,lon_viewport,activeSpecialConditions,yield,yieldStrategy,categories
895045269,Casa,278.0,5.0,4.0,3.0,2.0,"['VISTA_LIVRE', 'QUARTOS_E_CORREDORES_COM_PORTAS_AMPLAS', 'ARMARIOS_NOS_BANHEIROS', 'BOX', 'JARDIM', 'SOL_DA_TARDE', 'AREA_DE_SERVICO', 'PODE_TER_ANIMAIS_DE_ESTIMACAO', 'TANQUE', 'VARANDA', 'RUA_SILENCIOSA', 'QUINTAL', 'ARMARIOS_EMBUTIDOS_NO_QUARTO', 'SOL_DA_MANHA', 'SOMENTE_UMA_CASA_NO_TERRENO', 'ARMARIOS_NA_COZINHA', 'LUMINOSIDADE_NATURAL']","['CORRIMAO', 'AREA_VERDE', 'VAGA_DE_GARAGEM_ACESSIVEL']",7976,6900,783,0.0,Rua Célso Mantovani,São Paulo,Parque do Castelo,Cidade Dutra,False,original895045269-503.2168407782327IMG9040.JPG,"['895045269-503.2168407782327IMG9040.JPG', '895045269-410.310845857075IMG9039.JPG', '895045269-575.2716424966067IMG9041.JPG', '895045269-880.2258019036574IMG9042.JPG', '895045269-343.16603440231506IMG9043.JPG', '895045269-670.9155310917728IMG9044.JPG', '895045269-273.31664983839596IMG9045.JPG', '895045269-602.9993734299984IMG9046.JPG', '895045269-929.8379381549964IMG9047.JPG', '895045269-585.8092155690385IMG9048.JPG', '895045269-89.80031244056907IMG9049.JPG', '895045269-556.9147343171088IMG9050.JPG']",True,False,False,ACCEPT_NEW,False,"Casa para alugar no Parque do Castelo com 4 quartos, quintal e varanda. Aproveite esta oportunidade!",-23.75,-46.75,,,,
895326006,Casa,210.0,3.0,3.0,1.0,3.0,"['VISTA_LIVRE', 'COOKTOP', 'QUARTOS_E_CORREDORES_COM_PORTAS_AMPLAS', 'MESAS_E_CADEIRAS_DE_ESCRITORIO', 'ARMARIOS_NOS_BANHEIROS', 'AR_CONDICIONADO', 'BOX', 'AREA_DE_SERVICO', 'UTENSILIOS_DE_COZINHA', 'CHUVEIRO_A_GAS', 'PODE_TER_ANIMAIS_DE_ESTIMACAO', 'TANQUE', 'CLOSET', 'VARANDA', 'RUA_SILENCIOSA', 'QUINTAL', 'ARMARIOS_EMBUTIDOS_NO_QUARTO', 'SOL_DA_MANHA', 'SOMENTE_UMA_CASA_NO_TERRENO', 'ARMARIOS_NA_COZINHA', 'LUMINOSIDADE_NATURAL']","['CORRIMAO', 'VAGA_DE_GARAGEM_ACESSIVEL', 'CHURRASQUEIRA']",17089,16000,410,0.0,Rua Antônio Machado Sant8217anna,São Paulo,Parque Esmeralda,Cidade Dutra,False,original895326006-878.3865988543771IMG9622.JPG,"['895326006-878.3865988543771IMG9622.JPG', '895326006-860.5063680012671IMG9623.JPG', '895326006-205.4744518534305IMG9624.JPG', '895326006-600.6963304801279IMG9625.JPG', '895326006-622.3205537439196IMG9626.JPG', '895326006-193.90857555120766IMG9627.JPG', '895326006-432.103242640389IMG9629.JPG', '895326006-707.3202254162752IMG9630.JPG', '895326006-595.023523101068IMG9631.JPG', '895326006-59.28450048567946IMG9559.JPG', '895326006-306.35157345843623IMG9560.JPG', '895326006-172.97085594932483IMG9561.JPG']",True,False,False,ACCEPT_NEW,False,"Casa para aluguel no Parque Esmeralda: 3 quartos, 1 suíte, aceita pets.",-23.75,-46.75,['Exclusivity'],,,
894886337,Casa,50.0,1.0,1.0,0.0,1.0,"['VISTA_LIVRE', 'QUARTOS_E_CORREDORES_COM_PORTAS_AMPLAS', 'RUA_SILENCIOSA', 'QUINTAL', 'SOL_DA_MANHA', 'SOL_DA_TARDE', 'AREA_DE_SERVICO', 'TANQUE']",['LAVANDERIA_NO_PREDIO'],1863,1787,0,0.0,Rua Baltazar Soares,São Paulo,Cidade Dutra,Cidade Dutra,False,894886337-759.1518696768386IMG4801.JPG,"['894886337-341.65714946912016IMG4799.JPG', '894886337-614.4452863083815IMG4800.JPG', '894886337-759.1518696768386IMG4801.JPG', '894886337-53.412572204970424IMG4803.JPG', '894886337-514.6541354854004IMG4804.JPG', '894886337-319.0276142778579IMG4817.JPG', '894886337-114.67671004604641IMG4818.JPG', '894886337-751.8971249094348IMG4806.JPG', '894886337-982.3862567237029IMG4811.JPG', '894886337-468.86526306873463IMG4810.JPG', '894886337-452.7522897935964IMG4814.JPG', '894886337-235.1782652332729IMG4815.JPG']",True,False,False,ACCEPT_NEW,False,,-23.75,-46.75,,,,
894996197,Apartamento,65.0,1.0,2.0,0.0,0.0,"['QUARTOS_E_CORREDORES_COM_PORTAS_AMPLAS', 'ARMARIOS_NOS_BANHEIROS', 'BOX', 'LUMINOSIDADE_NATURAL', 'SOL_DA_TARDE', 'AREA_DE_SERVICO', 'PODE_TER_ANIMAIS_DE_ESTIMACAO', 'TANQUE']",[],2124,1660,400,280000.0,Avenida Senador Teotônio Vilela,São Paulo,Cidade Dutra,Interlagos,False,894996197-2.643271130387536720250719115210.jpg,"['894996197-224.519523982251620250719115157.jpg', '894996197-836.558502985844320250719115147.jpg', '894996197-2.643271130387536720250719115210.jpg', '894996197-24.31884840984377420250719115255.jpg', '894996197-484.799658492445320250719115218.jpg', '894996197-120.8817659638545820250719115431.jpg', '894996197-394.206461930793820250719115231.jpg', '894996197-684.564207122446120250719115243.jpg', '894996197-929.045126266598220250719115649.jpg', '894996197-266.3422507556828720250719115632.jpg', '894996197-12.71926038548554220250719115611.jpg', '894996197-390.3970647295379320250719115737.jpg']",True,True,False,ACCEPT_NEW,False,,-23.75,-46.75,['Exclusivity'],0.0047,CALCULATOR,
895128093,Casa,690.0,7.0,6.0,4.0,0.0,"['VISTA_LIVRE', 'QUARTOS_E_CORREDORES_COM_PORTAS_AMPLAS', 'ARMARIOS_NOS_BANHEIROS', 'BOX', 'JARDIM', 'SOL_DA_TARDE', 'AREA_DE_SERVICO', 'CHUVEIRO_A_GAS', 'VENTILADOR_DE_TETO', 'PODE_TER_ANIMAIS_DE_ESTIMACAO', 'TANQUE', 'VARANDA', 'RUA_SILENCIOSA', 'QUINTAL', 'SOL_DA_MANHA', 'SOMENTE_UMA_CASA_NO_TERRENO', 'LUMINOSIDADE_NATURAL']","['CORRIMAO', 'AREA_VERDE', 'LAVANDERIA_NO_PREDIO', 'VAGA_DE_GARAGEM_ACESSIVEL', 'CHURRASQUEIRA', 'PISCINA', 'SALAO_DE_JOGOS']",15165,12959,1656,2500000.0,Rua Professor Cândido Nogueira da Motta,São Paulo,Interlagos,Interlagos,False,original895128093-408.98034800221115.jpg,"['895128093-408.98034800221115.jpg', '895128093-8.22849038938866411.jpg', '895128093-448.6183512506849512.jpg', '895128093-540.401391615987913.jpg', '895128093-610.899109865681314.jpg', '895128093-845.443695031142616.jpg', '895128093-422.530545349240917.jpg', '895128093-618.802577118054618.jpg', '895128093-686.1914069955719.jpg', '895128093-968.471257589187110.jpg', '895128093-367.39949736111475111.jpg', '895128093-554.3236164488723112.jpg']",True,True,False,ACCEPT_NEW,False,"Casa para aluguel em Interlagos com 6 quartos, varanda e piscina no condomínio.",-23.75,-46.75,,0.0044,CALCULATOR,
895157733,Casa,180.0,1.0,1.0,1.0,0.0,"['VISTA_LIVRE', 'QUARTOS_E_CORREDORES_COM_PORTAS_AMPLAS', 'MICROONDAS', 'ARMARIOS_NOS_BANHEIROS', 'JARDIM', 'SOL_DA_TARDE', 'PODE_TER_ANIMAIS_DE_ESTIMACAO', 'RUA_SILENCIOSA', 'QUINTAL', 'GELADEIRA_INCLUSO', 'SOL_DA_MANHA', 'SOMENTE_UMA_CASA_NO_TERRENO', 'LUMINOSIDADE_NATURAL']","['AREA_VERDE', 'VAGA_DE_GARAGEM_ACESSIVEL', 'CHURRASQUEIRA', 'PISCINA']",9140,8000,800,1380000.0,Rua Leningrado,São Paulo,Interlagos,Interlagos,False,original895157733-33.06277125616408IMG1100.JPG,"['895157733-488.4150476186656IMG1099.JPG', '895157733-33.06277125616408IMG1100.JPG', '895157733-472.25876240139877IMG1102.JPG', '895157733-182.25910120932554IMG1103.JPG', '895157733-233.82095079341903IMG1108.JPG', '895157733-437.66146678981124IMG1110.JPG', '895157733-854.248457009365IMG1112.JPG', '895157733-642.7134876586917IMG1113.JPG', '895157733-361.3730777003011IMG1115.JPG', '895157733-496.2982498803512IMG1118.JPG', '895157733-213.15061790893765IMG1121.JPG', '895157733-708.1654197804576IMG1123.JPG']",True,True,False,ACCEPT_NEW,False,Casa para alugar em Interlagos com 1 quarto e piscina no condomínio.,-23.75,-46.75,,0.0017,CALCULATOR,
894651432,Casa,714.0,4.0,6.0,3.0,4.0,"['VISTA_LIVRE', 'ARMARIOS_NOS_BANHEIROS', 'AR_CONDICIONADO', 'BOX', 'JARDIM', 'SOL_DA_TARDE', 'AREA_DE_SERVICO', 'VENTILADOR_DE_TETO', 'TANQUE', 'VARANDA', 'RUA_SILENCIOSA', 'QUINTAL', 'ARMARIOS_EMBUTIDOS_NO_QUARTO', 'SOL_DA_MANHA', 'SOMENTE_UMA_CASA_NO_TERRENO', 'ARMARIOS_NA_COZINHA', 'LUMINOSIDADE_NATURAL']",['CHURRASQUEIRA'],25036,22000,2103,2950000.0,Rua Cláudio Daniel Rodrigues,São Paulo,Interlagos,Interlagos,False,894651432-760.57669333983420241016160257.jpg,"['894651432-233.714121156270120241016160238.jpg', '894651432-799.318167404628920241016160246.jpg', '894651432-60.062857699983120241016160250.jpg', '894651432-760.57669333983420241016160257.jpg', '894651432-894.832033902105320241016160302.jpg', '894651432-187.9688842958411220241016160309.jpg', '894651432-717.932284763299220241016160315.jpg', '894651432-628.919469958607220241016160321.jpg', '894651432-15.73263528015111820241016160326.jpg', '894651432-792.509822835155720241016155919.jpg', '894651432-472.2410922304559320241016155923.jpg', '894651432-923.458481672639420241016155926.jpg']",True,False,False,ACCEPT_NEW,False,,-23.75,-46.75,,0.0068,CALCULATOR,
894617537,Casa,226.0,2.0,3.0,0.0,2.0,"['ARMARIOS_NOS_BANHEIROS', 'QUINTAL', 'ARMARIOS_EMBUTIDOS_NO_QUARTO', 'BOX', 'SOL_DA_MANHA', 'SOMENTE_UMA_CASA_NO_TERRENO', 'LUMINOSIDADE_NATURAL', 'SOL_DA_TARDE', 'AREA_DE_SERVICO', 'VENTILADOR_DE_TETO', 'TANQUE']",[],5212,5000,0,600000.0,Rua Augusto Correia,São Paulo,Jardim Cruzeiro,Cidade Dutra,False,894617537-549.0459193425835IMG4731.jpeg,"['894617537-549.0459193425835IMG4731.jpeg', '894617537-52.56901152967342IMG4732.jpeg', '894617537-495.3068189805503IMG4733.jpeg', '894617537-4.323326621338608IMG4734.jpeg', '894617537-233.72085899324014IMG4742.jpeg', '894617537-62.8938258539643IMG4741.jpeg', '894617537-274.00357233943316IMG4743.jpeg', '894617537-297.8699112952752IMG4744.jpeg', '894617537-985.8170706415415IMG4750.jpeg', '894617537-475.1728943833257IMG4751.jpeg', '894617537-232.10532493381507IMG4752.jpeg', '894617537-791.8431822574419IMG4753.jpeg']",True,True,False,ACCEPT_NEW,False,,-23.75,-46.75,,0.0058,CALCULATOR,
895000336,Casa,50.0,1.0,1.0,0.0,0.0,"['RUA_SILENCIOSA', 'AREA_DE_SERVICO', 'PODE_TER_ANIMAIS_DE_ESTIMACAO', 'TANQUE']",[],1814,1740,0,200000.0,Rua Cristina de Vasconcelos Ceccato,São Paulo,Jardim Sao Nicolau,Interlagos,False,895000336-78.7485499707317712.jpg,"['895000336-997.676700741331614.jpg', '895000336-547.377013655046111.jpg', '895000336-78.7485499707317712.jpg', '895000336-312.995292886082613.jpg', '895000336-337.039815590973618.jpg', '895000336-254.019622449173215.jpg', '895000336-514.702174139787916.jpg', '895000336-945.891727387173917.jpg', '895000336-270.27688840776875112.jpg', '895000336-151.9341566450260619.jpg', '895000336-632.6203915501666110.jpg', '895000336-853.1123622145615111.jpg']",True,True,False,ACCEPT_NEW,False,,-23.75,-46.75,['Exclusivity'],0.0083,CALCULATOR,
895303291,Casa,1000.0,1.0,2.0,0.0,3.0,['PODE_TER_ANIMAIS_DE_ESTIMACAO'],[],9174,8000,834,0.0,Rua Naima Brein Siufi,São Paulo,Jardim Represa,Cidade Dutra,False,original895303291-26.12235420584197image.jpg,"['895303291-26.12235420584197image.jpg', '895303291-381.81911446933225image.jpg', '895303291-275.66527407969346image.jpg', '895303291-433.2040169176152image.jpg', '895303291-588.7920412612497image.jpg', '895303291-194.81460965662123image.jpg', '895303291-787.7672205369845image.jpg', '895303291-51.185568511615706image.jpg', '895303291-979.4087765799728image.jpg', '895303291-374.7855208362848image.jpg', '895303291-604.6629122683036image.jpg', '895303291-97.63115684581692image.jpg']",True,False,False,ACCEPT_NEW,False,,-23.75,-46.75,,,,
895114035,Apartamento,25.0,1.0,1.0,1.0,0.0,"['VISTA_LIVRE', 'QUARTOS_E_CORREDORES_COM_PORTAS_AMPLAS', 'RUA_SILENCIOSA', 'ARMARIOS_NOS_BANHEIROS', 'BOX', 'SOL_DA_MANHA', 'SOMENTE_UMA_CASA_NO_TERRENO', 'SOL_DA_TARDE', 'CHUVEIRO_ELETRICO']",[],1385,1230,108,0.0,Rua Baltazar Soares,São Paulo,Cidade Dutra,Cidade Dutra,False,original895114035-279.6760472247848IMG6800.JPG,"['895114035-279.6760472247848IMG6800.JPG', '895114035-82.64996081698128IMG6798.JPG', '895114035-99.93484072664616IMG6801.JPG', '895114035-163.94304461125307IMG6805.JPG', '895114035-80.25813796474401IMG6804.JPG', '895114035-452.3667427335583IMG6812.JPG', '895114035-659.2549321742958IMG6817.JPG', '895114035-189.29354478302807IMG6818.JPG', '895114035-559.8203495817917IMG6811.JPG', '895114035-570.4734996194987IMG6822.JPG', '895114035-446.7373178908207IMG6856.JPG']",True,False,False,ACCEPT_NEW,False,Apartamento para aluguel na Cidade Dutra com 1 quarto. Ideal para quem busca praticidades na região.,-23.75,-46.75,['Exclusivity'],,,
895280504,Casa,168.0,4.0,3.0,1.0,2.0,"['VISTA_LIVRE', 'QUARTOS_E_CORREDORES_COM_PORTAS_AMPLAS', 'ARMARIOS_NOS_BANHEIROS', 'BANHEIRO_ADAPTADO', 'BOX', 'JARDIM', 'AREA_DE_SERVICO', 'PODE_TER_ANIMAIS_DE_ESTIMACAO', 'TANQUE', 'VARANDA', 'RUA_SILENCIOSA', 'QUINTAL', 'ARMARIOS_EMBUTIDOS_NO_QUARTO', 'SOL_DA_MANHA', 'SOMENTE_UMA_CASA_NO_TERRENO', 'ARMARIOS_NA_COZINHA', 'LUMINOSIDADE_NATURAL']",['VAGA_DE_GARAGEM_ACESSIVEL'],5273,5000,61,0.0,Rua Relva Velha,São Paulo,Jardim Sertaozinho,Cidade Dutra,False,original895280504-990.0201795051527IMG5769.JPG,"['895280504-783.5134749072164IMG5767.JPG', '895280504-375.5554565218027IMG5768.JPG', '895280504-990.0201795051527IMG5769.JPG', '895280504-118.27607119162842IMG5770.JPG', '895280504-884.3828340639176IMG5771.JPG', '895280504-465.95365967269163IMG5772.JPG', '895280504-422.122386983182IMG5773.JPG', '895280504-394.37359588403086IMG5787.JPG', '895280504-506.5137460239748IMG5788.JPG', '895280504-142.4441246598519IMG5789.JPG', '895280504-420.86962673491854IMG5790.JPG', '895280504-881.181724490198IMG5792.JPG']",True,False,False,ACCEPT_NEW,False,"Casa para alugar no Jardim Sertaozinho com 3 quartos, varanda e quintal.",-23.75,-46.75,,,,
895330655,Casa,60.0,1.0,2.0,0.0,1.0,"['VISTA_LIVRE', 'QUARTOS_E_CORREDORES_COM_PORTAS_AMPLAS', 'ARMARIOS_NOS_BANHEIROS', 'BOX', 'SOL_DA_TARDE', 'AREA_DE_SERVICO', 'PODE_TER_ANIMAIS_DE_ESTIMACAO', 'TANQUE', 'RUA_SILENCIOSA', 'QUINTAL', 'SOL_DA_MANHA', 'SOMENTE_UMA_CASA_NO_TERRENO', 'ARMARIOS_NA_COZINHA']","['LAVANDERIA_NO_PREDIO', 'VAGA_DE_GARAGEM_ACESSIVEL']",2185,2000,100,0.0,Rua Doutor William Bagby,São Paulo,Jardim Alpino,Cidade Dutra,False,original895330655-797.473816341136IMG2638.JPG,"['895330655-797.473816341136IMG2638.JPG', '895330655-497.36305786469705IMG2639.JPG', '895330655-772.2053137676667IMG2633.JPG', '895330655-50.826399490447315IMG2643.JPG', '895330655-832.0388515074284IMG2644.JPG', '895330655-621.143082400726IMG2647.JPG', '895330655-590.5664914797647IMG2648.JPG', '895330655-839.5468434687695IMG2653.JPG', '895330655-244.19608325016407IMG2656.JPG', '895330655-394.57377841471106IMG2624.JPG', '895330655-53.29129160755508IMG2663.JPG', '895330655-676.901085971133IMG2664.JPG']",True,False,False,ACCEPT_NEW,False,Casa para alugar com 2 quartos.,-23.75,-46.75,,,,
894337444,Apartamento,400.0,2.0,3.0,1.0,0.0,"['VISTA_LIVRE', 'BANHEIRA_DE_HIDROMASSAGEM', 'ARMARIOS_NOS_BANHEIROS', 'BOX', 'SOL_DA_TARDE', 'AREA_DE_SERVICO', 'PODE_TER_ANIMAIS_DE_ESTIMACAO', 'TANQUE', 'VARANDA', 'ARMARIOS_EMBUTIDOS_NO_QUARTO', 'SOL_DA_MANHA', 'SOMENTE_UMA_CASA_NO_TERRENO', 'ARMARIOS_NA_COZINHA', 'LUMINOSIDADE_NATURAL']",[],5591,4500,917,0.0,Rua Padre José Garzotti,São Paulo,Cidade Dutra,Cidade Dutra,False,894337444-92.26879284335166IMG2045.JPG,"['894337444-92.26879284335166IMG2045.JPG', '894337444-943.6895438290576IMG2046.JPG', '894337444-746.3146770156876IMG2047.JPG', '894337444-797.2505515140763IMG2048.JPG', '894337444-783.8511977749515IMG2049.JPG', '894337444-776.4852260947872IMG2050.JPG', '894337444-773.3397991657745IMG2051.JPG', '894337444-184.2417030450595IMG2052.JPG', '894337444-214.6565933601562IMG2053.JPG', '894337444-484.91324480169106IMG2054.JPG', '894337444-125.23175911115014IMG2055.JPG', '894337444-965.9160360184507IMG2056.JPG']",True,False,False,ACCEPT_NEW,False,"Apartamento com 3 quartos, sendo 1 suíte, disponível para alugar na Cidade Dutra.",-23.75,-46.75,,,,
893602818,Apartamento,80.0,1.0,1.0,1.0,0.0,"['GELADEIRA_INCLUSO', 'ARMARIOS_EMBUTIDOS_NO_QUARTO', 'CAMA_DE_CASAL', 'ARMARIOS_NA_COZINHA']",[],3266,3000,150,0.0,Rua José Varela,São Paulo,Interlagos,Interlagos,False,893602818-501.59681084259057Cd.imvel8936028185de50.jpg,"['893602818-275.5967147883256Cd.imvel8936028184de50.jpg', '893602818-501.59681084259057Cd.imvel8936028185de50.jpg', '893602818-729.0586012282179Cd.imvel8936028186de50.jpg', '893602818-768.0156224964945Cd.imvel8936028187de50.jpg', '893602818-713.7151566637235Cd.imvel8936028188de50.jpg', '893602818-143.33784047796894Cd.imvel8936028189de50.jpg', '893602818-789.44944673662Cd.imvel89360281810de50.jpg', '893602818-553.5970847069729Cd.imvel89360281811de50.jpg', '893602818-320.78745584224254Cd.imvel89360281812de50.jpg', '893602818-556.424775246423Cd.imvel89360281813de50.jpg', '893602818-775.182993367327Cd.imvel89360281814de50.jpg', '893602818-202.7392553409917Cd.imvel89360281815de50.jpg']",True,False,False,ACCEPT_NEW,True,"Apartamento para alugar com 1 quarto, todo mobiliado. Excelente oportunidade de aluguel!",-23.75,-46.75,,,,
895248325,Casa,380.0,3.0,3.0,3.0,6.0,"['MESAS_E_CADEIRAS_DE_ESCRITORIO', 'BANHEIRA_DE_HIDROMASSAGEM', 'MICROONDAS', 'FOGAO_INCLUSO', 'CAMA_DE_CASAL', 'JARDIM', 'SOL_DA_TARDE', 'AREA_DE_SERVICO', 'CAMA_DE_SOLTEIRO', 'PODE_TER_ANIMAIS_DE_ESTIMACAO', 'TANQUE', 'CLOSET', 'RUA_SILENCIOSA', 'QUINTAL', 'GELADEIRA_INCLUSO', 'SOMENTE_UMA_CASA_NO_TERRENO', 'MESAS_E_CADEIRAS_DE_JANTAR', 'TELEVISAO', 'VISTA_LIVRE', 'COOKTOP', 'QUARTOS_E_CORREDORES_COM_PORTAS_AMPLAS', 'MAQUINA_DE_LAVAR', 'COZINHA_AMERICANA', 'ARMARIOS_NOS_BANHEIROS', 'AR_CONDICIONADO', 'BOX', 'UTENSILIOS_DE_COZINHA', 'SOFA', 'ARMARIOS_EMBUTIDOS_NO_QUARTO', 'SOL_DA_MANHA', 'ARMARIOS_NA_COZINHA', 'LUMINOSIDADE_NATURAL']","['AREA_VERDE', 'LAVANDERIA_NO_PREDIO', 'VAGA_DE_GARAGEM_ACESSIVEL', 'CHURRASQUEIRA', 'PISCINA']",14197,12500,0,0.0,Rua Tchecoslováquia,São Paulo,Interlagos,Interlagos,False,original895248325-517.6941446149555IMG1834.JPG,"['895248325-517.6941446149555IMG1834.JPG', '895248325-485.71315893531175IMG1835.JPG', '895248325-542.486253650018IMG1839.JPG', '895248325-4.722667866034924IMG1831.JPG', '895248325-66.19872770849145IMG1842.JPG', '895248325-936.2955848616116IMG1861.JPG', '895248325-600.0508326433472IMG1862.JPG', '895248325-134.20457615385084IMG1866.JPG', '895248325-524.1479381372053IMG1867.JPG', '895248325-754.0815756641339IMG1874.JPG', '895248325-184.85243622946723IMG1875.JPG', '895248325-945.791384798348IMG1870.JPG']",True,False,False,ACCEPT_NEW,True,Alugar casa mobiliada em Interlagos com 3 quartos e piscina no condomínio.,-23.75,-46.75,,,,
893997975,Casa,550.0,3.0,4.0,1.0,5.0,"['VISTA_LIVRE', 'QUARTOS_E_CORREDORES_COM_PORTAS_AMPLAS', 'BANHEIRA_DE_HIDROMASSAGEM', 'ARMARIOS_NOS_BANHEIROS', 'AR_CONDICIONADO', 'BOX', 'JARDIM', 'SOL_DA_TARDE', 'CHUVEIRO_A_GAS', 'AREA_DE_SERVICO', 'PODE_TER_ANIMAIS_DE_ESTIMACAO', 'TANQUE', 'CLOSET', 'RUA_SILENCIOSA', 'QUINTAL', 'ARMARIOS_EMBUTIDOS_NO_QUARTO', 'SOL_DA_MANHA', 'SOMENTE_UMA_CASA_NO_TERRENO', 'ARMARIOS_NA_COZINHA', 'LUMINOSIDADE_NATURAL']","['CORRIMAO', 'AREA_VERDE', 'LAVANDERIA_NO_PREDIO', 'VAGA_DE_GARAGEM_ACESSIVEL', 'PISCINA', 'SALAO_DE_JOGOS', 'PISO_TATIL']",16962,15000,1325,2250000.0,Rua Luís Schmidt Júnior,São Paulo,Interlagos,Interlagos,False,893997975-853.6996436362211FlavioJPEG52.jpg,"['893997975-898.0136669247089FlavioJPEG1.jpg', '893997975-52.944142644913875FlavioJPEG2.jpg', '893997975-944.6397048188236FlavioJPEG3.jpg', '893997975-920.6729813999721FlavioJPEG4.jpg', '893997975-836.9389483525955FlavioJPEG5.jpg', '893997975-875.6505256699284FlavioJPEG6.jpg', '893997975-138.22791754770947FlavioJPEG7.jpg', '893997975-973.8263689886796FlavioJPEG8.jpg', '893997975-565.59958726283FlavioJPEG9.jpg', '893997975-132.76788058186307FlavioJPEG10.jpg', '893997975-956.9780714144081FlavioJPEG11.jpg', '893997975-821.0170928522018FlavioJPEG12.jpg']",True,True,False,ACCEPT_NEW,False,Casa para aluguel em Interlagos com 4 quartos.,-23.75,-46.75,['Exclusivity'],0.0036,CALCULATOR,
895176359,Casa,400.0,8.0,7.0,5.0,4.0,"['VISTA_LIVRE', 'QUARTOS_E_CORREDORES_COM_PORTAS_AMPLAS', 'ARMARIOS_NOS_BANHEIROS', 'BOX', 'JARDIM', 'SOL_DA_TARDE', 'AREA_DE_SERVICO', 'PODE_TER_ANIMAIS_DE_ESTIMACAO', 'TANQUE', 'CLOSET', 'RUA_SILENCIOSA', 'QUINTAL', 'ARMARIOS_EMBUTIDOS_NO_QUARTO', 'SOL_DA_MANHA', 'SOMENTE_UMA_CASA_NO_TERRENO', 'ARMARIOS_NA_COZINHA', 'LUMINOSIDADE_NATURAL', 'MESAS_E_CADEIRAS_DE_JANTAR']","['CORRIMAO', 'VAGA_DE_GARAGEM_ACESSIVEL', 'CHURRASQUEIRA']",10006,8000,1666,0.0,Avenida Guilherme Henschel,São Paulo,Jardim Represa,Cidade Dutra,False,original895176359-523.553596006799111.jpg,"['895176359-523.553596006799111.jpg', '895176359-55.5451651816418812.jpg', '895176359-68.1214994647988413.jpg', '895176359-262.375001624388314.jpg', '895176359-787.2285865460525141.jpg', '895176359-910.9658352609883142.jpg', '895176359-474.3158283224631143.jpg', '895176359-298.6158982114764144.jpg', '895176359-181.178636381396315.jpg', '895176359-860.40951394831116.jpg', '895176359-258.624829488991117.jpg', '895176359-492.4098626528299318.jpg']",True,False,False,ACCEPT_NEW,False,"Alugar casa no Jardim Represa com 7 quartos, quintal e churrasqueira no condomínio.",-23.75,-46.75,['Exclusivity'],,,
893939479,Apartamento,62.0,1.0,1.0,0.0,1.0,"['VISTA_LIVRE', 'QUARTOS_E_CORREDORES_COM_PORTAS_AMPLAS', 'TOMADAS_NOVAS', 'ESPELHO_NO_BANHEIRO', 'ARMARIOS_NOS_BANHEIROS', 'BOX', 'CAMA_DE_CASAL', 'SOL_DA_TARDE', 'CAMA_DE_SOLTEIRO', 'PODE_TER_ANIMAIS_DE_ESTIMACAO', 'SOFA', 'ENERGIA', 'RUA_SILENCIOSA', 'ARMARIOS_EMBUTIDOS_NO_QUARTO', 'SOL_DA_MANHA', 'SOMENTE_UMA_CASA_NO_TERRENO', 'ARMARIOS_NA_COZINHA', 'LUMINOSIDADE_NATURAL', 'CHUVEIRO_ELETRICO', 'MESAS_E_CADEIRAS_DE_JANTAR', 'VARANDA_GOURMET']",['VAGA_DE_GARAGEM_ACESSIVEL'],3262,2216,960,2200000.0,Rua General Gaudie Ley,São Paulo,Interlagos,Interlagos,False,893939479-763.2729694354063IMG6133.JPG,"['893939479-763.2729694354063IMG6133.JPG', '893939479-874.7456272965894IMG6134.JPG', '893939479-235.4598460293903IMG6135.JPG', '893939479-591.3494657169563IMG6136.JPG', '893939479-989.4269303359723IMG6143.JPG', '893939479-57.32145216567419IMG6144.JPG', '893939479-57.1435555670462IMG6145.JPG', '893939479-324.0492896815625IMG6138.JPG', '893939479-476.68655596772345IMG6140.JPG', '893939479-404.31733544139223IMG6141.JPG', '893939479-332.11680726248227IMG6142.JPG', '893939479-374.41801073353633IMG6132.JPG']",True,True,False,ACCEPT_NEW,True,"Alugue apartamento mobiliado, 1 quarto, varanda gourmet. Propriedade pode ter animais de estimação!",-23.75,-46.75,,0.001,CALCULATOR,
