preco,rua,endereco,quartos,banheiros,area_m2,link,cidade,estado,data_coleta
R$ 590.000,Rua Antônio Vieira,"Lote/Terreno para comprar com 474 m² emOrfãs, Ponta Grossa",,,474.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-orfas-ponta-grossa-474m2-id-2782769234/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 10:08:27
R$ 850.000,,"Galpão/Depósito/Armazém para comprar com 260 m², 2 banheiros, 2 vagas emColônia Dona Luíza, Ponta Grossa",,2.0,260.0,https://www.zapimoveis.com.br/imovel/venda-galpao-deposito-armazem-com-cozinha-colonia-dona-luiza-ponta-grossa-260m2-id-2771257134/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 10:08:27
R$ 290.000,Rua Visconde de Porto Alegre,"Casa para comprar com 96 m², 5 quartos, 2 banheiros, 5 vagas emNova Rússia, Ponta Grossa",5.0,2.0,96.0,https://www.zapimoveis.com.br/imovel/venda-casa-5-quartos-com-churrasqueira-nova-russia-ponta-grossa-96m2-id-2576450052/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 10:08:27
R$ 200.000,Rua Luiz Antonio Favero,"Casa para comprar com 55 m², 2 quartos, 1 banheiro, 2 vagas emNeves, Ponta Grossa",2.0,1.0,55.0,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-cozinha-neves-ponta-grossa-55m2-id-2837222941/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 10:08:27
R$ 390.000,Rua Almirante Barroso,"Sobrado para comprar com 119 m², 3 quartos, 2 banheiros, 1 vaga emUvaranas, Ponta Grossa",3.0,2.0,119.0,https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-com-churrasqueira-uvaranas-ponta-grossa-119m2-id-2685503238/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 10:08:27
R$ 160.000,Rua Enfermeira Adelaide Pareta,"Lote/Terreno para comprar com 10 m² emUvaranas, Ponta Grossa",,,10.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-uvaranas-ponta-grossa-10m2-id-2827287302/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 10:08:27
R$ 800.000,Rua Horácio Vilela Guimarães,"Casa para comprar com 270 m², 4 quartos, 4 banheiros, 2 vagas emJardim Carvalho, Ponta Grossa",4.0,4.0,270.0,https://www.zapimoveis.com.br/imovel/venda-casa-4-quartos-com-armario-embutido-jardim-carvalho-ponta-grossa-270m2-id-2825744914/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 10:08:27
R$ 450.000,Rua Haroldo Gerber,"Casa para comprar com 158 m², 4 quartos, 2 banheiros, 2 vagas emContorno, Ponta Grossa",4.0,2.0,158.0,https://www.zapimoveis.com.br/imovel/venda-casa-4-quartos-contorno-ponta-grossa-158m2-id-2825740741/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 10:08:27
R$ 619.000,Rua Graciliano Ramos,"Sobrado para comprar com 163 m², 3 quartos, 3 banheiros emJardim Carvalho, Ponta Grossa",3.0,3.0,163.0,https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-jardim-carvalho-ponta-grossa-163m2-id-2825744817/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 10:08:27
R$ 2.400.000,Avenida União Pan-americana,"Sobrado para comprar com 261 m², 3 quartos, 5 banheiros, 4 vagas emColônia Dona Luíza, Ponta Grossa",3.0,5.0,261.0,https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-com-piscina-colonia-dona-luiza-ponta-grossa-261m2-id-2825743241/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 10:08:27
R$ 370.000,Rua Jorge Alves Pereira,"Casa para comprar com 120 m², 3 quartos, 1 banheiro, 5 vagas emBoa Vista, Ponta Grossa",3.0,1.0,120.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-churrasqueira-boa-vista-ponta-grossa-120m2-id-2769880559/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 10:08:27
R$ 700.000,Rua Polônia,"Casa para comprar com 112 m², 3 quartos, 1 banheiro, 1 vaga emOficinas, Ponta Grossa",3.0,1.0,112.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-churrasqueira-oficinas-ponta-grossa-112m2-id-2842458320/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 10:08:27
R$ 850.000,Rua Aderly Turek,"Casa para comprar com 134 m², 3 quartos, 2 banheiros, 2 vagas emCará-cará, Ponta Grossa",3.0,2.0,134.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-piscina-cara-cara-ponta-grossa-134m2-id-2825742549/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 10:08:27
R$ 200.000,Rua Cristóvão Rosteck Gaia,"Casa para comprar com 47 m², 2 quartos, 1 banheiro, 1 vaga emNeves, Ponta Grossa",2.0,1.0,47.0,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-neves-ponta-grossa-47m2-id-2867621465/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 10:08:27
R$ 3.500.000,Avenida Anita Garibaldi,"Casa para comprar com 365 m², 4 quartos, 5 banheiros, 5 vagas emOrfãs, Ponta Grossa",4.0,5.0,365.0,https://www.zapimoveis.com.br/imovel/venda-casa-4-quartos-mobiliado-orfas-ponta-grossa-365m2-id-2825742071/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 10:08:27
R$ 97.570,Rua Tenente-Coronel Valdir Copetti Neves,"Casa para comprar com 108 m², 2 quartos, 1 banheiro, 1 vaga emNeves, Ponta Grossa",2.0,1.0,108.0,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-neves-ponta-grossa-108m2-id-2868116869/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 10:08:27
R$ 980.000,Rua Vereador Ernâni Batista Rosas,"Casa para comprar com 462 m², 3 quartos, 3 banheiros, 2 vagas emJardim Carvalho, Ponta Grossa",3.0,3.0,462.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-churrasqueira-jardim-carvalho-ponta-grossa-462m2-id-2700310574/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 10:08:27
R$ 290.000,Rua Graciliano Ramos,"Apartamento para comprar com 45 m², 2 quartos, 1 banheiro, 1 vaga emJardim Carvalho, Ponta Grossa",2.0,1.0,45.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-cozinha-jardim-carvalho-ponta-grossa-45m2-id-2743580613/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 10:08:27
R$ 115.000,Rua Jaime Reis,"Lote/Terreno para comprar com 363 m² emRonda, Ponta Grossa",,,363.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-ronda-ponta-grossa-363m2-id-2800284931/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 10:08:27
R$ 280.000,Rua Engenheiro Carlos Alberto Haddad,"Casa para comprar com 70 m², 2 quartos, 1 banheiro, 1 vaga emUvaranas, Ponta Grossa",2.0,1.0,70.0,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-porcelanato-uvaranas-ponta-grossa-70m2-id-2800278440/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 10:08:27
R$ 180.000,Rua Osvaldo Cruz,"Lote/Terreno para comprar com 452 m² emUvaranas, Ponta Grossa",,,452.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-com-muros-e-grades-uvaranas-ponta-grossa-452m2-id-2852990615/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 10:08:27
R$ 250.000,Rua Nelson Pereira Dias Júnior,"Lote/Terreno para comprar com 420 m² emOlarias, Ponta Grossa",,,420.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-olarias-ponta-grossa-420m2-id-2800278451/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 10:08:27
R$ 120.000,Rua Maria Bernadete Oliveira Silveira,"Lote/Terreno para comprar com 462 m² emUvaranas, Ponta Grossa",,,462.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-uvaranas-ponta-grossa-462m2-id-2800285038/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 10:08:27
R$ 3.420.000,Rua Doutor Manoel Antônio Braga Ramos,"Casa de condomínio para comprar com 350 m², 4 quartos, 1 banheiro, 4 vagas emEstrela, Ponta Grossa",4.0,1.0,350.0,https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-4-quartos-com-piscina-estrela-ponta-grossa-350m2-id-2725005666/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 10:08:27
R$ 190.000,Rua Olegário Mariano,"Apartamento para comprar com 38 m², 1 quarto, 1 banheiro, 1 vaga emNeves, Ponta Grossa",1.0,1.0,38.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-com-cozinha-neves-ponta-grossa-38m2-id-2725005606/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 10:08:27
R$ 394.000,Rua Balduíno Taques,"Apartamento para comprar com 91 m², 1 quarto, 1 banheiro, 1 vaga emCentro, Ponta Grossa",1.0,1.0,91.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-com-academia-centro-ponta-grossa-91m2-id-2804464630/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 10:08:27
R$ 1.500.000,Rua Almirante Barroso,"Lote/Terreno para comprar com 1936 m² emUvaranas, Ponta Grossa",,,1936.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-uvaranas-ponta-grossa-1936m2-id-2853988420/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 10:08:27
R$ 498.000,Rua Luiz Copla,"Sobrado para comprar com 96 m², 3 quartos, 2 banheiros, 2 vagas emJardim Carvalho, Ponta Grossa",3.0,2.0,96.0,https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-com-churrasqueira-jardim-carvalho-ponta-grossa-96m2-id-2800283051/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 10:08:27
R$ 690.000,Rua Francisco Otaviano,"Sobrado para comprar com 103 m², 3 quartos, 3 banheiros, 2 vagas emNova Rússia, Ponta Grossa",3.0,3.0,103.0,https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-com-churrasqueira-nova-russia-ponta-grossa-103m2-id-2800283428/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 10:08:27
R$ 920.000,Avenida Monteiro Lobato,"Casa para comprar com 162 m², 3 quartos, 1 banheiro, 4 vagas emJardim Carvalho, Ponta Grossa",3.0,1.0,162.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-piscina-jardim-carvalho-ponta-grossa-162m2-id-2790399221/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 10:08:27
