preco,rua,endereco,quartos,banheiros,area_m2,link,cidade,estado,data_coleta
R$ 3.000.000,Rua do Rosário,"Sobrado para comprar com 455 m², 3 quartos, 3 banheiros, 2 vagas emCentro, Ponta Grossa",3.0,3.0,455.0,https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-centro-ponta-grossa-455m2-id-2769958826/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:15:08
R$ 1.064.301,Rua Sete de Setembro,"Apartamento para comprar com 192 m², 3 quartos, 2 banheiros, 2 vagas emCentro, Ponta Grossa",3.0,2.0,192.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-centro-ponta-grossa-192m2-id-2710517142/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:15:08
R$ 475.000,Avenida Ana Rita,"Lote/Terreno para comprar com 448 m² emUvaranas, Ponta Grossa",,,448.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-comercial-uvaranas-ponta-grossa-448m2-id-2780917122/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:15:08
R$ 1.000.000,Rua Doutor Penteado de Almeida,"Apartamento para comprar com 257 m², 4 quartos, 4 banheiros, 2 vagas emCentro, Ponta Grossa",4.0,4.0,257.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-varanda-centro-ponta-grossa-257m2-id-2806796710/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:15:08
R$ 1.950.000,Rua Alberto de Oliveira,"Prédio/Edificio inteiro para comprar com 355 m², 3 quartos, 3 banheiros, 5 vagas emNova Rússia, Ponta Grossa",3.0,3.0,355.0,https://www.zapimoveis.com.br/imovel/venda-predio-3-quartos-com-churrasqueira-nova-russia-ponta-grossa-355m2-id-2828331519/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:15:08
R$ 3.500.000,Rua Doutor Antônio Schwansee,"Casa de condomínio para comprar com 352 m², 4 quartos, 6 banheiros, 4 vagas emEstrela, Ponta Grossa",4.0,6.0,352.0,https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-4-quartos-com-piscina-estrela-ponta-grossa-352m2-id-2805192480/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:15:08
R$ 390.000,Rua Luciano Marçal,"Lote/Terreno para comprar com 0 m² emJardim Carvalho, Ponta Grossa",,,0.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-jardim-carvalho-ponta-grossa-id-2611980498/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:15:08
R$ 750.000,Rua Sete de Setembro,"Apartamento para comprar com 349 m², 4 quartos, 2 banheiros, 2 vagas emCentro, Ponta Grossa",4.0,2.0,349.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-centro-ponta-grossa-349m2-id-2825646497/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:15:08
R$ 700.000,Rua do Rosário,"Sala/Conjunto para comprar com 325 m², 3 banheiros emCentro, Ponta Grossa",,3.0,325.0,https://www.zapimoveis.com.br/imovel/venda-conjunto-comercial-sala-centro-ponta-grossa-325m2-id-2822102421/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:15:08
R$ 2.890.000,Avenida Anita Garibaldi,"Casa de condomínio para comprar com 282 m², 4 quartos, 5 banheiros, 2 vagas emOrfãs, Ponta Grossa",4.0,5.0,282.0,https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-4-quartos-com-piscina-orfas-ponta-grossa-282m2-id-2819681876/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:15:08
R$ 1.280.000,Rua Ermelino de Leão,"Lote/Terreno para comprar com 576 m² emOlarias, Ponta Grossa",,,576.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-olarias-ponta-grossa-576m2-id-2559401515/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:15:08
R$ 1.300.000,,"Apartamento para comprar com 331 m², 3 quartos, 1 banheiro, 3 vagas emOlarias, Ponta Grossa",3.0,1.0,331.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-churrasqueira-olarias-ponta-grossa-331m2-id-2797384571/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:15:08
R$ 1.380.000,Rua Octávio de Carvalho,"Sobrado para comprar com 280 m², 3 quartos, 4 banheiros, 2 vagas emJardim Carvalho, Ponta Grossa",3.0,4.0,280.0,https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-jardim-carvalho-ponta-grossa-280m2-id-2686098237/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:15:08
R$ 2.990.000,Rua do Rosário,"Casa para comprar com 550 m², 4 quartos, 6 banheiros, 1 vaga emCentro, Ponta Grossa",4.0,6.0,550.0,https://www.zapimoveis.com.br/imovel/venda-casa-4-quartos-com-varanda-gourmet-centro-ponta-grossa-550m2-id-2590045610/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:15:08
R$ 2.350.000,Rua Joaquim de Paula Xavier,"Casa de condomínio para comprar com 320 m², 4 quartos, 4 banheiros, 1 vaga emEstrela, Ponta Grossa",4.0,4.0,320.0,https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-4-quartos-com-piscina-estrela-ponta-grossa-320m2-id-2769265922/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:15:08
