preco,rua,endereco,quartos,banheiros,area_m2,link,cidade,estado,data_coleta
R$ 400.000,Rua República da Colômbia,"Lote/Terreno para comprar com 10 m² emRonda, Ponta Grossa",,,10.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-ronda-ponta-grossa-10m2-id-2678225003/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:04:48
R$ 1.450.000,Rua Silva Jardim,"Apartamento para comprar com 213 m², 3 quartos, 4 banheiros, 2 vagas emCentro, Ponta Grossa",3.0,4.0,213.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-cozinha-centro-ponta-grossa-213m2-id-2853678513/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:04:48
R$ 1.500.000,Rua Prefeito Campos Mello,"Lote/Terreno para comprar com 10 m² emBoa Vista, Ponta Grossa",,,10.0,https://www.zapimoveis.com.br/imovel/venda-boa-vista-ponta-grossa-10m2-id-2812947641/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:04:48
R$ 1.595.000,Rua João Silvio de Lara Machado,"Casa de condomínio para comprar com 142 m², 3 quartos, 4 banheiros, 2 vagas emJardim Carvalho, Ponta Grossa",3.0,4.0,142.0,https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-3-quartos-com-piscina-jardim-carvalho-ponta-grossa-142m2-id-2812939588/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:04:48
R$ 500.000,Rua João Silvio de Lara Machado,"Lote/Terreno para comprar com 405 m² emJardim Carvalho, Ponta Grossa",,,405.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-jardim-carvalho-ponta-grossa-405m2-id-2825646861/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:04:48
R$ 1.300.000,Avenida General Carlos Cavalcanti,"Lote/Terreno para comprar com 570 m² emUvaranas, Ponta Grossa",,,570.0,https://www.zapimoveis.com.br/imovel/venda-uvaranas-ponta-grossa-570m2-id-2843326642/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:04:48
R$ 490.000,Rua Antônio Saad,"Casa para comprar com 184 m², 3 quartos, 1 banheiro, 1 vaga emJardim Carvalho, Ponta Grossa",3.0,1.0,184.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-jardim-carvalho-ponta-grossa-184m2-id-2719366448/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:04:48
R$ 10.000,Rua João Silvio de Lara Machado,"Casa de condomínio para alugar com 243 m², 3 quartos, 3 banheiros, 4 vagas emJardim Carvalho, Ponta Grossa",3.0,3.0,243.0,https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-3-quartos-com-churrasqueira-jardim-carvalho-ponta-grossa-243m2-id-2864964662/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:04:48
R$ 600.000,Rua Freire Alemão,"Lote/Terreno para comprar com 462 m² emEstrela, Ponta Grossa",,,462.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-estrela-ponta-grossa-462m2-id-2814798061/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:04:48
R$ 1.750.000,Rua Engenheiro Grevile,"Casa para comprar com 288 m², 3 quartos, 5 banheiros, 4 vagas emColônia Dona Luíza, Ponta Grossa",3.0,5.0,288.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-cozinha-colonia-dona-luiza-ponta-grossa-288m2-id-2827499916/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:04:48
R$ 2.150.000,Rua Nilo Peçanha,"Apartamento para comprar com 212 m², 3 quartos, 4 banheiros, 2 vagas emEstrela, Ponta Grossa",3.0,4.0,212.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-estrela-ponta-grossa-212m2-id-2825649323/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:04:48
R$ 880.000,Rua Doutor Paula Xavier,"Lote/Terreno para comprar emCentro, Ponta Grossa",,,,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-centro-ponta-grossa-id-2559401817/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:04:48
R$ 1.100.000,Rua Major Manoel Grott,"Casa para comprar com 340 m², 2 quartos, 3 banheiros, 3 vagas emOrfãs, Ponta Grossa",2.0,3.0,340.0,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-churrasqueira-orfas-ponta-grossa-340m2-id-2746754541/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:04:48
R$ 226.000,Rua Luciano Marçal,"Lote/Terreno para comprar com 0 m² emJardim Carvalho, Ponta Grossa",,,0.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-jardim-carvalho-ponta-grossa-id-2596879069/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:04:48
R$ 680.000,Rua Joaquim de Paula Xavier,"Lote/Terreno para comprar com 10 m² emEstrela, Ponta Grossa",,,10.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-com-piscina-estrela-ponta-grossa-10m2-id-2814807639/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:04:48
R$ 1.900.000,Avenida Anita Garibaldi,"Casa para comprar com 300 m², 3 quartos, 4 banheiros, 3 vagas emOrfãs, Ponta Grossa",3.0,4.0,300.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-piscina-orfas-ponta-grossa-300m2-id-2779357737/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:04:48
