preco,rua,endereco,quartos,banheiros,area_m2,link,cidade,estado,data_coleta
R$ 475.000,Rua José Theodomiro Kapp,"Casa para comprar com 130 m², 3 quartos, 2 banheiros, 2 vagas emColônia Dona Luíza, Ponta Grossa",3.0,2.0,130.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-deposito-privativo-colonia-dona-luiza-ponta-grossa-pr-130m2-id-2836237648/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:29:05
R$ 2.994.975,Rua Visconde de Baraúna,"Lote/Terreno para comprar com 3524 m² emJardim Carvalho, Ponta Grossa",,,3524.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-jardim-carvalho-ponta-grossa-pr-3524m2-id-2846848168/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:29:05
R$ 2.300.000,Rua João Silvio de Lara Machado,"Sobrado para comprar com 354 m², 4 quartos, 5 banheiros, 2 vagas emJardim Carvalho, Ponta Grossa",4.0,5.0,354.0,https://www.zapimoveis.com.br/imovel/venda-sobrados-4-quartos-mobiliado-jardim-carvalho-ponta-grossa-pr-354m2-id-2744309367/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:29:05
R$ 235.000,Rua José Pierre,"Apartamento para comprar com 45 m², 2 quartos, 1 banheiro, 1 vaga emChapada, Ponta Grossa",2.0,1.0,45.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-churrasqueira-chapada-ponta-grossa-45m2-id-2800279550/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:29:05
R$ 164.543,Rua Rosemari Silva Belotto,"Lote/Terreno para comprar com 184 m² emNeves, Ponta Grossa",,,184.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-neves-ponta-grossa-184m2-id-2825646051/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:29:05
R$ 215.268,Rua Eduardo Burgardt,"Lote/Terreno para comprar com 233 m² emContorno, Ponta Grossa",,,233.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-contorno-ponta-grossa-233m2-id-2825648700/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:29:05
R$ 239.103,Avenida Monteiro Lobato,"Lote/Terreno para comprar com 200 m² emJardim Carvalho, Ponta Grossa",,,200.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-jardim-carvalho-ponta-grossa-200m2-id-2825649128/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:29:05
R$ 260.000,Rua Marechal Hermes,"Lote/Terreno para comprar com 350 m², 1 quarto, 1 banheiro emRonda, Ponta Grossa",1.0,1.0,350.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-1-quarto-ronda-ponta-grossa-350m2-id-2659909968/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:29:05
R$ 174.763,Rua Rosemari Silva Belotto,"Lote/Terreno para comprar com 187 m² emNeves, Ponta Grossa",,,187.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-neves-ponta-grossa-187m2-id-2825647164/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:29:05
R$ 310.000,Rua Pedro Mezzomo,"Lote/Terreno para comprar com 600 m² emBoa Vista, Ponta Grossa",,,600.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-boa-vista-ponta-grossa-600m2-id-2857543674/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:29:05
R$ 198.722,Rua Eduardo Burgardt,"Lote/Terreno para comprar com 200 m² emContorno, Ponta Grossa",,,200.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-contorno-ponta-grossa-200m2-id-2825647006/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:29:05
R$ 197.644,Avenida Monteiro Lobato,"Lote/Terreno para comprar com 200 m² emJardim Carvalho, Ponta Grossa",,,200.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-jardim-carvalho-ponta-grossa-200m2-id-2825649132/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:29:05
R$ 202.696,Rua Eduardo Burgardt,"Lote/Terreno para comprar com 200 m² emContorno, Ponta Grossa",,,200.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-contorno-ponta-grossa-200m2-id-2826514436/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:29:05
