preco,rua,endereco,quartos,banheiros,area_m2,link,cidade,estado,data_coleta
R$ 320.000,Rua Conrado Schiffer,"Apartamento para comprar com 69 m², 3 quartos, 2 banheiros, 1 vaga emEstrela, Ponta Grossa",3.0,2.0,69.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-estrela-ponta-grossa-69m2-id-2837633106/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:39:31
R$ 650.362,Rua Balduíno Taques,"Apartamento para comprar com 177 m², 2 quartos, 2 banheiros, 1 vaga emCentro, Ponta Grossa",2.0,2.0,177.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-centro-ponta-grossa-177m2-id-2800283714/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:39:31
R$ 299.000,Rua Major Manoel Grott,"Apartamento para comprar com 110 m², 2 quartos, 1 banheiro, 1 vaga emOrfãs, Ponta Grossa",2.0,1.0,110.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-orfas-ponta-grossa-110m2-id-2576373835/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:39:31
R$ 170.000,Rua Leopoldo Miques,"Apartamento para comprar com 61 m², 3 quartos, 1 banheiro, 1 vaga emEstrela, Ponta Grossa",3.0,1.0,61.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-sala-de-jantar-estrela-ponta-grossa-61m2-id-2769263458/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:39:31
R$ 220.000,Rua Maria Ângela Caldas,"Lote/Terreno para comprar com 10 m² emUvaranas, Ponta Grossa",,,10.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-uvaranas-ponta-grossa-10m2-id-2867678390/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:39:31
R$ 245.000,Rua João Silvio de Lara Machado,"Lote/Terreno para comprar com 302 m² emJardim Carvalho, Ponta Grossa",,,302.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-jardim-carvalho-ponta-grossa-302m2-id-2769263489/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:39:31
R$ 250.000,Rua Ângelo Madalozzo,"Apartamento para comprar com 59 m², 2 quartos, 1 banheiro, 1 vaga emJardim Carvalho, Ponta Grossa",2.0,1.0,59.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-jardim-carvalho-ponta-grossa-59m2-id-2779954631/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:39:31
R$ 600.000,Rua Padre Anacleto,"Apartamento para comprar com 106 m², 2 quartos, 2 banheiros, 1 vaga emNova Rússia, Ponta Grossa",2.0,2.0,106.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-nova-russia-ponta-grossa-106m2-id-2863605195/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:39:31
R$ 320.000,Rua Barão de Jacutinga,"Lote/Terreno para comprar com 930 m² emUvaranas, Ponta Grossa",,,930.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-uvaranas-ponta-grossa-930m2-id-2823110526/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:39:31
R$ 400.000,Rua Ferreira de Araújo,"Lote/Terreno para comprar com 686 m² emUvaranas, Ponta Grossa",,,686.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-com-muros-e-grades-uvaranas-ponta-grossa-686m2-id-2859271678/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:39:31
R$ 203.000,Rua Professora Diva Alves dos Santos,"Casa para comprar com 48 m², 2 quartos, 1 banheiro emCará-cará, Ponta Grossa",2.0,1.0,48.0,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-cara-cara-ponta-grossa-48m2-id-2867288690/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:39:31
R$ 400.000,Rua Doutor Colares,"Apartamento para comprar com 179 m², 3 quartos, 2 banheiros emCentro, Ponta Grossa",3.0,2.0,179.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-centro-ponta-grossa-179m2-id-2832448260/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:39:31
R$ 340.000,Rua Teodoro Sampaio,"Lote/Terreno para comprar com 70 m² emOficinas, Ponta Grossa",,,70.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-oficinas-ponta-grossa-70m2-id-2825649741/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:39:31
R$ 250.000,Rua Leopoldo Miques,"Lote/Terreno para comprar com 462 m² emEstrela, Ponta Grossa",,,462.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-estrela-ponta-grossa-462m2-id-2769263758/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:39:31
