preco,rua,endereco,quartos,banheiros,area_m2,link,cidade,estado,data_coleta
R$ 438.000,Rua Theodoro Rosas,"Imóvel comercial para comprar com 832 m², 3 quartos, 2 banheiros, 1 vaga emCentro, Ponta Grossa",3.0,2.0,832.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-piscina-centro-ponta-grossa-832m2-id-2621392084/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:39:10
R$ 350.000,Rua São Carlos do Ivaí,"Sobrado para comprar com 72 m², 2 quartos, 2 banheiros, 2 vagas emContorno, Ponta Grossa",2.0,2.0,72.0,https://www.zapimoveis.com.br/imovel/venda-sobrados-2-quartos-contorno-ponta-grossa-72m2-id-2837917613/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:39:10
R$ 165.000,Rua Rosemari Silva Belotto,"Lote/Terreno para comprar com 200 m² emNeves, Ponta Grossa",,,200.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-neves-ponta-grossa-200m2-id-2765837291/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:39:10
R$ 290.000,Rua João Silvio de Lara Machado,"Lote/Terreno para comprar com 303 m² emJardim Carvalho, Ponta Grossa",,,303.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-jardim-carvalho-ponta-grossa-303m2-id-2852105020/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:39:10
R$ 890.000,Rua Doutor Manoel Antônio Braga Ramos,"Lote/Terreno para comprar com 496 m² emEstrela, Ponta Grossa",,,496.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-estrela-ponta-grossa-496m2-id-2825647370/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:39:10
R$ 280.000,Rua Valério Ronchi,"Lote/Terreno para comprar com 260 m² emUvaranas, Ponta Grossa",,,260.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-com-piscina-uvaranas-ponta-grossa-260m2-id-2790396125/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:39:10
R$ 590.000,Rua Arnaldo José de Moraes,"Apartamento para comprar com 110 m², 3 quartos, 2 banheiros, 2 vagas emCará-cará, Ponta Grossa",3.0,2.0,110.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-cara-cara-ponta-grossa-110m2-id-2676297797/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:39:10
R$ 275.000,Rua Franco Grilo,"Apartamento para comprar com 87 m², 2 quartos, 1 banheiro, 1 vaga emColônia Dona Luíza, Ponta Grossa",2.0,1.0,87.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-cozinha-colonia-dona-luiza-ponta-grossa-87m2-id-2822386413/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:39:10
R$ 350.000,Rua Bittencourt Sampaio,"Apartamento para comprar com 87 m², 3 quartos, 1 banheiro, 2 vagas emNova Rússia, Ponta Grossa",3.0,1.0,87.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-nova-russia-ponta-grossa-87m2-id-2827325715/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:39:10
R$ 149.356,Rua Rosemari Silva Belotto,"Lote/Terreno para comprar com 174 m² emNeves, Ponta Grossa",,,174.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-neves-ponta-grossa-174m2-id-2855786633/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:39:10
R$ 450.000,Rua Rio Grande do Sul,"Apartamento para comprar com 211 m², 3 quartos, 2 banheiros, 2 vagas emOrfãs, Ponta Grossa",3.0,2.0,211.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-cozinha-orfas-ponta-grossa-211m2-id-2769264718/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:39:10
R$ 255.000,Avenida Anita Garibaldi,"Lote/Terreno para comprar com 255 m² emOrfãs, Ponta Grossa",,,255.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-com-piscina-orfas-ponta-grossa-255m2-id-2835776436/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:39:10
R$ 350.000,Rua Delfino de Carvalho,"Lote/Terreno para comprar com 363 m² emRonda, Ponta Grossa",,,363.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-ronda-ponta-grossa-363m2-id-2773726727/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:39:10
R$ 650.000,Rua Doutor Paula Xavier,"Apartamento para comprar com 208 m², 3 quartos, 2 banheiros, 1 vaga emCentro, Ponta Grossa",3.0,2.0,208.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-sala-de-jantar-centro-ponta-grossa-208m2-id-2769261477/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:39:10
R$ 790.000,Avenida Monteiro Lobato,"Casa de condomínio para comprar com 119 m², 3 quartos, 2 banheiros, 2 vagas emJardim Carvalho, Ponta Grossa",3.0,2.0,119.0,https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-3-quartos-com-piscina-jardim-carvalho-ponta-grossa-119m2-id-2864961598/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:39:10
R$ 550.000,Rua Latino Coelho,"Lote/Terreno para comprar com 10 m² emColônia Dona Luíza, Ponta Grossa",,,10.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-colonia-dona-luiza-ponta-grossa-10m2-id-2812948621/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:39:10
R$ 380.000,Rua Engenheiro Grevile,"Lote/Terreno para comprar com 329 m² emColônia Dona Luíza, Ponta Grossa",,,329.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-colonia-dona-luiza-ponta-grossa-329m2-id-2769260604/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:39:10
R$ 250.000,Rua João Silvio de Lara Machado,"Lote/Terreno para comprar com 303 m² emJardim Carvalho, Ponta Grossa",,,303.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-jardim-carvalho-ponta-grossa-303m2-id-2825646480/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:39:10
R$ 250.000,Rua Izabel Ossowski,"Casa de condomínio para comprar com 76 m², 3 quartos, 1 banheiro, 2 vagas emPiriquitos, Ponta Grossa",3.0,1.0,76.0,https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-3-quartos-com-cozinha-piriquitos-ponta-grossa-76m2-id-2765839617/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:39:10
R$ 370.000,Rua Rio Negro,"Lote/Terreno para comprar com 885 m² emUvaranas, Ponta Grossa",,,885.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-uvaranas-ponta-grossa-885m2-id-2559401425/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:39:10
R$ 800.000,Avenida Visconde de Mauá,"Apartamento para comprar com 197 m², 3 quartos, 4 banheiros, 2 vagas emOficinas, Ponta Grossa",3.0,4.0,197.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-oficinas-ponta-grossa-197m2-id-2769264078/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:39:10
R$ 600.000,Avenida Ana Rita,"Casa para comprar com 130 m², 2 quartos, 1 banheiro, 3 vagas emUvaranas, Ponta Grossa",2.0,1.0,130.0,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-lavanderia-coletiva-uvaranas-ponta-grossa-130m2-id-2690825956/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:39:10
R$ 290.000,Rua Freire Alemão,"Apartamento para comprar com 82 m², 2 quartos, 1 banheiro, 1 vaga emEstrela, Ponta Grossa",2.0,1.0,82.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-estrela-ponta-grossa-82m2-id-2770363127/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:39:10
R$ 275.000,Rua Francisco Ribas,"Apartamento para comprar com 44 m², 1 quarto, 1 banheiro, 1 vaga emOrfãs, Ponta Grossa",1.0,1.0,44.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-orfas-ponta-grossa-44m2-id-2868782027/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:39:10
R$ 250.000,Rua João Silvio de Lara Machado,"Lote/Terreno para comprar com 308 m² emJardim Carvalho, Ponta Grossa",,,308.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-jardim-carvalho-ponta-grossa-308m2-id-2800284428/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:39:10
R$ 289.000,Rua Marquês do Paraná,"Apartamento para comprar com 60 m², 3 quartos, 1 banheiro, 1 vaga emRonda, Ponta Grossa",3.0,1.0,60.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-ronda-ponta-grossa-60m2-id-2829127036/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:39:10
R$ 204.000,Rua Padre José Hermano Torres Portugal,"Casa para comprar com 53 m², 2 quartos, 1 banheiro, 2 vagas emCará-cará, Ponta Grossa",2.0,1.0,53.0,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-cara-cara-ponta-grossa-53m2-id-2715824698/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:39:10
R$ 289.000,Rua Marquês do Paraná,"Apartamento para comprar com 74 m², 3 quartos, 1 banheiro, 1 vaga emRonda, Ponta Grossa",3.0,1.0,74.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-interfone-ronda-ponta-grossa-74m2-id-2769261476/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:39:10
R$ 450.000,Rua Cândido Xavier de Almeida e Souza,"Apartamento para comprar com 100 m², 3 quartos, 3 banheiros, 3 vagas emJardim Carvalho, Ponta Grossa",3.0,3.0,100.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-jardim-carvalho-ponta-grossa-100m2-id-2611488799/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:39:10
R$ 212.500,Rua João Silvio de Lara Machado,"Lote/Terreno para comprar com 300 m² emJardim Carvalho, Ponta Grossa",,,300.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-com-piscina-jardim-carvalho-ponta-grossa-300m2-id-2820334014/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:39:10
R$ 380.000,Rua Saldanha Marinho,Rua Saldanha Marinho,2.0,1.0,65.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-lavanderia-coletiva-trianon-guarapuava-pr-65m2-id-2833764280/?source=showcase%2Crp,ponta-grossa,pr,2026-02-09 08:39:10
R$ 360.000,Rua Coronel Manoel Marcondes,Rua Coronel Manoel Marcondes,2.0,2.0,64.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-churrasqueira-santa-cruz-guarapuava-pr-64m2-id-2825743325/?source=showcase%2Crp,ponta-grossa,pr,2026-02-09 08:39:10
R$ 1.950,Rua Gerânios,Rua Gerânios,2.0,2.0,48.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-churrasqueira-batel-guarapuava-pr-48m2-id-2867490059/?source=showcase%2Crp,ponta-grossa,pr,2026-02-09 08:39:10
R$ 850,Rua Guaíra,Rua Guaíra,1.0,1.0,30.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-com-cozinha-centro-guarapuava-pr-30m2-id-2848244955/?source=showcase%2Crp,ponta-grossa,pr,2026-02-09 08:39:10
R$ 3.500,Rua Goiás,Rua Goiás,4.0,2.0,163.0,https://www.zapimoveis.com.br/imovel/venda-casa-4-quartos-com-churrasqueira-dos-estados-guarapuava-pr-163m2-id-2858252470/?source=showcase%2Crp,ponta-grossa,pr,2026-02-09 08:39:10
R$ 260.000,,Travessa Arlindo Antunes de Almeida,2.0,1.0,48.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-churrasqueira-boqueirao-guarapuava-pr-48m2-id-2845153415/?source=showcase%2Crp,ponta-grossa,pr,2026-02-09 08:39:10
R$ 2.700,Rua Izidoro Nascimento Barbosa,Rua Izidoro Nascimento Barbosa,3.0,1.0,98.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-cozinha-morro-alto-guarapuava-pr-98m2-id-2825745218/?source=showcase%2Crp,ponta-grossa,pr,2026-02-09 08:39:10
R$ 2.200,Rua Bernardo José de Lacerda,Rua Bernardo José de Lacerda,3.0,2.0,93.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-cozinha-santa-cruz-guarapuava-pr-93m2-id-2848518714/?source=showcase%2Crp,ponta-grossa,pr,2026-02-09 08:39:10
