preco,rua,endereco,quartos,banheiros,area_m2,link,cidade,estado,data_coleta
R$ 169.000,Rua Praia Porto de Pedras,"Casa para comprar com 55 m², 2 quartos, 1 banheiro, 2 vagas emContorno, Ponta Grossa",2.0,1.0,55.0,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-contorno-ponta-grossa-55m2-id-2606073210/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 10:08:06
R$ 395.000,Rua Baltazar Lisboa,"Sobrado para comprar com 79 m², 3 quartos, 3 banheiros, 1 vaga emRonda, Ponta Grossa",3.0,3.0,79.0,https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-com-churrasqueira-ronda-ponta-grossa-79m2-id-2741313259/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 10:08:06
R$ 310.000,Avenida União Pan-americana,"Apartamento para comprar com 65 m², 3 quartos, 2 banheiros, 1 vaga emColônia Dona Luíza, Ponta Grossa",3.0,2.0,65.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-churrasqueira-colonia-dona-luiza-ponta-grossa-65m2-id-2788888216/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 10:08:06
R$ 175.000,Rua Santa Rita,"Casa para comprar com 48 m², 2 quartos, 1 banheiro emCará-cará, Ponta Grossa",2.0,1.0,48.0,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-cara-cara-ponta-grossa-48m2-id-2837400973/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 10:08:06
R$ 5.500,Rua Casemiro Zambrzycki,"Galpão/Depósito/Armazém para alugar com 600 m², 1 banheiro emBoa Vista, Ponta Grossa",,1.0,600.0,https://www.zapimoveis.com.br/imovel/venda-galpao-deposito-armazem-boa-vista-ponta-grossa-600m2-id-2800282350/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 10:08:06
R$ 185.000,Rua Dalila Marcondes Rodrigues,"Casa para comprar com 50 m², 2 quartos, 1 banheiro, 1 vaga emCará-cará, Ponta Grossa",2.0,1.0,50.0,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-muros-e-grades-cara-cara-ponta-grossa-50m2-id-2805827017/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 10:08:06
R$ 620.000,Rua Odete da Silva Lopes,"Sobrado para comprar com 175 m², 3 quartos, 4 banheiros emContorno, Ponta Grossa",3.0,4.0,175.0,https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-com-lavabo-contorno-ponta-grossa-175m2-id-2800283426/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 10:08:06
R$ 350.000,Rua Pedro Mezzomo,"Galpão/Depósito/Armazém para comprar com 100 m², 1 banheiro emBoa Vista, Ponta Grossa",,1.0,100.0,https://www.zapimoveis.com.br/imovel/venda-galpao-deposito-armazem-boa-vista-ponta-grossa-100m2-id-2816993384/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 10:08:06
R$ 300.000,Rua Bambu,"Casa para comprar com 85 m², 2 quartos, 2 banheiros, 3 vagas emCará-cará, Ponta Grossa",2.0,2.0,85.0,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-churrasqueira-cara-cara-ponta-grossa-85m2-id-2800282128/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 10:08:06
R$ 350.000,Rua Bolívia,"Casa para comprar com 100 m², 5 quartos, 1 banheiro emRonda, Ponta Grossa",5.0,1.0,100.0,https://www.zapimoveis.com.br/imovel/venda-casa-5-quartos-com-cozinha-ronda-ponta-grossa-100m2-id-2857593992/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 10:08:06
