preco,rua,endereco,quartos,banheiros,area_m2,link,cidade,estado,data_coleta
R$ 850.000,Rua Prudente de Morais,"Apartamento para comprar com 258 m², 4 quartos, 5 banheiros, 3 vagas emEstrela, Ponta Grossa",4.0,5.0,258.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-salao-de-festas-estrela-ponta-grossa-258m2-id-2813157522/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:32:00
R$ 530.000,Rua Rosa Domingos Franco,"Sobrado para comprar com 413 m², 3 quartos, 4 banheiros, 1 vaga emJardim Carvalho, Ponta Grossa",3.0,4.0,413.0,https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-com-churrasqueira-jardim-carvalho-ponta-grossa-413m2-id-2829184929/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:32:00
R$ 160.000,Rua André Mulaski,"Casa de condomínio para comprar com 46 m², 2 quartos, 1 banheiro, 1 vaga emOlarias, Ponta Grossa",2.0,1.0,46.0,https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-2-quartos-olarias-ponta-grossa-46m2-id-2864962669/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:32:00
R$ 175.000,Rua Lupionópolis,"Lote/Terreno para comprar com 480 m² emCará-cará, Ponta Grossa",,,480.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-cara-cara-ponta-grossa-480m2-id-2840151916/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:32:00
R$ 185.000,Rua Luciano Marçal,"Lote/Terreno para comprar com 300 m² emJardim Carvalho, Ponta Grossa",,,300.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-jardim-carvalho-ponta-grossa-300m2-id-2559401367/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:32:00
R$ 780.000,Rua João Cecy Filho,"Casa para comprar com 171 m², 3 quartos, 2 banheiros, 3 vagas emUvaranas, Ponta Grossa",3.0,2.0,171.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-churrasqueira-uvaranas-ponta-grossa-171m2-id-2864964457/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:32:00
R$ 191.667,,"Lote/Terreno para comprar com 200 m² emJardim Carvalho, Ponta Grossa",,,200.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-jardim-carvalho-ponta-grossa-200m2-id-2810886218/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:32:00
R$ 154.000,Rua João Silvio de Lara Machado,"Lote/Terreno para comprar com 220 m² emJardim Carvalho, Ponta Grossa",,,220.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-jardim-carvalho-ponta-grossa-220m2-id-2825646810/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:32:00
R$ 95.000,Rua Duarte da Costa,"Lote/Terreno para comprar com 560 m² emUvaranas, Ponta Grossa",,,560.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-uvaranas-ponta-grossa-560m2-id-2574095016/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:32:00
R$ 450.000,Rua Dimas Rudek Potoski,"Casa para comprar com 135 m², 3 quartos, 2 banheiros, 4 vagas emUvaranas, Ponta Grossa",3.0,2.0,135.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-churrasqueira-uvaranas-ponta-grossa-135m2-id-2766014116/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:32:00
R$ 298.000,Rua Paraíba,"Lote/Terreno para comprar com 350 m² emOlarias, Ponta Grossa",,,350.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-olarias-ponta-grossa-350m2-id-2559401403/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:32:00
R$ 380.000,Rua Alfredo Pedro Ribas,"Casa para comprar com 77 m², 3 quartos, 2 banheiros, 1 vaga emUvaranas, Ponta Grossa",3.0,2.0,77.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-uvaranas-ponta-grossa-77m2-id-2862094996/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:32:00
R$ 380.000,Rua Manoel Ferreira Pinto,"Apartamento para comprar com 90 m², 3 quartos, 3 banheiros, 1 vaga emCentro, Ponta Grossa",3.0,3.0,90.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-zelador-centro-ponta-grossa-90m2-id-2825744316/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:32:00
R$ 180.000,Rua Dario Veloso,"Lote/Terreno para comprar com 462 m² emUvaranas, Ponta Grossa",,,462.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-uvaranas-ponta-grossa-462m2-id-2867625896/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:32:00
R$ 680.000,Rua Elcio Cordeiro de Lima,"Apartamento para comprar com 170 m², 3 quartos, 1 banheiro, 2 vagas emContorno, Ponta Grossa",3.0,1.0,170.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-cozinha-contorno-ponta-grossa-170m2-id-2725003366/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:32:00
R$ 320.000,Rua Rio Grande do Sul,"Lote/Terreno para comprar com 462 m² emOrfãs, Ponta Grossa",,,462.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-orfas-ponta-grossa-462m2-id-2867627706/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:32:00
R$ 220.000,Avenida Euzébio de Queiroz,"Lote/Terreno para comprar com 307 m² emUvaranas, Ponta Grossa",,,307.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-uvaranas-ponta-grossa-307m2-id-2867621469/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:32:00
R$ 190.000,Rua Januário de Napoli,"Apartamento para comprar com 65 m², 3 quartos, 1 banheiro, 1 vaga emUvaranas, Ponta Grossa",3.0,1.0,65.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-uvaranas-ponta-grossa-65m2-id-2861270357/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:32:00
R$ 280.000,Rua Paraíba,"Lote/Terreno para comprar com 363 m² emOlarias, Ponta Grossa",,,363.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-olarias-ponta-grossa-363m2-id-2559401408/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:32:00
R$ 320.000,Rua Mato Grosso,"Lote/Terreno para comprar com 10 m² emUvaranas, Ponta Grossa",,,10.0,https://www.zapimoveis.com.br/imovel/venda-uvaranas-ponta-grossa-10m2-id-2813864624/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:32:00
R$ 230.000,Rua Padre José Hermano Torres Portugal,"Casa para comprar com 60 m², 2 quartos, 1 banheiro, 2 vagas emCará-cará, Ponta Grossa",2.0,1.0,60.0,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-cara-cara-ponta-grossa-60m2-id-2559401572/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:32:00
