preco,rua,endereco,quartos,banheiros,area_m2,link,cidade,estado,data_coleta
R$ 490.000,Rua Lagoa Santa,"Casa para comprar com 180 m², 5 quartos, 3 banheiros, 3 vagas emOficinas, Ponta Grossa",5.0,3.0,180.0,https://www.zapimoveis.com.br/imovel/venda-casa-5-quartos-oficinas-ponta-grossa-180m2-id-2719512947/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:37:45
R$ 290.000,Rua David Tozetto,"Casa para comprar com 73 m², 2 quartos, 1 banheiro, 2 vagas emNeves, Ponta Grossa",2.0,1.0,73.0,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-neves-ponta-grossa-73m2-id-2720057472/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:37:45
R$ 380.000,Rua José Bernardi,"Sobrado para comprar com 76 m², 2 quartos, 2 banheiros, 2 vagas emContorno, Ponta Grossa",2.0,2.0,76.0,https://www.zapimoveis.com.br/imovel/venda-sobrados-2-quartos-contorno-ponta-grossa-76m2-id-2790536523/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:37:45
R$ 599.000,Rua Visconde de Sinimbú,"Casa para comprar com 280 m², 3 quartos, 4 banheiros, 2 vagas emOrfãs, Ponta Grossa",3.0,4.0,280.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-orfas-ponta-grossa-280m2-id-2721289452/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:37:45
R$ 1.600.000,Rua Lamenha Lins,"Casa para comprar com 100 m², 8 quartos, 4 banheiros, 1 vaga emUvaranas, Ponta Grossa",8.0,4.0,100.0,https://www.zapimoveis.com.br/imovel/venda-casa-8-quartos-com-churrasqueira-uvaranas-ponta-grossa-100m2-id-2621393451/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:37:45
R$ 2.400.000,Rua Amantino Antunes Mendes,"Lote/Terreno para comprar com 14060 m² emContorno, Ponta Grossa",,,14060.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-contorno-ponta-grossa-14060m2-id-2828311833/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:37:45
R$ 1.100.000,Rua Amantino Antunes Mendes,"Lote/Terreno para comprar com 5250 m² emContorno, Ponta Grossa",,,5250.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-contorno-ponta-grossa-5250m2-id-2828310342/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:37:45
R$ 2.564.000,Rua Uruguai,"Lote/Terreno para comprar com 1457 m² emCentro, Ponta Grossa",,,1457.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-centro-ponta-grossa-1457m2-id-2661550068/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:37:45
R$ 350.000,Rua Enfermeiro Paulino,"Lote/Terreno para comprar com 240 m² emUvaranas, Ponta Grossa",,,240.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-uvaranas-ponta-grossa-240m2-id-2833573415/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:37:45
R$ 530.000,Rua México,"Apartamento para comprar com 63 m², 2 quartos, 1 banheiro, 1 vaga emCentro, Ponta Grossa",2.0,1.0,63.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-centro-ponta-grossa-63m2-id-2810344519/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:37:45
R$ 270.000,Rua Marechal Hermes,"Lote/Terreno para comprar com 217 m² emRonda, Ponta Grossa",,,217.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-ronda-ponta-grossa-217m2-id-2748488196/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:37:45
R$ 100.000,Rua Arnaldo José de Moraes,"Lote/Terreno para comprar com 200 m² emCará-cará, Ponta Grossa",,,200.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-cara-cara-ponta-grossa-200m2-id-2861106260/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:37:45
