preco,rua,endereco,quartos,banheiros,area_m2,link,cidade,estado,data_coleta
R$ 595.000,Rua Balduíno Taques,"Apartamento para comprar com 169 m², 3 quartos, 2 banheiros, 1 vaga emEstrela, Ponta Grossa",3.0,2.0,169.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-estrela-ponta-grossa-169m2-id-2823111340/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:03:28
R$ 830.000,Praça Margarida Malucelli Moro,"Apartamento para comprar com 156 m², 3 quartos, 1 banheiro, 2 vagas emEstrela, Ponta Grossa",3.0,1.0,156.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-estrela-ponta-grossa-156m2-id-2825646465/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:03:28
R$ 1.940.000,Rua Doutor Paula Xavier,"Apartamento para comprar com 207 m², 3 quartos, 5 banheiros, 3 vagas emEstrela, Ponta Grossa",3.0,5.0,207.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-estrela-ponta-grossa-207m2-id-2800283813/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:03:28
R$ 1.250.000,Rua Prudente de Morais,"Apartamento para comprar com 162 m², 3 quartos, 1 banheiro, 3 vagas emEstrela, Ponta Grossa",3.0,1.0,162.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-estrela-ponta-grossa-162m2-id-2825648678/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:03:28
R$ 450.000,Rua Pedro Álvares Cabral,"Sala/Conjunto para comprar com 100 m², 4 quartos, 1 banheiro emNova Rússia, Ponta Grossa",4.0,1.0,100.0,https://www.zapimoveis.com.br/imovel/venda-conjunto-comercial-sala-4-quartos-nova-russia-ponta-grossa-100m2-id-2769261473/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:03:28
R$ 500.000,Rua Coronel Dulcídio,"Apartamento para comprar com 101 m², 3 quartos, 1 banheiro, 1 vaga emCentro, Ponta Grossa",3.0,1.0,101.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-centro-ponta-grossa-101m2-id-2823112720/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:03:28
R$ 990.000,Rua Eduardo Burgardt,"Casa de condomínio para comprar com 185 m², 3 quartos, 2 banheiros, 2 vagas emContorno, Ponta Grossa",3.0,2.0,185.0,https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-3-quartos-com-piscina-contorno-ponta-grossa-185m2-id-2800278428/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:03:28
R$ 360.000,Rua Doutor Rubens Gomes de Souza,"Sobrado para comprar com 67 m², 2 quartos, 1 banheiro, 2 vagas emOrfãs, Ponta Grossa",2.0,1.0,67.0,https://www.zapimoveis.com.br/imovel/venda-sobrados-2-quartos-com-churrasqueira-orfas-ponta-grossa-67m2-id-2864963576/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:03:28
R$ 1.200.000,Rua Afonso Pena,"Apartamento para comprar com 172 m², 2 quartos, 2 banheiros, 2 vagas emEstrela, Ponta Grossa",2.0,2.0,172.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-estrela-ponta-grossa-172m2-id-2825648677/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:03:28
R$ 280.000,Rua Valério Ronchi,"Lote/Terreno para comprar com 269 m² emUvaranas, Ponta Grossa",,,269.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-uvaranas-ponta-grossa-269m2-id-2800283328/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:03:28
R$ 1.450.000,Rua João Silvio de Lara Machado,"Casa de condomínio para comprar com 235 m², 3 quartos, 4 banheiros, 2 vagas emJardim Carvalho, Ponta Grossa",3.0,4.0,235.0,https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-3-quartos-jardim-carvalho-ponta-grossa-235m2-id-2825648572/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:03:28
R$ 1.150.000,,"Apartamento para comprar com 309 m², 3 quartos, 4 banheiros, 2 vagas emOlarias, Ponta Grossa",3.0,4.0,309.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-olarias-ponta-grossa-309m2-id-55780242/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:03:28
R$ 450.000,Rua Visconde de Baraúna,"Lote/Terreno para comprar com 10 m² emJardim Carvalho, Ponta Grossa",,,10.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-com-acesso-24-horas-jardim-carvalho-ponta-grossa-10m2-id-2775094475/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:03:28
R$ 1.700.000,Rua Francisco Ribas,"Apartamento para comprar com 159 m², 3 quartos, 4 banheiros, 3 vagas emCentro, Ponta Grossa",3.0,4.0,159.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-churrasqueira-centro-ponta-grossa-159m2-id-2679075005/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:03:28
R$ 500.000,Avenida José Primor,"Casa para comprar com 324 m², 3 quartos, 1 banheiro, 1 vaga emUvaranas, Ponta Grossa",3.0,1.0,324.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-uvaranas-ponta-grossa-324m2-id-2807298720/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:03:28
R$ 1.100.000,Rua Nestor Guimarães,"Apartamento para comprar com 196 m², 3 quartos, 1 banheiro, 2 vagas emEstrela, Ponta Grossa",3.0,1.0,196.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-estrela-ponta-grossa-196m2-id-2813866719/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:03:28
R$ 599.000,Rua Marechal Deodoro da Fonseca,"Apartamento para comprar com 178 m², 3 quartos, 1 banheiro, 1 vaga emCentro, Ponta Grossa",3.0,1.0,178.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-centro-ponta-grossa-178m2-id-2827570821/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:03:28
R$ 1.200.000,Rua Luiz Nadal Motti,"Sobrado para comprar com 126 m², 3 quartos, 2 banheiros, 2 vagas emJardim Carvalho, Ponta Grossa",3.0,2.0,126.0,https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-com-churrasqueira-jardim-carvalho-ponta-grossa-126m2-id-2856485519/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:03:28
R$ 1.209.000,Rua Doutor Colares,"Cobertura para comprar com 179 m², 3 quartos, 3 banheiros, 2 vagas emCentro, Ponta Grossa",3.0,3.0,179.0,https://www.zapimoveis.com.br/imovel/venda-cobertura-3-quartos-com-churrasqueira-centro-ponta-grossa-179m2-id-2769264821/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:03:28
R$ 850.000,Rua Jaguapitã,"Casa para comprar com 203 m², 3 quartos, 2 banheiros, 2 vagas emBoa Vista, Ponta Grossa",3.0,2.0,203.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-mobiliado-boa-vista-ponta-grossa-203m2-id-2848118747/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:03:28
