preco,rua,endereco,quartos,banheiros,area_m2,link,cidade,estado,data_coleta
R$ 280.000,Rua Ângelo Madalozzo,"Apartamento para comprar com 65 m², 3 quartos, 1 banheiro, 1 vaga emJardim Carvalho, Ponta Grossa",3.0,1.0,65.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-jardim-carvalho-ponta-grossa-65m2-id-2786982014/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:39:51
R$ 480.000,Rua Doutor Paula Xavier,"Apartamento para comprar com 114 m², 3 quartos, 2 banheiros, 1 vaga emEstrela, Ponta Grossa",3.0,2.0,114.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-estrela-ponta-grossa-114m2-id-2766014126/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:39:51
R$ 295.000,Rua Júlio de Castilho,"Apartamento para comprar com 75 m², 2 quartos, 1 banheiro, 1 vaga emCentro, Ponta Grossa",2.0,1.0,75.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-mobiliado-centro-ponta-grossa-75m2-id-2769263357/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:39:51
R$ 870.000,Avenida Anita Garibaldi,"Casa de condomínio para comprar com 226 m², 3 quartos, 3 banheiros, 2 vagas emOrfãs, Ponta Grossa",3.0,3.0,226.0,https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-3-quartos-com-churrasqueira-orfas-ponta-grossa-226m2-id-2841673166/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:39:51
R$ 610.000,Rua Benjamin Constant,"Apartamento para comprar com 91 m², 3 quartos, 2 banheiros, 2 vagas emCentro, Ponta Grossa",3.0,2.0,91.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-churrasqueira-centro-ponta-grossa-91m2-id-2769264073/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:39:51
R$ 210.000,Rua Afonso Celso,"Apartamento para comprar com 50 m², 2 quartos, 1 banheiro, 1 vaga emNeves, Ponta Grossa",2.0,1.0,50.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-mobiliado-neves-ponta-grossa-50m2-id-2854310764/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:39:51
R$ 660.000,Rua Venezuela,"Apartamento para comprar com 162 m², 2 quartos, 2 banheiros, 1 vaga emOficinas, Ponta Grossa",2.0,2.0,162.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-mobiliado-oficinas-ponta-grossa-162m2-id-2818673258/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:39:51
R$ 195.000,Avenida Siqueira Campos,"Apartamento para comprar com 49 m², 2 quartos, 1 banheiro, 1 vaga emUvaranas, Ponta Grossa",2.0,1.0,49.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-churrasqueira-uvaranas-ponta-grossa-49m2-id-2773721456/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:39:51
R$ 320.000,Rua Theodoro Rosas,"Apartamento para comprar com 31 m², 1 quarto, 1 banheiro, 1 vaga emCentro, Ponta Grossa",1.0,1.0,31.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-centro-ponta-grossa-31m2-id-2813479084/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:39:51
R$ 4.300.000,Rua Doutor Colares,"Sala/Conjunto para comprar com 1133 m², 3 banheiros emCentro, Ponta Grossa",,3.0,1133.0,https://www.zapimoveis.com.br/imovel/venda-conjunto-comercial-sala-centro-ponta-grossa-1133m2-id-2813866726/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:39:51
R$ 590.000,Rua Braulina Carneiro de Quadros,"Lote/Terreno para comprar com 545 m² emRonda, Ponta Grossa",,,545.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-ronda-ponta-grossa-545m2-id-2800284825/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:39:51
R$ 850.000,Rua Conselheiro Barradas,"Casa para comprar com 230 m², 3 quartos, 2 banheiros emUvaranas, Ponta Grossa",3.0,2.0,230.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-churrasqueira-uvaranas-ponta-grossa-230m2-id-2800282752/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:39:51
R$ 260.000,Rua Marechal Hermes,"Lote/Terreno para comprar com 367 m² emRonda, Ponta Grossa",,,367.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-ronda-ponta-grossa-367m2-id-2800285421/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:39:51
R$ 240.000,Rua Afonso Celso,"Lote/Terreno para comprar com 484 m² emUvaranas, Ponta Grossa",,,484.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-uvaranas-ponta-grossa-484m2-id-2800282763/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:39:51
R$ 695.000,Rua Nestor de Castro,"Casa para comprar com 163 m², 3 quartos, 2 banheiros, 3 vagas emOficinas, Ponta Grossa",3.0,2.0,163.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-oficinas-ponta-grossa-163m2-id-2825646577/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:39:51
R$ 460.000,Rua Domício da Gama,"Sobrado para comprar com 131 m², 3 quartos, 3 banheiros, 1 vaga emOlarias, Ponta Grossa",3.0,3.0,131.0,https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-olarias-ponta-grossa-131m2-id-2825650129/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:39:51
R$ 795.000,Rua Joaquim de Paula Xavier,"Lote/Terreno para comprar com 533 m² emEstrela, Ponta Grossa",,,533.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-com-piscina-estrela-ponta-grossa-533m2-id-2725006938/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:39:51
R$ 2.000.000,Rua Salomão Tuma,"Sobrado para comprar com 799 m², 2 quartos, 2 banheiros, 2 vagas emEstrela, Ponta Grossa",2.0,2.0,799.0,https://www.zapimoveis.com.br/imovel/venda-sobrados-2-quartos-com-cozinha-estrela-ponta-grossa-799m2-id-2725005512/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:39:51
R$ 200.000,Rua Dom Bosco,"Lote/Terreno para comprar com 484 m² emNeves, Ponta Grossa",,,484.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-neves-ponta-grossa-484m2-id-2830761627/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:39:51
R$ 260.000,Rua Luiz Nadal Motti,"Lote/Terreno para comprar com 300 m² emJardim Carvalho, Ponta Grossa",,,300.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-jardim-carvalho-ponta-grossa-300m2-id-2867628874/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:39:51
R$ 150.000,Rua Santo Anselmo,"Lote/Terreno para comprar com 432 m² emCará-cará, Ponta Grossa",,,432.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-cara-cara-ponta-grossa-432m2-id-2867623097/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:39:51
R$ 733.119,Rua Balduíno Taques,"Apartamento para comprar com 200 m², 3 quartos, 2 banheiros, 1 vaga emCentro, Ponta Grossa",3.0,2.0,200.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-centro-ponta-grossa-200m2-id-2800281331/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:39:51
R$ 400.000,Rua Barão do Cerro Azul,"Lote/Terreno para comprar com 462 m² emCentro, Ponta Grossa",,,462.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-centro-ponta-grossa-462m2-id-2800284829/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:39:51
R$ 800.000,Rua Sete de Setembro,"Apartamento para comprar com 192 m², 3 quartos, 2 banheiros, 2 vagas emCentro, Ponta Grossa",3.0,2.0,192.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-centro-ponta-grossa-192m2-id-2769580692/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:39:51
R$ 650.000,Travessa Mário de Alencar,"Casa para comprar com 180 m², 2 quartos, 2 banheiros, 4 vagas emUvaranas, Ponta Grossa",2.0,2.0,180.0,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-churrasqueira-uvaranas-ponta-grossa-180m2-id-2725005029/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:39:51
R$ 1.169.000,Rua Balduíno Taques,"Apartamento para comprar com 354 m², 3 quartos, 1 banheiro, 2 vagas emCentro, Ponta Grossa",3.0,1.0,354.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-churrasqueira-centro-ponta-grossa-354m2-id-2804464629/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:39:51
R$ 1.799.000,Rua Sete de Setembro,"Apartamento para comprar com 328 m², 2 quartos, 1 banheiro, 3 vagas emCentro, Ponta Grossa",2.0,1.0,328.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-churrasqueira-centro-ponta-grossa-328m2-id-2811050538/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:39:51
R$ 680.000,Rua Olga Aleda Cavagnari,"Apartamento para comprar com 130 m², 3 quartos, 3 banheiros, 2 vagas emJardim Carvalho, Ponta Grossa",3.0,3.0,130.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-jardim-carvalho-ponta-grossa-130m2-id-2696973673/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:39:51
R$ 200.000,Rua Almeida Garret,"Lote/Terreno para comprar com 514 m² emOficinas, Ponta Grossa",,,514.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-oficinas-ponta-grossa-514m2-id-2867227976/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:39:51
R$ 149.900,Rua Robalo,"Apartamento para comprar com 50 m², 2 quartos, 1 banheiro, 1 vaga emCará-cará, Ponta Grossa",2.0,1.0,50.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-cara-cara-ponta-grossa-50m2-id-2665239340/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:39:51
