preco,rua,endereco,quartos,banheiros,area_m2,link,cidade,estado,data_coleta
R$ 400.000,Rua João Silvio de Lara Machado,"Lote/Terreno para comprar com 10 m² emJardim Carvalho, Ponta Grossa",,,10.0,https://www.zapimoveis.com.br/imovel/venda-jardim-carvalho-ponta-grossa-10m2-id-2745289393/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:57:49
R$ 450.000,Rua Frei Gaspar Zonta,"Casa para comprar com 97 m², 1 quarto, 1 banheiro emChapada, Ponta Grossa",1.0,1.0,97.0,https://www.zapimoveis.com.br/imovel/venda-casa-1-quarto-chapada-ponta-grossa-97m2-id-2672909723/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:57:49
R$ 890.000,Rua Marquês de Maricá,"Casa para comprar com 249 m², 4 quartos, 1 banheiro, 6 vagas emOrfãs, Ponta Grossa",4.0,1.0,249.0,https://www.zapimoveis.com.br/imovel/venda-casa-4-quartos-com-churrasqueira-orfas-ponta-grossa-249m2-id-2867628494/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:57:49
R$ 830.000,Rua Forel,"Casa para comprar com 270 m², 3 quartos, 3 banheiros, 2 vagas emColônia Dona Luíza, Ponta Grossa",3.0,3.0,270.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-piscina-colonia-dona-luiza-ponta-grossa-270m2-id-2771489836/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:57:49
R$ 1.500.000,Avenida General Aldo Bonde,"Casa de condomínio para comprar com 217 m², 4 quartos, 5 banheiros, 4 vagas emContorno, Ponta Grossa",4.0,5.0,217.0,https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-4-quartos-contorno-ponta-grossa-217m2-id-2857543673/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:57:49
R$ 677.000,Rua Balduíno Taques,"Apartamento para comprar com 170 m², 3 quartos, 2 banheiros, 1 vaga emCentro, Ponta Grossa",3.0,2.0,170.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-churrasqueira-centro-ponta-grossa-170m2-id-2769264079/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:57:49
R$ 870.000,Rua Felipe Camarão,"Apartamento para comprar com 187 m², 3 quartos, 2 banheiros, 2 vagas emUvaranas, Ponta Grossa",3.0,2.0,187.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-churrasqueira-uvaranas-ponta-grossa-187m2-id-2683494115/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:57:49
R$ 850.000,Rua Augusto Ribas,"Apartamento para comprar com 201 m², 3 quartos, 1 banheiro, 2 vagas emCentro, Ponta Grossa",3.0,1.0,201.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-centro-ponta-grossa-201m2-id-2823108751/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:57:49
R$ 2.850.000,Rua Venezuela,"Apartamento para comprar com 191 m², 3 quartos, 4 banheiros, 3 vagas emOficinas, Ponta Grossa",3.0,4.0,191.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-oficinas-ponta-grossa-191m2-id-2672910289/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:57:49
R$ 850.000,Rua Aderly Turek,"Casa de condomínio para comprar com 134 m², 3 quartos, 2 banheiros, 2 vagas emCará-cará, Ponta Grossa",3.0,2.0,134.0,https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-3-quartos-com-piscina-cara-cara-ponta-grossa-134m2-id-2686097909/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:57:49
R$ 650.000,Rua Cordovil do Merithy,"Casa para comprar com 100 m², 2 quartos, 2 banheiros emOficinas, Ponta Grossa",2.0,2.0,100.0,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-churrasqueira-oficinas-ponta-grossa-100m2-id-2800941313/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:57:49
R$ 500.000,Rua José Pierre,"Sobrado para comprar com 84 m², 3 quartos, 2 banheiros, 2 vagas emChapada, Ponta Grossa",3.0,2.0,84.0,https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-com-churrasqueira-chapada-ponta-grossa-84m2-id-2864964054/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:57:49
R$ 998.000,Rua Afonso Celso,"Casa para comprar com 257 m², 3 quartos, 4 banheiros, 4 vagas emUvaranas, Ponta Grossa",3.0,4.0,257.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-piscina-uvaranas-ponta-grossa-257m2-id-2711964319/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:57:49
R$ 1.600.000,Rua Professora Izaura Torres Cruz,"Apartamento para comprar com 164 m², 3 quartos, 4 banheiros, 2 vagas emJardim Carvalho, Ponta Grossa",3.0,4.0,164.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-salao-de-festas-jardim-carvalho-ponta-grossa-164m2-id-2672910986/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:57:49
R$ 2.600.000,,"Cobertura para comprar com 297 m², 2 quartos, 2 banheiros, 2 vagas emCentro, Ponta Grossa",2.0,2.0,297.0,https://www.zapimoveis.com.br/imovel/venda-cobertura-2-quartos-com-churrasqueira-centro-ponta-grossa-297m2-id-2797389427/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:57:49
R$ 1.950.000,Rua Doutor Paula Xavier,"Apartamento para comprar com 154 m², 3 quartos, 3 banheiros, 2 vagas emCentro, Ponta Grossa",3.0,3.0,154.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-centro-ponta-grossa-154m2-id-2672910241/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:57:49
R$ 600.000,Avenida Almirante Tamandaré,"Casa para comprar com 175 m², 4 quartos, 2 banheiros, 3 vagas emRonda, Ponta Grossa",4.0,2.0,175.0,https://www.zapimoveis.com.br/imovel/venda-casa-4-quartos-com-churrasqueira-ronda-ponta-grossa-175m2-id-2843596136/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:57:49
R$ 459.000,Rua Francisco Ribas,"Apartamento para comprar com 69 m², 2 quartos, 2 banheiros, 2 vagas emOrfãs, Ponta Grossa",2.0,2.0,69.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-churrasqueira-orfas-ponta-grossa-69m2-id-2865686962/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:57:49
R$ 2.000.000,Rua Joaquim de Paula Xavier,"Casa para comprar com 352 m², 4 quartos, 5 banheiros, 3 vagas emEstrela, Ponta Grossa",4.0,5.0,352.0,https://www.zapimoveis.com.br/imovel/venda-casa-4-quartos-estrela-ponta-grossa-352m2-id-2672908436/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:57:49
R$ 1.100.000,Rua Doutor Paula Xavier,"Apartamento para comprar com 135 m², 3 quartos, 4 banheiros, 2 vagas emEstrela, Ponta Grossa",3.0,4.0,135.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-estrela-ponta-grossa-135m2-id-2825648704/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:57:49
R$ 1.100.000,Rua Junqueira Freire,"Sobrado para comprar com 263 m², 3 quartos, 4 banheiros, 2 vagas emUvaranas, Ponta Grossa",3.0,4.0,263.0,https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-uvaranas-ponta-grossa-263m2-id-2686096940/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:57:49
R$ 950.000,Rua Haiti,"Casa para comprar com 161 m², 3 quartos, 3 banheiros, 1 vaga emJardim Carvalho, Ponta Grossa",3.0,3.0,161.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-jardim-carvalho-ponta-grossa-161m2-id-2672910609/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:57:49
R$ 1.100.000,Rua Aderly Turek,"Casa para comprar com 157 m², 3 quartos, 4 banheiros, 2 vagas emCará-cará, Ponta Grossa",3.0,4.0,157.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-piscina-cara-cara-ponta-grossa-157m2-id-2766014614/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:57:49
R$ 780.000,Rua Daily Luiz Wambier,"Sobrado para comprar com 161 m², 3 quartos, 4 banheiros, 1 vaga emOrfãs, Ponta Grossa",3.0,4.0,161.0,https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-com-churrasqueira-orfas-ponta-grossa-161m2-id-2721557334/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:57:49
R$ 700.000,Rua Castro Lopes,"Casa para comprar com 170 m², 4 quartos, 3 banheiros, 2 vagas emRonda, Ponta Grossa",4.0,3.0,170.0,https://www.zapimoveis.com.br/imovel/venda-casa-4-quartos-com-piscina-ronda-ponta-grossa-170m2-id-2672910090/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:57:49
R$ 650.000,Rua Francisco Otaviano,"Casa para comprar com 138 m², 3 quartos, 1 banheiro, 2 vagas emNova Rússia, Ponta Grossa",3.0,1.0,138.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-churrasqueira-nova-russia-ponta-grossa-138m2-id-2769262867/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:57:49
R$ 750.000,Rua Assis Brasil,"Casa para comprar com 280 m², 3 quartos, 2 banheiros, 1 vaga emOrfãs, Ponta Grossa",3.0,2.0,280.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-churrasqueira-orfas-ponta-grossa-280m2-id-2811768916/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:57:49
R$ 1.000.000,Rua Afonso Celso,"Casa para comprar com 257 m², 3 quartos, 4 banheiros, 4 vagas emUvaranas, Ponta Grossa",3.0,4.0,257.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-piscina-uvaranas-ponta-grossa-257m2-id-2769264813/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:57:49
R$ 380.000,Rua Saldanha Marinho,Rua Saldanha Marinho,2.0,1.0,65.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-lavanderia-coletiva-trianon-guarapuava-pr-65m2-id-2833764280/?source=showcase%2Crp,ponta-grossa,pr,2026-02-09 08:57:49
R$ 360.000,Rua Coronel Manoel Marcondes,Rua Coronel Manoel Marcondes,2.0,2.0,64.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-churrasqueira-santa-cruz-guarapuava-pr-64m2-id-2825743325/?source=showcase%2Crp,ponta-grossa,pr,2026-02-09 08:57:49
R$ 1.950,Rua Gerânios,Rua Gerânios,2.0,2.0,48.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-churrasqueira-batel-guarapuava-pr-48m2-id-2867490059/?source=showcase%2Crp,ponta-grossa,pr,2026-02-09 08:57:49
R$ 850,Rua Guaíra,Rua Guaíra,1.0,1.0,30.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-com-cozinha-centro-guarapuava-pr-30m2-id-2848244955/?source=showcase%2Crp,ponta-grossa,pr,2026-02-09 08:57:49
R$ 3.500,Rua Goiás,Rua Goiás,4.0,2.0,163.0,https://www.zapimoveis.com.br/imovel/venda-casa-4-quartos-com-churrasqueira-dos-estados-guarapuava-pr-163m2-id-2858252470/?source=showcase%2Crp,ponta-grossa,pr,2026-02-09 08:57:49
R$ 260.000,,Travessa Arlindo Antunes de Almeida,2.0,1.0,48.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-churrasqueira-boqueirao-guarapuava-pr-48m2-id-2845153415/?source=showcase%2Crp,ponta-grossa,pr,2026-02-09 08:57:49
R$ 2.700,Rua Izidoro Nascimento Barbosa,Rua Izidoro Nascimento Barbosa,3.0,1.0,98.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-cozinha-morro-alto-guarapuava-pr-98m2-id-2825745218/?source=showcase%2Crp,ponta-grossa,pr,2026-02-09 08:57:49
