preco,rua,endereco,quartos,banheiros,area_m2,link,cidade,estado,data_coleta
R$ 140.000,,"Lote/Terreno para comprar com 230 m² emContorno, Ponta Grossa",,,230.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-contorno-ponta-grossa-230m2-id-2835845622/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:50:05
R$ 743.843,,"Apartamento para comprar com 71 m², 2 quartos, 1 banheiro, 1 vaga emContorno, Ponta Grossa",2.0,1.0,71.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-churrasqueira-contorno-ponta-grossa-71m2-id-2797390023/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:50:05
R$ 145.000,,"Lote/Terreno para comprar com 200 m² emContorno, Ponta Grossa",,,200.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-contorno-ponta-grossa-200m2-id-2835845125/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:50:05
R$ 260.000,Rua Doutor Paula Xavier,"Casa para comprar com 90 m², 3 quartos, 1 banheiro, 2 vagas emCentro, Ponta Grossa",3.0,1.0,90.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-centro-ponta-grossa-90m2-id-2559401627/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:50:05
R$ 1.900.000,,"Apartamento para comprar com 494 m², 4 quartos, 1 banheiro, 1 vaga emOficinas, Ponta Grossa",4.0,1.0,494.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-cozinha-oficinas-ponta-grossa-494m2-id-2797388815/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:50:05
R$ 900.000,,"Lote/Terreno para comprar com 231 m² emCentro, Ponta Grossa",,,231.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-centro-ponta-grossa-231m2-id-2797387367/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:50:05
R$ 2.500.000,,"Lote/Terreno para comprar com 4729 m² emNova Rússia, Ponta Grossa",,,4729.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-comercial-nova-russia-ponta-grossa-4729m2-id-2808559728/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:50:05
R$ 600.000,Rua Afonso Celso,"Sobrado para comprar com 115 m², 3 quartos, 3 banheiros, 2 vagas emNeves, Ponta Grossa",3.0,3.0,115.0,https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-mobiliado-neves-ponta-grossa-115m2-id-2825744922/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:50:05
R$ 200.000,,"Lote/Terreno para comprar com 520 m² emBoa Vista, Ponta Grossa",,,520.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-boa-vista-ponta-grossa-520m2-id-2824072543/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:50:05
R$ 1.165.665,,"Lote/Terreno para comprar com 1600 m² emColônia Dona Luíza, Ponta Grossa",,,1600.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-colonia-dona-luiza-ponta-grossa-1600m2-id-2797389360/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:50:05
R$ 1.170.000,,"Sobrado para comprar com 185 m², 1 quarto, 1 banheiro, 2 vagas emCará-cará, Ponta Grossa",1.0,1.0,185.0,https://www.zapimoveis.com.br/imovel/venda-sobrados-1-quarto-com-churrasqueira-cara-cara-ponta-grossa-185m2-id-2860022584/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:50:05
R$ 280.000,Rua Beckmann,"Casa para comprar com 65 m², 2 quartos, 1 banheiro, 1 vaga emContorno, Ponta Grossa",2.0,1.0,65.0,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-cozinha-contorno-ponta-grossa-65m2-id-2769265329/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:50:05
R$ 650.000,Rua Henrique Portela de Almeida,"Casa para comprar com 175 m², 3 quartos, 4 banheiros, 2 vagas emContorno, Ponta Grossa",3.0,4.0,175.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-espaco-gourmet-contorno-ponta-grossa-175m2-id-2769262868/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:50:05
R$ 480.000,Rua Mário Lima dos Santos,"Casa para comprar com 220 m², 4 quartos, 2 banheiros, 1 vaga emEstrela, Ponta Grossa",4.0,2.0,220.0,https://www.zapimoveis.com.br/imovel/venda-casa-4-quartos-com-cozinha-estrela-ponta-grossa-220m2-id-2817255219/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:50:05
R$ 350.000,Rua Paraguaçú,"Casa para comprar com 150 m², 3 quartos, 1 banheiro, 1 vaga emContorno, Ponta Grossa",3.0,1.0,150.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-churrasqueira-contorno-ponta-grossa-150m2-id-2766098038/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:50:05
R$ 500.000,Rua André de Geus,"Sobrado para comprar com 145 m², 4 quartos, 1 banheiro, 2 vagas emBoa Vista, Ponta Grossa",4.0,1.0,145.0,https://www.zapimoveis.com.br/imovel/venda-sobrados-4-quartos-boa-vista-ponta-grossa-145m2-id-2742922171/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:50:05
R$ 300.000,Rua Jauri Sacks,"Casa para comprar com 66 m², 3 quartos, 2 banheiros emCará-cará, Ponta Grossa",3.0,2.0,66.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-cara-cara-ponta-grossa-66m2-id-2850374635/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:50:05
R$ 550.000,Rua Marechal Mallet,"Casa para comprar com 90 m², 3 quartos, 2 banheiros, 1 vaga emOficinas, Ponta Grossa",3.0,2.0,90.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-area-de-servico-oficinas-ponta-grossa-90m2-id-2789565835/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:50:05
R$ 290.000,Rua Augusto Severo,"Casa para comprar com 93 m², 3 quartos, 2 banheiros, 1 vaga emNova Rússia, Ponta Grossa",3.0,2.0,93.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-cozinha-nova-russia-ponta-grossa-93m2-id-2769264477/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:50:05
R$ 430.000,Rua Marcílio Dias,"Sobrado para comprar com 111 m², 3 quartos, 3 banheiros, 2 vagas emNova Rússia, Ponta Grossa",3.0,3.0,111.0,https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-com-espaco-gourmet-nova-russia-ponta-grossa-111m2-id-2769265622/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:50:05
R$ 550.000,Rua Pinus,"Casa para comprar com 174 m², 4 quartos, 3 banheiros, 2 vagas emContorno, Ponta Grossa",4.0,3.0,174.0,https://www.zapimoveis.com.br/imovel/venda-casa-4-quartos-contorno-ponta-grossa-174m2-id-2672909004/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:50:05
R$ 600.000,Rua Antônio Bresciani,"Casa para comprar com 134 m², 2 quartos, 3 banheiros, 2 vagas emContorno, Ponta Grossa",2.0,3.0,134.0,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-contorno-ponta-grossa-134m2-id-2718365342/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:50:05
R$ 250.000,Rua Paulo Setúbal,"Casa para comprar com 65 m², 2 quartos, 1 banheiro, 2 vagas emUvaranas, Ponta Grossa",2.0,1.0,65.0,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-cozinha-uvaranas-ponta-grossa-65m2-id-2818675940/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:50:05
R$ 500.000,Rua Perobeira,"Sobrado para comprar com 90 m², 2 quartos, 2 banheiros, 2 vagas emJardim Carvalho, Ponta Grossa",2.0,2.0,90.0,https://www.zapimoveis.com.br/imovel/venda-sobrados-2-quartos-com-churrasqueira-jardim-carvalho-ponta-grossa-90m2-id-2708114070/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:50:05
R$ 4.000.000,Rua Alberto Tramontin,"Lote/Terreno para comprar com 1500 m² emContorno, Ponta Grossa",,,1500.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-contorno-ponta-grossa-1500m2-id-2658303455/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:50:05
R$ 1.310.000,Rua Lauro Marcondes Ferreira,"Casa para comprar com 310 m², 1 quarto, 1 banheiro emJardim Carvalho, Ponta Grossa",1.0,1.0,310.0,https://www.zapimoveis.com.br/imovel/venda-casa-1-quarto-jardim-carvalho-ponta-grossa-310m2-id-2863403853/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:50:05
R$ 550.000,Rua Doutor Colares,"Apartamento para comprar com 151 m², 3 quartos, 2 banheiros, 1 vaga emCentro, Ponta Grossa",3.0,2.0,151.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-elevador-centro-ponta-grossa-151m2-id-2725203841/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:50:05
R$ 850.000,,"Casa para comprar com 95 m², 3 quartos, 2 banheiros, 6 vagas emNova Rússia, Ponta Grossa",3.0,2.0,95.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-area-de-servico-nova-russia-ponta-grossa-95m2-id-2797390032/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:50:05
R$ 540.000,,"Apartamento para comprar com 149 m², 2 quartos, 1 banheiro, 1 vaga emCentro, Ponta Grossa",2.0,1.0,149.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-churrasqueira-centro-ponta-grossa-149m2-id-2855782216/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:50:05
R$ 699.000,Rua Lúcio Alves da Silva,"Sobrado para comprar com 162 m², 3 quartos, 3 banheiros, 4 vagas emOlarias, Ponta Grossa",3.0,3.0,162.0,https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-olarias-ponta-grossa-162m2-id-2686102295/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:50:05
R$ 380.000,Rua Saldanha Marinho,Rua Saldanha Marinho,2.0,1.0,65.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-lavanderia-coletiva-trianon-guarapuava-pr-65m2-id-2833764280/?source=showcase%2Crp,ponta-grossa,pr,2026-02-09 09:50:05
R$ 360.000,Rua Coronel Manoel Marcondes,Rua Coronel Manoel Marcondes,2.0,2.0,64.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-churrasqueira-santa-cruz-guarapuava-pr-64m2-id-2825743325/?source=showcase%2Crp,ponta-grossa,pr,2026-02-09 09:50:05
R$ 1.950,Rua Gerânios,Rua Gerânios,2.0,2.0,48.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-churrasqueira-batel-guarapuava-pr-48m2-id-2867490059/?source=showcase%2Crp,ponta-grossa,pr,2026-02-09 09:50:05
R$ 850,Rua Guaíra,Rua Guaíra,1.0,1.0,30.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-com-cozinha-centro-guarapuava-pr-30m2-id-2848244955/?source=showcase%2Crp,ponta-grossa,pr,2026-02-09 09:50:05
R$ 3.500,Rua Goiás,Rua Goiás,4.0,2.0,163.0,https://www.zapimoveis.com.br/imovel/venda-casa-4-quartos-com-churrasqueira-dos-estados-guarapuava-pr-163m2-id-2858252470/?source=showcase%2Crp,ponta-grossa,pr,2026-02-09 09:50:05
R$ 260.000,,Travessa Arlindo Antunes de Almeida,2.0,1.0,48.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-churrasqueira-boqueirao-guarapuava-pr-48m2-id-2845153415/?source=showcase%2Crp,ponta-grossa,pr,2026-02-09 09:50:05
