preco,rua,endereco,quartos,banheiros,area_m2,link,cidade,estado,data_coleta
R$ 399.000,Rua Barão do Cerro Azul,"Apartamento para comprar com 61 m², 2 quartos, 2 banheiros, 1 vaga emCentro, Ponta Grossa",2.0,2.0,61.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-churrasqueira-centro-ponta-grossa-61m2-id-2865545963/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:58:34
R$ 1.950.000,Rua Saldanha Marinho,"Ponto comercial/Loja/Box para comprar com 144 m², 2 banheiros emCentro, Ponta Grossa",,2.0,144.0,https://www.zapimoveis.com.br/imovel/venda-loja-salao-com-cozinha-centro-ponta-grossa-144m2-id-2816544913/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:58:34
R$ 2.380.000,Rua Visconde de Baraúna,"Casa de condomínio para comprar com 262 m², 4 quartos, 4 banheiros, 4 vagas emJardim Carvalho, Ponta Grossa",4.0,4.0,262.0,https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-4-quartos-com-piscina-jardim-carvalho-ponta-grossa-262m2-id-2842009034/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:58:34
R$ 299.000,Rua do Rosário,"Apartamento para comprar com 70 m², 2 quartos, 1 banheiro, 1 vaga emCentro, Ponta Grossa",2.0,1.0,70.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-centro-ponta-grossa-70m2-id-2850789113/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:58:34
R$ 165.000,Rua Afonso Ozório Teixeira,"Casa para comprar com 60 m², 2 quartos, 1 banheiro, 2 vagas emCará-cará, Ponta Grossa",2.0,1.0,60.0,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-cara-cara-ponta-grossa-60m2-id-2595399378/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:58:34
R$ 850.000,Rua Aderly Turek,"Casa de condomínio para comprar com 162 m², 3 quartos, 4 banheiros, 4 vagas emCará-cará, Ponta Grossa",3.0,4.0,162.0,https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-3-quartos-cara-cara-ponta-grossa-162m2-id-2583668174/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:58:34
R$ 183.000,Rua Barão de Jacutinga,"Casa para comprar com 50 m², 2 quartos, 1 banheiro, 2 vagas emUvaranas, Ponta Grossa",2.0,1.0,50.0,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-uvaranas-ponta-grossa-50m2-id-2861050855/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:58:34
R$ 220.000,,"Sobrado para comprar com 100 m², 2 quartos, 1 banheiro, 1 vaga emCará-cará, Ponta Grossa",2.0,1.0,100.0,https://www.zapimoveis.com.br/imovel/venda-sobrados-2-quartos-com-area-de-servico-cara-cara-ponta-grossa-100m2-id-2797386435/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:58:34
R$ 250.000,Rua Maria de Lourdes Valgas,"Casa para comprar com 59 m², 3 quartos, 2 banheiros, 1 vaga emUvaranas, Ponta Grossa",3.0,2.0,59.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-uvaranas-ponta-grossa-59m2-id-2846999921/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:58:34
R$ 185.000,Rua João Moreira Garcez,"Casa para comprar com 40 m², 2 quartos, 1 banheiro, 1 vaga emUvaranas, Ponta Grossa",2.0,1.0,40.0,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-uvaranas-ponta-grossa-40m2-id-2825112027/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:58:34
