preco,rua,endereco,quartos,banheiros,area_m2,link,cidade,estado,data_coleta
R$ 480.000,Rua Coronel Dulcídio,"Apartamento para comprar com 66 m², 2 quartos, 2 banheiros, 1 vaga emCentro, Ponta Grossa",2.0,2.0,66.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-centro-ponta-grossa-66m2-id-2811021413/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:32:45
R$ 590.000,Praça Barão do Rio Branco,"Apartamento para comprar com 10 m², 3 quartos, 2 banheiros, 2 vagas emCentro, Ponta Grossa",3.0,2.0,10.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-cozinha-centro-ponta-grossa-10m2-id-2826518037/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:32:45
R$ 396.283,Avenida Monteiro Lobato,"Lote/Terreno para comprar com 415 m² emJardim Carvalho, Ponta Grossa",,,415.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-jardim-carvalho-ponta-grossa-415m2-id-2825646059/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:32:45
R$ 560.000,Rua Benjamin Constant,"Apartamento para comprar com 70 m², 2 quartos, 2 banheiros, 2 vagas emCentro, Ponta Grossa",2.0,2.0,70.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-area-de-lazer-centro-ponta-grossa-70m2-id-2823674019/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:32:45
R$ 550.000,Rua José Veríssimo,"Lote/Terreno para comprar com 10 m² emBoa Vista, Ponta Grossa",,,10.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-boa-vista-ponta-grossa-10m2-id-2814937428/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:32:45
R$ 630.000,Rua Quinze de Setembro,"Casa para comprar com 158 m², 3 quartos, 2 banheiros, 3 vagas emUvaranas, Ponta Grossa",3.0,2.0,158.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-uvaranas-ponta-grossa-158m2-id-2857545553/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:32:45
R$ 220.000,Rua Segismundo Romanowski,"Lote/Terreno para comprar com 462 m² emContorno, Ponta Grossa",,,462.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-contorno-ponta-grossa-462m2-id-2807723342/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:32:45
R$ 310.000,Rua Paulo Frontin,"Lote/Terreno para comprar com 288 m² emOrfãs, Ponta Grossa",,,288.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-orfas-ponta-grossa-288m2-id-2862099055/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:32:45
R$ 390.000,Rua Dom João VI,"Sobrado para comprar com 80 m², 3 quartos, 2 banheiros, 1 vaga emJardim Carvalho, Ponta Grossa",3.0,2.0,80.0,https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-com-churrasqueira-jardim-carvalho-ponta-grossa-80m2-id-2674511902/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:32:45
R$ 960.000,Rua Francisco Ribas,"Casa para comprar com 580 m², 5 quartos, 7 banheiros, 2 vagas emOrfãs, Ponta Grossa",5.0,7.0,580.0,https://www.zapimoveis.com.br/imovel/venda-casa-5-quartos-com-churrasqueira-orfas-ponta-grossa-580m2-id-2769262224/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 08:32:45
