preco,rua,endereco,quartos,banheiros,area_m2,link,cidade,estado,data_coleta
R$ 270.000,Avenida Siqueira Campos,"Apartamento para comprar com 57 m², 2 quartos, 1 banheiro, 1 vaga emUvaranas, Ponta Grossa",2.0,1.0,57.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-churrasqueira-uvaranas-ponta-grossa-57m2-id-2825743328/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:59:01
R$ 919.000,Rua General Carneiro,"Apartamento para comprar com 134 m², 3 quartos, 2 banheiros, 2 vagas emCentro, Ponta Grossa",3.0,2.0,134.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-varanda-centro-ponta-grossa-134m2-id-2825744019/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:59:01
R$ 295.000,Rua Lamenha Lins,"Apartamento para comprar com 81 m², 3 quartos, 2 banheiros, 1 vaga emUvaranas, Ponta Grossa",3.0,2.0,81.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-lavanderia-coletiva-uvaranas-ponta-grossa-81m2-id-2867383381/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:59:01
R$ 470.000,Rua Freire Alemão,"Apartamento para comprar com 100 m², 3 quartos, 2 banheiros, 2 vagas emEstrela, Ponta Grossa",3.0,2.0,100.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-estrela-ponta-grossa-100m2-id-2823515543/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:59:01
R$ 240.000,Rua Júlio de Castilho,"Apartamento para comprar com 31 m², 1 quarto, 1 banheiro emCentro, Ponta Grossa",1.0,1.0,31.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-centro-ponta-grossa-31m2-id-2865901462/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:59:01
R$ 530.000,Rua Assis Brasil,"Sobrado para comprar com 96 m², 3 quartos, 3 banheiros, 1 vaga emOrfãs, Ponta Grossa",3.0,3.0,96.0,https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-com-cozinha-orfas-ponta-grossa-96m2-id-2825741836/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:59:01
R$ 149.900,Avenida Visconde de Mauá,"Apartamento para comprar com 45 m², 2 quartos, 1 banheiro, 1 vaga emColônia Dona Luíza, Ponta Grossa",2.0,1.0,45.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-colonia-dona-luiza-ponta-grossa-45m2-id-2642899783/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:59:01
R$ 145.000,Rua Hanna Mtamos Razouk,"Apartamento para comprar com 45 m², 1 quarto, 1 banheiro, 1 vaga emNeves, Ponta Grossa",1.0,1.0,45.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-neves-ponta-grossa-45m2-id-2559401422/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:59:01
R$ 240.000,Avenida Ana Rita,"Apartamento para comprar com 110 m², 3 quartos, 1 banheiro, 2 vagas emUvaranas, Ponta Grossa",3.0,1.0,110.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-cozinha-uvaranas-ponta-grossa-110m2-id-2769263354/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:59:01
R$ 240.000,Rua Marquês do Paraná,"Apartamento para comprar com 74 m², 3 quartos, 1 banheiro, 1 vaga emRonda, Ponta Grossa",3.0,1.0,74.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-churrasqueira-ronda-ponta-grossa-74m2-id-2769265218/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:59:01
R$ 285.000,Rua Osvaldo Cruz,"Casa de condomínio para comprar com 65 m², 3 quartos, 2 banheiros, 1 vaga emUvaranas, Ponta Grossa",3.0,2.0,65.0,https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-3-quartos-com-churrasqueira-uvaranas-ponta-grossa-65m2-id-2769260585/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:59:01
R$ 8.000,Rua Doutor Paula Xavier,"Apartamento para alugar com 341 m², 4 quartos, 6 banheiros, 4 vagas emCentro, Ponta Grossa",4.0,6.0,341.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-centro-ponta-grossa-341m2-id-2672909559/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:59:01
R$ 279.000,Rua Otacília Hasselmann de Oliveira,"Apartamento para comprar com 61 m², 2 quartos, 1 banheiro, 1 vaga emJardim Carvalho, Ponta Grossa",2.0,1.0,61.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-varanda-jardim-carvalho-ponta-grossa-61m2-id-2816972758/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:59:01
R$ 430.000,,"Casa para comprar com 81 m², 2 quartos, 2 banheiros, 2 vagas emOficinas, Ponta Grossa",2.0,2.0,81.0,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-cozinha-oficinas-ponta-grossa-81m2-id-2797385654/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:59:01
R$ 990.000,Rua Doutor Paula Xavier,"Apartamento para comprar com 167 m², 4 quartos, 4 banheiros, 4 vagas emCentro, Ponta Grossa",4.0,4.0,167.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-mobiliado-centro-ponta-grossa-167m2-id-2773663636/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:59:01
R$ 350.000,Avenida Ana Rita,"Lote/Terreno para comprar com 10 m² emUvaranas, Ponta Grossa",,,10.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-uvaranas-ponta-grossa-10m2-id-2845416037/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:59:01
R$ 450.000,Rua Pinheiro Chagas,"Sobrado para comprar com 102 m², 3 quartos, 2 banheiros, 2 vagas emUvaranas, Ponta Grossa",3.0,2.0,102.0,https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-uvaranas-ponta-grossa-102m2-id-2856482334/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:59:01
R$ 850.000,,"Lote/Terreno para comprar com 695 m² emUvaranas, Ponta Grossa",,,695.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-uvaranas-ponta-grossa-695m2-id-2797385063/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:59:01
R$ 130.000,Avenida Sudoeste,"Lote/Terreno para comprar com 429 m² emPiriquitos, Ponta Grossa",,,429.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-piriquitos-ponta-grossa-429m2-id-2843242558/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:59:01
R$ 170.000,Rua Maria Luíza da Silva,"Casa para comprar com 110 m², 2 quartos, 1 banheiro, 1 vaga emCará-cará, Ponta Grossa",2.0,1.0,110.0,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-cara-cara-ponta-grossa-110m2-id-2867883790/?source=ranking%2Crp,ponta-grossa,pr,2026-02-09 09:59:01
