endereco_geo,lat,lon
"Rua Francisco Xavier Scharr, Uvaranas, Ponta Grossa, PR, Brasil",,
"Rua Vergílio Luiz Zancanaro, Colônia Dona Luíza, Ponta Grossa, PR, Brasil",-25.1412952,-50.1574775
"Rua Guilherme Voigt, Uvaranas, Ponta Grossa, PR, Brasil",-25.1011243,-50.1444494
"Rua Dezenove de Dezembro, Centro, Ponta Grossa, PR, Brasil",-25.0925983,-50.1553513
"Rua Osmário Gonçalves, Neves, Ponta Grossa, PR, Brasil",-25.0688459,-50.1201512
"Rua Aracy de Moraes Rodrigues, Cará-cará, Ponta Grossa, PR, Brasil",-25.1159154,-50.1251242
"Rua Barbosa Lima, Uvaranas, Ponta Grossa, PR, Brasil",-25.0872309,-50.1511893
"Rua Rosmar Dinies Escobar, Contorno, Ponta Grossa, PR, Brasil",-25.1082691,-50.2215824
"Rua Catão Monclaro, Centro, Ponta Grossa, PR, Brasil",-25.0873479,-50.154271
"Rua Rodrigues Alves, Orfãs, Ponta Grossa, PR, Brasil",-25.0826866,-50.1611809
"Rua Araucária, Estrela, Ponta Grossa, PR, Brasil",-25.110361,-50.1664692
"Rua Mathias Grani, Cará-cará, Ponta Grossa, PR, Brasil",-25.187554,-50.146533
"Rua Luiz Muratt, Oficinas, Ponta Grossa, PR, Brasil",,
"Rua Professora Izaura Torres Cruz, Jardim Carvalho, Ponta Grossa, PR, Brasil",-25.0840601,-50.1567901
"Avenida Bispo Dom Geraldo Pellanda, Uvaranas, Ponta Grossa, PR, Brasil",,
"Rua Pedro Américo, Oficinas, Ponta Grossa, PR, Brasil",-25.1138033,-50.1529741
"Rua Balduíno Taques, Orfãs, Ponta Grossa, PR, Brasil",-25.0827434,-50.1658885
"Rua Antônio Saad, Jardim Carvalho, Ponta Grossa, PR, Brasil",-25.0531828,-50.1427941
"Rua Rodrigo Octávio, Uvaranas, Ponta Grossa, PR, Brasil",-25.0868463,-50.1278352
"Rua Padre Ildefonso, Centro, Ponta Grossa, PR, Brasil",-25.099791,-50.1602532
"Rua Doze de Outubro, Centro, Ponta Grossa, PR, Brasil",-25.0921474,-50.1532189
"Avenida Tocantins, Cará-cará, Ponta Grossa, PR, Brasil",-25.1692142,-50.1300804
"Avenida Presidente Kennedy, Chapada, Ponta Grossa, PR, Brasil",-25.0872221,-50.1943032
"Rua Estácio Rodrigues da Cunha, Cará-cará, Ponta Grossa, PR, Brasil",-25.115702,-50.0985735
"Rua Adão Nestor Becher, Chapada, Ponta Grossa, PR, Brasil",-25.0849469,-50.2001811
"Rua Marquês de Maceió, Oficinas, Ponta Grossa, PR, Brasil",-25.1346163,-50.1514459
"Rua Padre José Bugatti, Colônia Dona Luíza, Ponta Grossa, PR, Brasil",-25.1307624,-50.1754414
"Rua Egídio Silva Brizolla, Contorno, Ponta Grossa, PR, Brasil",,
"Avenida Nossa Senhora Aparecida, Cará-cará, Ponta Grossa, PR, Brasil",-25.2202954,-50.0498764
"Rua Júlia Wanderley, Centro, Ponta Grossa, PR, Brasil",-25.0917558,-50.1606491
"Rua Lagoa da Tijuca, Oficinas, Ponta Grossa, PR, Brasil",-25.1198468,-50.1422029
"Rua Padre Rafael Romão, Boa Vista, Ponta Grossa, PR, Brasil",-25.0590509,-50.1895026
"Rua Rui Barbosa, Centro, Ponta Grossa, PR, Brasil",-25.0965608,-50.1643121
"Rua Alexandre João Barbur, Jardim Carvalho, Ponta Grossa, PR, Brasil",,
"Rua Hercílio Arnaldino Rosa, Olarias, Ponta Grossa, PR, Brasil",-25.1169797,-50.1357672
"Rua Canário-Terra, Colônia Dona Luíza, Ponta Grossa, PR, Brasil",-25.1361655,-50.165927
"Rua Leopoldo Froes, Uvaranas, Ponta Grossa, PR, Brasil",-25.0878184,-50.1196489
"Beco São Lucas, Centro, Ponta Grossa, PR, Brasil",-25.1019819,-50.1597134
"Rua Elizabeth das Graças Maurer Rota, Cará-cará, Ponta Grossa, PR, Brasil",-25.1080629,-50.0965776
"Rua Emílio de Menezes, Estrela, Ponta Grossa, PR, Brasil",-25.1059983,-50.1621997
"Avenida Doutor João Ney Marçal, Jardim Carvalho, Ponta Grossa, PR, Brasil",,
"Rua República da Argentina, Orfãs, Ponta Grossa, PR, Brasil",,
"Rua Saíra, Colônia Dona Luíza, Ponta Grossa, PR, Brasil",-25.1505858,-50.1652052
"Rua Comendador Ayrton Plaisant, Centro, Ponta Grossa, PR, Brasil",-25.0939513,-50.1650184
"Rua Professor Cardoso Fontes, Ronda, Ponta Grossa, PR, Brasil",-25.1036185,-50.177771
"Rua Said Ajuz, Estrela, Ponta Grossa, PR, Brasil",-25.1111439,-50.1746647
"Rua Padre Arnaldo Janssen, Cará-cará, Ponta Grossa, PR, Brasil",-25.1062844,-50.1132757
"Rua Bárbara Steiw, Olarias, Ponta Grossa, PR, Brasil",,
"Avenida Continental, Cará-cará, Ponta Grossa, PR, Brasil",-25.1832998,-50.0906985
"Rua Ludgero Pavão, Neves, Ponta Grossa, PR, Brasil",-25.0820309,-50.1389312
"Rua Coronel Generoso Martins de Araújo, Nova Rússia, Ponta Grossa, PR, Brasil",-25.0854574,-50.1821938
"Rua Horácio Antunes Mendes, Orfãs, Ponta Grossa, PR, Brasil",-25.0740538,-50.1591998
"Rua Santa Clara, Cará-cará, Ponta Grossa, PR, Brasil",-25.1182066,-50.1067559
"Rua Frederico Bahls, Centro, Ponta Grossa, PR, Brasil",-25.0932546,-50.1659091
"Avenida Visconde de Mauá, Colônia Dona Luíza, Ponta Grossa, PR, Brasil",-25.1299781,-50.1551294
"Rua Herculano de Freitas, Orfãs, Ponta Grossa, PR, Brasil",-25.0771273,-50.1695668
"Rua Sant'Ana, Centro, Ponta Grossa, PR, Brasil",,
"Rua Ismael Martins, Nova Rússia, Ponta Grossa, PR, Brasil",-25.0911243,-50.1863414
"Rua Izabel Ossowski, Piriquitos, Ponta Grossa, PR, Brasil",-25.0449111,-50.2387944
"Rua Carlos Osternack, Estrela, Ponta Grossa, PR, Brasil",-25.1027645,-50.1603494
"Rua Mestre Bento Balduino, Oficinas, Ponta Grossa, PR, Brasil",-25.1221324,-50.1591757
"Rua Visconde de Sinimbú, Orfãs, Ponta Grossa, PR, Brasil",-25.0805851,-50.1734051
"Rua Coronel Bittencourt, Centro, Ponta Grossa, PR, Brasil",,
"Rua Casemiro Malaine, Cará-cará, Ponta Grossa, PR, Brasil",-25.1169063,-50.1011749
"Rua Antônio Vicente da Silva Filho, Contorno, Ponta Grossa, PR, Brasil",,
"Rua Marcílio Dias, Nova Rússia, Ponta Grossa, PR, Brasil",-25.0712367,-50.176513
"Rua Elias Wakim Bittar, Contorno, Ponta Grossa, PR, Brasil",-25.112171,-50.2067695
"Rua Ivone Franco Kichileski, Cará-cará, Ponta Grossa, PR, Brasil",-25.1298929,-50.1268736
"Rua Leonora Staciaki, Chapada, Ponta Grossa, PR, Brasil",-25.075014,-50.2318196
"Rua Almirante Wandencolk, Uvaranas, Ponta Grossa, PR, Brasil",-25.0874203,-50.1424898
"Rua Ferreira de Araújo, Uvaranas, Ponta Grossa, PR, Brasil",-25.0872593,-50.1210365
"Rua Capitão Benedito Lopes de Bragança, Estrela, Ponta Grossa, PR, Brasil",-25.1075804,-50.1718817
"Rua Antônio Becker Primo, Neves, Ponta Grossa, PR, Brasil",-25.0600451,-50.1189108
"Rua Santo Arnaldo Jansen, Cará-cará, Ponta Grossa, PR, Brasil",-25.1142497,-50.1202093
"Praça Duque de Caxias, Centro, Ponta Grossa, PR, Brasil",-25.0914253,-50.1531637
"Rua Estanislau Anastácio Piekarski, Estrela, Ponta Grossa, PR, Brasil",-25.1031279,-50.1638387
"Rua Afonso Pena, Estrela, Ponta Grossa, PR, Brasil",-25.1071041,-50.1631152
"Rua Vereador Ernâni Batista Rosas, Jardim Carvalho, Ponta Grossa, PR, Brasil",,
"Avenida Visconde de Taunay, Contorno, Ponta Grossa, PR, Brasil",-25.1037125,-50.1978082
"Rua República de São Salvador, Nova Rússia, Ponta Grossa, PR, Brasil",-25.0774956,-50.1765699
"Rua Duarte da Costa, Uvaranas, Ponta Grossa, PR, Brasil",-25.1049283,-50.0964082
"Rua República de São Salvador, Orfãs, Ponta Grossa, PR, Brasil",-25.0802442,-50.1709883
"Rua Professor Fábio Fanucchi, Boa Vista, Ponta Grossa, PR, Brasil",-25.0630224,-50.1880842
"Rua Vicente Spósito, Uvaranas, Ponta Grossa, PR, Brasil",-25.0943465,-50.1146848
"Estrada Pery Pereira Costa, Uvaranas, Ponta Grossa, PR, Brasil",-25.09832,-50.0479866
"Rua Frei Tiago Lucchese, Piriquitos, Ponta Grossa, PR, Brasil",,
"Travessa Oliveira Belo, Olarias, Ponta Grossa, PR, Brasil",-25.1045674,-50.1584946
"Rua Ruy Faria, Jardim Carvalho, Ponta Grossa, PR, Brasil",-25.046567,-50.1324037
"Avenida Olindo Justus, Cará-cará, Ponta Grossa, PR, Brasil",-25.1469,-50.1448306
"Rua Serra do Piquiri, Olarias, Ponta Grossa, PR, Brasil",-25.1063672,-50.1329164
"Avenida Copel, Chapada, Ponta Grossa, PR, Brasil",-25.0673876,-50.2055099
"Rua Christiano Justus Júnior, Boa Vista, Ponta Grossa, PR, Brasil",-25.0726571,-50.1790254
"Rua Spix, Colônia Dona Luíza, Ponta Grossa, PR, Brasil",-25.137455,-50.1545636
"Rua Praia de Bom Jesus, Contorno, Ponta Grossa, PR, Brasil",-25.0999485,-50.2164092
"Rua Luiz Montes, Olarias, Ponta Grossa, PR, Brasil",,
"Rua Engenheiro Carlos Alberto Haddad, Uvaranas, Ponta Grossa, PR, Brasil",-25.0946869,-50.1279506
"Rua Maria Auxiliadora, Neves, Ponta Grossa, PR, Brasil",-25.0819193,-50.1357571
"Rua Virgínia Medeiros Sirkoski, Uvaranas, Ponta Grossa, PR, Brasil",,
"Rua Lamenha Lins, Uvaranas, Ponta Grossa, PR, Brasil",-25.0902577,-50.1493806
"Rua Trumais, Uvaranas, Ponta Grossa, PR, Brasil",-25.0798984,-50.1066997
"Rua Moacir Bacovis, Cará-cará, Ponta Grossa, PR, Brasil",-25.1228096,-50.1165502
"Rua Almirante Custódio de Mello, Centro, Ponta Grossa, PR, Brasil",-25.0923537,-50.1676925
"Rua Aldo Vergani, Oficinas, Ponta Grossa, PR, Brasil",-25.1201028,-50.1515091
"Rua Padre Anacleto, Nova Rússia, Ponta Grossa, PR, Brasil",-25.0823586,-50.1746988
"Rua Álvaro Alvim, Jardim Carvalho, Ponta Grossa, PR, Brasil",-25.0823768,-50.1512974
"Rua Orfile Angelina Passetti, Neves, Ponta Grossa, PR, Brasil",,
"Rua Leony Delourdes Alves da Costa, Uvaranas, Ponta Grossa, PR, Brasil",-25.1019986,-50.1165724
"Rua Padre José Hermano Torres Portugal, Cará-cará, Ponta Grossa, PR, Brasil",-25.1215729,-50.1160182
"Rua Nestor Victor, Ronda, Ponta Grossa, PR, Brasil",-25.096095,-50.1787937
"Rua Francisco Carlos Voitexem Kalinoski, Contorno, Ponta Grossa, PR, Brasil",-25.111172,-50.210868
"Rua Campo Mourão, Chapada, Ponta Grossa, PR, Brasil",-25.0728566,-50.2051835
"Rua Souza Dantas, Orfãs, Ponta Grossa, PR, Brasil",-25.0762697,-50.1694922
"Rua Tijucas do Sul, Oficinas, Ponta Grossa, PR, Brasil",-25.1290935,-50.1396895
"Rua Prefeito Brasílio Ribas, Orfãs, Ponta Grossa, PR, Brasil",-25.0834642,-50.1672653
"Rua Sotero dos Reis, Colônia Dona Luíza, Ponta Grossa, PR, Brasil",-25.1379537,-50.1565852
"Rua Doutor Washington Subtil Chueire, Jardim Carvalho, Ponta Grossa, PR, Brasil",-25.0525181,-50.1335241
"Rua Eugênio Antunes Mendes, Uvaranas, Ponta Grossa, PR, Brasil",-25.0986762,-50.1146264
"Rua Theodoro Pinheiro Machado, Jardim Carvalho, Ponta Grossa, PR, Brasil",-25.0698914,-50.1523575
"Rua Renê Ramos, Cará-cará, Ponta Grossa, PR, Brasil",-25.1326643,-50.121029
"Rua Araçá, Contorno, Ponta Grossa, PR, Brasil",-25.0969683,-50.2063258
"Rua Pedro Luiz Guzzo, Jardim Carvalho, Ponta Grossa, PR, Brasil",-25.0771967,-50.1451424
"Rua Pedro Tullio, Estrela, Ponta Grossa, PR, Brasil",,
"Rua Paulo Setúbal, Uvaranas, Ponta Grossa, PR, Brasil",-25.0991579,-50.1241229
"Rua Wasyl Wlasenko, Uvaranas, Ponta Grossa, PR, Brasil",-25.1039234,-50.1173226
"Rua Neci Nunes Ferreira, Neves, Ponta Grossa, PR, Brasil",-25.0620539,-50.1135066
"Avenida Antônio Rodrigues Teixeira Júnior, Jardim Carvalho, Ponta Grossa, PR, Brasil",-25.0744259,-50.1510042
"Rua Bernardo de Vasconcelos, Jardim Carvalho, Ponta Grossa, PR, Brasil",-25.0766622,-50.1526321
"Avenida Osmário Martins Ribas, Nova Rússia, Ponta Grossa, PR, Brasil",,
"Rua Teixeira de Freitas, Nova Rússia, Ponta Grossa, PR, Brasil",-25.0911694,-50.1892396
"Rua Osório Subtil Marçal, Contorno, Ponta Grossa, PR, Brasil",-25.1101392,-50.2036435
"Rua Ludovico Szesz, Chapada, Ponta Grossa, PR, Brasil",-25.0695919,-50.2141239
"Rua Durval Wolff, Chapada, Ponta Grossa, PR, Brasil",-25.0841648,-50.2027201
"Rua Assaí, Uvaranas, Ponta Grossa, PR, Brasil",-25.0851533,-50.1338232
"Rua Euzébio da Motta, Ronda, Ponta Grossa, PR, Brasil",-25.1031253,-50.1763189
"Rua Junqueira Freire, Uvaranas, Ponta Grossa, PR, Brasil",-25.0964658,-50.1481741
"Rua Luiz Sozim, Colônia Dona Luíza, Ponta Grossa, PR, Brasil",-25.1465841,-50.1764999
"Rua Quatorze de Julho, Centro, Ponta Grossa, PR, Brasil",-25.1017198,-50.1576291
"Rua João Vicente, Contorno, Ponta Grossa, PR, Brasil",-25.1063294,-50.1886725
"Rua Padre Anchieta, Colônia Dona Luíza, Ponta Grossa, PR, Brasil",-25.1298008,-50.1641352
"Rua Manoel Ferreira Pinto, Centro, Ponta Grossa, PR, Brasil",-25.0852535,-50.1616438
"Rua Doutor Ronie Cardoso, Jardim Carvalho, Ponta Grossa, PR, Brasil",-25.0834748,-50.1525932
"Rua Gonçalves Ledo, Oficinas, Ponta Grossa, PR, Brasil",-25.111521,-50.163004
"Rua Leopoldo Miques, Estrela, Ponta Grossa, PR, Brasil",-25.1052101,-50.1686711
"Rua Ângelo Madalozzo, Jardim Carvalho, Ponta Grossa, PR, Brasil",-25.0771506,-50.1469084
"Rua Raul de Mesquita, Neves, Ponta Grossa, PR, Brasil",,
"Rua Lauro Correa, Chapada, Ponta Grossa, PR, Brasil",,
"Rua Bachir Steiman Fayad, Contorno, Ponta Grossa, PR, Brasil",,
"Rua Assembléia de Deus, Colônia Dona Luíza, Ponta Grossa, PR, Brasil",-25.1402188,-50.1681882
"Rua Pontes Lemes, Uvaranas, Ponta Grossa, PR, Brasil",-25.0874716,-50.1185798
"Rua Charles Louis Jean Renaud, Jardim Carvalho, Ponta Grossa, PR, Brasil",-25.0572992,-50.139008
"Avenida Doutor Florindo Zampieri Filho, Boa Vista, Ponta Grossa, PR, Brasil",,
"Rua Domício da Gama, Olarias, Ponta Grossa, PR, Brasil",-25.1077448,-50.1525118
"Rua Sabáudia, Boa Vista, Ponta Grossa, PR, Brasil",-25.0678455,-50.1739014
"Rua Aleixo Garcia, Oficinas, Ponta Grossa, PR, Brasil",-25.1187452,-50.149978
"Avenida Euzébio de Queiroz, Uvaranas, Ponta Grossa, PR, Brasil",-25.1049704,-50.1030423
"Rua José Pierre, Chapada, Ponta Grossa, PR, Brasil",-25.0817246,-50.20366
"Rua Alfredo Trentin, Orfãs, Ponta Grossa, PR, Brasil",-25.0683958,-50.1622056
"Rua Tenente Nicoluzzi, Uvaranas, Ponta Grossa, PR, Brasil",-25.0958009,-50.1366075
"Rua Florestópolis, Oficinas, Ponta Grossa, PR, Brasil",-25.1267747,-50.1445595
"Rua Manoel Soares dos Santos, Orfãs, Ponta Grossa, PR, Brasil",-25.070252,-50.1654241
"Rua Doutor Batista Lacerda, Boa Vista, Ponta Grossa, PR, Brasil",-25.0475663,-50.1654574
"Rua Osvaldo Cruz, Uvaranas, Ponta Grossa, PR, Brasil",-25.0927312,-50.1452349
"Rua Miguel Abrão Ajuz Neto, Cará-cará, Ponta Grossa, PR, Brasil",-25.1166777,-50.1196049
"Rua Presidente Arthur Bernardes, Neves, Ponta Grossa, PR, Brasil",-25.0766412,-50.134831
"Rua Piraçanjuba, Cará-cará, Ponta Grossa, PR, Brasil",-25.1203986,-50.0986471
"Rua Jeferson Luiz Gelkie, Cará-cará, Ponta Grossa, PR, Brasil",-25.110516,-50.0976699
"Rua Cleia Baptista de Campos Melio, Jardim Carvalho, Ponta Grossa, PR, Brasil",,
"Rua Paraíso do Norte, Contorno, Ponta Grossa, PR, Brasil",-25.1049004,-50.1923209
"Rua Marquês de Maricá, Orfãs, Ponta Grossa, PR, Brasil",-25.0701151,-50.1593282
"Rua Piauí, Olarias, Ponta Grossa, PR, Brasil",-25.10262,-50.1548555
"Rua Alfredo Henneberg, Contorno, Ponta Grossa, PR, Brasil",-25.1125809,-50.2088882
"Rua Manoel Machuca, Uvaranas, Ponta Grossa, PR, Brasil",,
"Rua Salvador de Mendonça, Nova Rússia, Ponta Grossa, PR, Brasil",-25.0858538,-50.1859148
"Rua Buraco do Padre, Contorno, Ponta Grossa, PR, Brasil",-25.1386248,-50.1973977
"Rua Líbero Badaró, Uvaranas, Ponta Grossa, PR, Brasil",-25.1017355,-50.1031562
"Rua Aguadeiro Felipe, Oficinas, Ponta Grossa, PR, Brasil",-25.1160538,-50.1461792
"Rua Guabirobeira, Contorno, Ponta Grossa, PR, Brasil",-25.0926761,-50.2075436
"Rua Tenente Pinto Duarte, Centro, Ponta Grossa, PR, Brasil",-25.087463,-50.1553078
"Rua Bittencourt Sampaio, Nova Rússia, Ponta Grossa, PR, Brasil",-25.0877756,-50.1767366
"Rua Coronel Claúdio, Centro, Ponta Grossa, PR, Brasil",-25.0939219,-50.1575761
"Rua Governador Bento Munhoz da Rocha Neto, Jardim Carvalho, Ponta Grossa, PR, Brasil",-25.0764709,-50.1458978
"Rua Maurício de Nassau, Nova Rússia, Ponta Grossa, PR, Brasil",-25.0851545,-50.1780559
"Rua Jordão Cardoso, Colônia Dona Luíza, Ponta Grossa, PR, Brasil",-25.1382319,-50.1697692
"Rua José Delezuk, Ronda, Ponta Grossa, PR, Brasil",-25.0968591,-50.1789277
"Rua Doutor Lauro Lopes, Jardim Carvalho, Ponta Grossa, PR, Brasil",-25.0740192,-50.1495995
"Rua Capitão Rivadávia Maciel, Uvaranas, Ponta Grossa, PR, Brasil",-25.0836543,-50.1131035
"Rua Furnas, Contorno, Ponta Grossa, PR, Brasil",-25.1394494,-50.2022113
"Rua Senador Albuquerque Maranhão, Neves, Ponta Grossa, PR, Brasil",-25.0717022,-50.1267047
"Praça Barão de Guaraúna, Centro, Ponta Grossa, PR, Brasil",-25.0948828,-50.1626638
"Rua Elói de Almeida, Colônia Dona Luíza, Ponta Grossa, PR, Brasil",-25.1395706,-50.1587596
"Rua Pedro Machado, Colônia Dona Luíza, Ponta Grossa, PR, Brasil",-25.1390525,-50.1590423
"Rua Doutor Euclides Ferreira Martins, Estrela, Ponta Grossa, PR, Brasil",-25.1058088,-50.1725557
"Rua Vergílio Gomes de Araújo, Cará-cará, Ponta Grossa, PR, Brasil",-25.1156171,-50.1223069
"Rua Avelino Lopes Conceição, Cará-cará, Ponta Grossa, PR, Brasil",-25.1121088,-50.1237282
"Rua Augusto Severo, Nova Rússia, Ponta Grossa, PR, Brasil",-25.0815424,-50.1773171
"Rua Cornélio Procópio, Nova Rússia, Ponta Grossa, PR, Brasil",-25.094158,-50.1825139
"Rua Contenda, Estrela, Ponta Grossa, PR, Brasil",-25.108867,-50.1657142
"Rua Irene Brepohl, Colônia Dona Luíza, Ponta Grossa, PR, Brasil",,
"Avenida Doutor Francisco Burzio, Centro, Ponta Grossa, PR, Brasil",-25.0888542,-50.1575681
"Rua Álvares de Azevedo, Ronda, Ponta Grossa, PR, Brasil",-25.1004114,-50.1776179
"Rua Tupis, Uvaranas, Ponta Grossa, PR, Brasil",-25.0811692,-50.1071475
"Rua Rebouças, Uvaranas, Ponta Grossa, PR, Brasil",-25.083561,-50.1027568
"Rua Albari de Almeida, Colônia Dona Luíza, Ponta Grossa, PR, Brasil",-25.139483,-50.1592589
"Rua Estados Unidos, Centro, Ponta Grossa, PR, Brasil",-25.0927087,-50.1684225
"Rua Adair Cruz Jakinzo, Cará-cará, Ponta Grossa, PR, Brasil",-25.1119198,-50.1253732
"Rua Varnhagem, Nova Rússia, Ponta Grossa, PR, Brasil",-25.0764003,-50.1756208
"Rua Luciano Spinard, Uvaranas, Ponta Grossa, PR, Brasil",,
"Rua República de São Salvador, Boa Vista, Ponta Grossa, PR, Brasil",-25.0744918,-50.1829308
"Rua David Pelissari, Uvaranas, Ponta Grossa, PR, Brasil",-25.0902896,-50.0919581
"Rua Bôrtolo Moro, Estrela, Ponta Grossa, PR, Brasil",-25.1065794,-50.1715764
"Rua Rosemarie de Almeida Taques, Orfãs, Ponta Grossa, PR, Brasil",-25.0758807,-50.1640635
"Rua Leandro, Contorno, Ponta Grossa, PR, Brasil",-25.0930734,-50.2086684
"Rua Francisco Celso Baptista Rosas, Jardim Carvalho, Ponta Grossa, PR, Brasil",-25.074245,-50.1566454
"Rua São Cristóvão, Cará-cará, Ponta Grossa, PR, Brasil",-25.1209829,-50.1095519
"Rua Andrade Neves, Uvaranas, Ponta Grossa, PR, Brasil",-25.0966471,-50.1178938
"Rua Pedro Saffraider, Contorno, Ponta Grossa, PR, Brasil",,
"Rua Professora Vera Lucia de Antoni, Cará-cará, Ponta Grossa, PR, Brasil",,
"Rua Lambari, Cará-cará, Ponta Grossa, PR, Brasil",-25.1714304,-50.1321815
"Rua Adolfo Postiglione, Estrela, Ponta Grossa, PR, Brasil",-25.1136542,-50.165428
"Rua Jacob Faintyck, Uvaranas, Ponta Grossa, PR, Brasil",,
"Rua Pedro Beninca, Uvaranas, Ponta Grossa, PR, Brasil",-25.0971828,-50.1239076
"Rua Rosemari Silva Belotto, Jardim Carvalho, Ponta Grossa, PR, Brasil",,
"Rua Professora Alzira Braga Ribas, Neves, Ponta Grossa, PR, Brasil",-25.0764877,-50.13781
"Rua Véu da Noiva, Contorno, Ponta Grossa, PR, Brasil",-25.139682,-50.1979519
"Rua Paulo Wagnitz, Boa Vista, Ponta Grossa, PR, Brasil",-25.0582585,-50.1682914
"Rua Thomaz Gonzaga, Nova Rússia, Ponta Grossa, PR, Brasil",-25.0768809,-50.1762368
"Rua Carlos Frederico Margraf, Jardim Carvalho, Ponta Grossa, PR, Brasil",-25.0613745,-50.1454387
"Rua Doutor Roberto de Jesus Portella, Jardim Carvalho, Ponta Grossa, PR, Brasil",-25.0720885,-50.1549435
"Rua Januário de Napoli, Uvaranas, Ponta Grossa, PR, Brasil",-25.100011,-50.1158827
"Rua Conde D'Eu, Uvaranas, Ponta Grossa, PR, Brasil",-25.092706,-50.142504
"Rua Visconde de Itaboraí, Nova Rússia, Ponta Grossa, PR, Brasil",-25.0883764,-50.1737431
"Rua Celmira Bento Macedo, Boa Vista, Ponta Grossa, PR, Brasil",-25.0559243,-50.1721985
"Rua Almirante Barroso, Uvaranas, Ponta Grossa, PR, Brasil",-25.0837719,-50.1389586
"Rua República do Panamá, Ronda, Ponta Grossa, PR, Brasil",-25.1020465,-50.1720138
"Rua Lagoa Mirim, Oficinas, Ponta Grossa, PR, Brasil",-25.1207662,-50.140077
"Travessa Domingos Ferreira Maciel, Colônia Dona Luíza, Ponta Grossa, PR, Brasil",,
"Rua Peroba, Cará-cará, Ponta Grossa, PR, Brasil",-25.1296576,-50.1071518
"Rua Luiz de Paula, Uvaranas, Ponta Grossa, PR, Brasil",,
"Rua Benjamin Franklin, Uvaranas, Ponta Grossa, PR, Brasil",-25.1000616,-50.1450194
"Rua Antônio Garcia Valentim, Boa Vista, Ponta Grossa, PR, Brasil",-25.0514942,-50.1710342
"Rua Professora Terezinha Choma Arcaten, Cará-cará, Ponta Grossa, PR, Brasil",,
"Rua Iguaraçu, Oficinas, Ponta Grossa, PR, Brasil",-25.1310431,-50.1400675
"Rua Amantino Antunes, Jardim Carvalho, Ponta Grossa, PR, Brasil",-25.0733999,-50.1487764
"Rua Major Alceu Teixeira Pinto, Estrela, Ponta Grossa, PR, Brasil",-25.1152237,-50.1689511
"Rua Alcides da Silva Rocha, Estrela, Ponta Grossa, PR, Brasil",-25.1126979,-50.1682527
"Rua Zulmar Costa Pinto, Cará-cará, Ponta Grossa, PR, Brasil",-25.1366968,-50.14419
"Avenida José Primor, Uvaranas, Ponta Grossa, PR, Brasil",-25.1011096,-50.1156625
"Rua Jussara, Uvaranas, Ponta Grossa, PR, Brasil",-25.0961187,-50.1371057
"Rua Pastor Pita, Uvaranas, Ponta Grossa, PR, Brasil",-25.0909329,-50.1148456
"Rua José Floriano Peixoto Filho, Uvaranas, Ponta Grossa, PR, Brasil",,
"Rua Ana Néri, Uvaranas, Ponta Grossa, PR, Brasil",,
"Rua Doralice Correia Pylypiec, Cará-cará, Ponta Grossa, PR, Brasil",-25.1218504,-50.1171275
"Rua Edilson Araújo, Cará-cará, Ponta Grossa, PR, Brasil",-25.119591,-50.1242905
"Rua Fontoino Xavier Domingos de Magalhães, Nova Rússia, Ponta Grossa, PR, Brasil",-25.0859995,-50.1899384
"Rua Professor José Antônio Daros, Contorno, Ponta Grossa, PR, Brasil",-25.09832,-50.1936385
"Rua Cândido Xavier de Almeida e Souza, Jardim Carvalho, Ponta Grossa, PR, Brasil",-25.0713271,-50.1464887
"Rua Lírio, Contorno, Ponta Grossa, PR, Brasil",-25.116767,-50.2023295
"Rua Hilário Kuhn, Contorno, Ponta Grossa, PR, Brasil",,
"Rua Terezinha Fassina - ''TITA'', Cará-cará, Ponta Grossa, PR, Brasil",,
"Rua Gisele Bernardi Berger, Cará-cará, Ponta Grossa, PR, Brasil",-25.1283208,-50.126608
"Rua Polônia, Oficinas, Ponta Grossa, PR, Brasil",-25.1200958,-50.1439028
"Rua Ubirajara Buss, Neves, Ponta Grossa, PR, Brasil",-25.059975,-50.1196389
"Rua Max Stolz, Olarias, Ponta Grossa, PR, Brasil",-25.1087896,-50.152664
"Rua Forel, Colônia Dona Luíza, Ponta Grossa, PR, Brasil",-25.1353964,-50.1541395
"Rua Haroldo Franze, Uvaranas, Ponta Grossa, PR, Brasil",-25.0844367,-50.1130253
"Rua Radialista Airton Santos, Cará-cará, Ponta Grossa, PR, Brasil",-25.1241789,-50.1084546
"Rua Daily Luiz Wambier, Orfãs, Ponta Grossa, PR, Brasil",-25.0764151,-50.1598332
"Rua Alfredo Gomes, Boa Vista, Ponta Grossa, PR, Brasil",-25.0576569,-50.1886864
"Rua Dimas Rudek Potoski, Uvaranas, Ponta Grossa, PR, Brasil",,
"Rua São Pedro Julião, Cará-cará, Ponta Grossa, PR, Brasil",-25.1221097,-50.1099884
"Rua José Ferreira de Quadros, Cará-cará, Ponta Grossa, PR, Brasil",-25.1178399,-50.1261775
"Rua Olegário Maciel, Nova Rússia, Ponta Grossa, PR, Brasil",-25.0807323,-50.1780725
"Rua Doutor Caminhoa, Colônia Dona Luíza, Ponta Grossa, PR, Brasil",-25.1277475,-50.1560066
"Rua Sapucaia, Jardim Carvalho, Ponta Grossa, PR, Brasil",-25.0652146,-50.1341378
"Rua Vera Lucia Mayer Nageia, Cará-cará, Ponta Grossa, PR, Brasil",-25.1221762,-50.1277918
