geometry,direction,highway,leisure,natural,access,name,addr:housenumber,addr:street,description,fee,tourism,garden:type,addr:city,gtfs_id,network:short,public_transport:version,route_ref,wheelchair,garden:style,addr:postcode,addr:suburb,opening_hours,operator,operator:type,dog,nohousenumber,park:type,short_name,note,old_name,place,wikidata,wikimedia_commons,wikipedia,barrier,related_law,start_date,surface,internet_access,internet_access:fee,internet_access:operator,operator:wikidata,ownership,phone,website,grass,landuse,name:pt,layer,alt_name,contact:phone,contact:website,official_name,GNS:id,name:en,name:es,source,man_made,contact:email,contact:facebook,contact:twitter,contact:youtube,loc_name,opening_hours:covid19,name:it,name:ja,name:tr,wikipedia:pt,amenity,community_centre,footway,hotspot,toilets:wheelchair,tree,sport,park_type,addr:country,animal,name:etymology:wikidata,foot,is_in:city,is_in:country,is_in:country_code,is_in:iso_3166_2,name:ar,name:fr,name:id,name:ja-Hira,name:ko,name:ru,name:vi,name:zh,wikipedia:en,ele,square,club,location,substation,addr:state,denomination,diocese,email,heritage,heritage:operator,historic,iphan:classification,iphan:inscription_date,iphan:status,iphan:tombo,monastery:type,ref:iphan,religion,parking,owner,owner:wikidata,check_date:opening_hours,disused:garden:type,disused:leisure,postal_code,smoking,check_date,boundary,governance_type,protect_class,protection_title,source:name,addr:full,fax,height,lit,fixme,building,shop,toilets,area:highway,lg_nome,lg_tipo,lg_prep,lg_titulo,level,grassland,official_name:en,park_ride,junction,park,fence_type,related_law:url,abandoned,leaf_type,noname,addr:district,area,width,leaf_cycle,plant,plants,urban,denotation,architect,fitness_station,ruins,heating,proposed:landuse,type,bicycle,horse,name:etymology,old_website,site,traffic_calming,note:2,playground
"POLYGON ((-46.7159687 -23.5940075, -46.7159767 -23.5940278, -46.7159808 -23.5940493, -46.7159767 -23.5940763, -46.715964 -23.5941003, -46.7159452 -23.5941163, -46.7159083 -23.594131, -46.7158708 -23.5941329, -46.7158426 -23.5941243, -46.7158239 -23.5941089, -46.7158165 -23.5940825, -46.7158252 -23.5940573, -46.7158379 -23.5940413, -46.7158607 -23.5940223, -46.7158916 -23.5940038, -46.7159171 -23.5939977, -46.7159405 -23.5939977, -46.7159687 -23.5940075))",,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.672579 -23.5303216, -46.6725484 -23.5303388, -46.6726034 -23.5304198, -46.6726516 -23.530491, -46.6726811 -23.5304745, -46.6726266 -23.5303929, -46.672579 -23.5303216))",,,garden,,yes,,,,,no,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7058016 -23.5386269, -46.7057732 -23.538621, -46.7058036 -23.5385328, -46.7058121 -23.5385084, -46.7058174 -23.5384928, -46.7058236 -23.5384751, -46.7058395 -23.5384288, -46.7058461 -23.5384314, -46.7058559 -23.5384775, -46.7058411 -23.5385043, -46.7058317 -23.5385292, -46.7058269 -23.5385417, -46.7058133 -23.5385821, -46.7058016 -23.5386269))",,,garden,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6463526 -23.5493496, -46.6463186 -23.5494657, -46.6462943 -23.5494813, -46.6461239 -23.5494311, -46.6461518 -23.549382, -46.6461787 -23.5493563, -46.6462127 -23.5493418, -46.6462553 -23.5493362, -46.6462967 -23.5493373, -46.6463526 -23.5493496))",,,park,,,Praça Franklin Roosevelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Praça Roosevelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5807593 -23.5792915, -46.5807424 -23.5793261, -46.580725 -23.5793606, -46.5807009 -23.5793498, -46.580616 -23.5793119, -46.5803711 -23.5792024, -46.5803899 -23.5791648, -46.580403 -23.5791397, -46.5807593 -23.5792915))",,,garden,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7100983 -23.5738938, -46.7101146 -23.5739074, -46.7101219 -23.5739196, -46.7101258 -23.5739361, -46.7101238 -23.5739523, -46.7101105 -23.573974, -46.7100928 -23.5739858, -46.7096635 -23.5741565, -46.7096293 -23.5741605, -46.7096062 -23.5741553, -46.7095842 -23.5741392, -46.7095716 -23.5741097, -46.7095755 -23.574085, -46.7095926 -23.5740629, -46.7096203 -23.5740507, -46.7100491 -23.5738896, -46.7100769 -23.5738869, -46.7100983 -23.5738938))",,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7073702 -23.5752148, -46.7073441 -23.5752837, -46.7073179 -23.5753488, -46.7073045 -23.5754115, -46.7072951 -23.5754478, -46.7072938 -23.5754595, -46.7072921 -23.5754704, -46.7072887 -23.5754727, -46.7072849 -23.5754717, -46.707282 -23.5754687, -46.7071945 -23.5752622, -46.7071945 -23.575253, -46.7071985 -23.5752465, -46.7072056 -23.5752419, -46.7073464 -23.5751921, -46.7073544 -23.57519, -46.7073618 -23.5751918, -46.7073672 -23.5751976, -46.7073709 -23.5752053, -46.7073702 -23.5752148))",,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.707883 -23.5747989, -46.7079255 -23.574794, -46.7079482 -23.5747927, -46.7079688 -23.5747988, -46.7079767 -23.5748095, -46.7079762 -23.5748236, -46.7079629 -23.5748453, -46.7079452 -23.5748571, -46.707477 -23.5750351, -46.7074522 -23.5750416, -46.7074311 -23.5750407, -46.7074091 -23.5750246, -46.7073965 -23.5749951, -46.7074004 -23.5749704, -46.7074175 -23.5749483, -46.7074452 -23.5749361, -46.7077788 -23.5748174, -46.7078314 -23.5748067, -46.707883 -23.5747989))",,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7087393 -23.5744184, -46.7087556 -23.574432, -46.7087629 -23.5744442, -46.7087668 -23.5744607, -46.7087648 -23.5744769, -46.7087515 -23.5744986, -46.7087338 -23.5745104, -46.7083988 -23.5746285, -46.7082636 -23.5746701, -46.7082053 -23.5746778, -46.7081018 -23.5746829, -46.7080061 -23.5746884, -46.7079935 -23.5746892, -46.7079891 -23.5746878, -46.7079865 -23.574684, -46.7079871 -23.5746782, -46.7079909 -23.5746736, -46.7082338 -23.5745895, -46.7086901 -23.5744142, -46.7087179 -23.5744115, -46.7087393 -23.5744184))",,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7094135 -23.5741711, -46.7094298 -23.5741847, -46.7094371 -23.5741969, -46.709441 -23.5742134, -46.709439 -23.5742296, -46.7094257 -23.5742513, -46.709408 -23.5742631, -46.7089512 -23.5744479, -46.708917 -23.5744519, -46.7088939 -23.5744467, -46.7088719 -23.5744306, -46.7088593 -23.5744011, -46.7088632 -23.5743764, -46.7088803 -23.5743543, -46.708908 -23.5743421, -46.7093643 -23.5741669, -46.7093921 -23.5741642, -46.7094135 -23.5741711))",,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6557885 -23.5582303, -46.6558281 -23.5583208, -46.6556375 -23.5583834, -46.6556455 -23.5584029, -46.6556156 -23.5584118, -46.6555898 -23.5583382, -46.6555973 -23.5583219, -46.6556753 -23.5583045, -46.6557885 -23.5582303))",,,garden,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7069544 -23.6286396, -46.7069435 -23.6286458, -46.7069271 -23.6286552, -46.706948 -23.6286859, -46.7069752 -23.6286703, -46.7069544 -23.6286396))",,,garden,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6917855 -23.4953255, -46.6917847 -23.4952009, -46.6917771 -23.4947908, -46.6918098 -23.4948017, -46.6918184 -23.4953271, -46.6917855 -23.4953255))",,,garden,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6546596 -23.5542721, -46.6546078 -23.5543605, -46.6545835 -23.5544006, -46.6549756 -23.5546084, -46.6550818 -23.5544386, -46.6548338 -23.5543119, -46.6548105 -23.5543504, -46.654776 -23.5543329, -46.6547948 -23.5543008, -46.6547162 -23.5542616, -46.6546986 -23.5542915, -46.6546596 -23.5542721))",,,garden,,private,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.3691019 -23.4981579, -46.3689842 -23.4981409, -46.3690983 -23.4979892, -46.3691399 -23.498003, -46.3691019 -23.4981579))",,,park,,,Praça com Playground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recreation_ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6670737 -23.496184, -46.6671341 -23.4963592, -46.6672462 -23.4964021, -46.6672906 -23.4964507, -46.6669406 -23.4965841, -46.6670162 -23.4962023, -46.6670737 -23.496184))",,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7057729 -23.6092065, -46.7060935 -23.6090054, -46.7060306 -23.6089232, -46.7057077 -23.609121, -46.7057729 -23.6092065))",,,garden,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7204316 -23.6172302, -46.7203997 -23.617231, -46.7203941 -23.6171741, -46.7198437 -23.6172223, -46.7198131 -23.6172203, -46.7197832 -23.6172121, -46.7197261 -23.6171939, -46.7197364 -23.617283, -46.7197567 -23.6173616, -46.7197886 -23.6174857, -46.7197968 -23.6175175, -46.7198128 -23.6175795, -46.719841 -23.6176543, -46.7198722 -23.6177373, -46.7198953 -23.6177983, -46.7199177 -23.617858, -46.7199663 -23.617983, -46.7199806 -23.6180193, -46.7199887 -23.6180398, -46.7200125 -23.6181002, -46.720039 -23.6181673, -46.7200548 -23.6182073, -46.7200627 -23.6182274, -46.7199743 -23.6182351, -46.7200085 -23.6182453, -46.7200353 -23.6182524, -46.7200535 -23.6182482, -46.7200738 -23.6182422, -46.7201056 -23.6182293, -46.7201435 -23.6182256, -46.7201824 -23.6182336, -46.7202079 -23.6182253, -46.7202442 -23.618228, -46.7202737 -23.6182212, -46.7203033 -23.6182095, -46.7203449 -23.6182009, -46.7203744 -23.6182002, -46.7203989 -23.6181963, -46.7204213 -23.6181776, -46.7204459 -23.6181382, -46.7204665 -23.6180464, -46.7205251 -23.6178741, -46.7204987 -23.617529, -46.7204926 -23.6174534, -46.720488 -23.6174156, -46.7204857 -23.6173976, -46.7204808 -23.6173924, -46.7204782 -23.6173774, -46.720443 -23.6173661, -46.7204316 -23.6172302))",,,park,,,Parque Municipal de Paraisópolis,720,Rua Silveira Sampaio,,,,,São Paulo,,,,,,,05656010,Fazenda Morumbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6731549 -23.545219, -46.6728302 -23.5453899, -46.6729424 -23.5455195, -46.6731549 -23.545219))",,,park,,,Praça Dr. João Freire de Mattos Guaryannas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://legislacao.prefeitura.sp.gov.br/leis/decreto-41907-de-12-de-abril-de-2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7246435 -23.6196152, -46.7246516 -23.6195911, -46.7246727 -23.6195211, -46.7246721 -23.6194654, -46.7246803 -23.6194665, -46.7246849 -23.6194622, -46.7246843 -23.6193863, -46.7246785 -23.6193863, -46.7246791 -23.6193633, -46.7246773 -23.6192847, -46.724675 -23.6192708, -46.7246697 -23.6192692, -46.7246715 -23.6192649, -46.7246639 -23.6192617, -46.7246592 -23.6192627, -46.7246552 -23.6192515, -46.7246458 -23.6192499, -46.7246394 -23.6192285, -46.7246318 -23.619174, -46.72464 -23.619167, -46.7246487 -23.6191611, -46.724647 -23.6191488, -46.7246867 -23.6191269, -46.7247007 -23.6191253, -46.724698 -23.619026, -46.7247345 -23.6189844, -46.7247635 -23.6189631, -46.7247518 -23.6189483, -46.7247385 -23.6189365, -46.7247008 -23.6189427, -46.7246939 -23.6189461, -46.7246856 -23.6189482, -46.7246784 -23.6189452, -46.7246722 -23.6189412, -46.7246643 -23.6189418, -46.7246565 -23.6189424, -46.7246501 -23.6189392, -46.724645 -23.6189356, -46.7246155 -23.618922, -46.7245574 -23.6189211, -46.7245604 -23.6190723, -46.7245644 -23.6191832, -46.7245658 -23.61923, -46.7245663 -23.6192777, -46.724565 -23.619329, -46.7245647 -23.6193793, -46.7245658 -23.6194692, -46.7245326 -23.6194696, -46.7245327 -23.6194794, -46.7245326 -23.6194879, -46.72447 -23.6194872, -46.7244703 -23.6194664, -46.7244759 -23.6194663, -46.7244748 -23.6194414, -46.7244724 -23.6194034, -46.7244508 -23.6194039, -46.7244485 -23.6193007, -46.7244018 -23.6193483, -46.7244158 -23.6193558, -46.7243977 -23.6193932, -46.7244316 -23.6194173, -46.7244082 -23.619451, -46.724393 -23.6194745, -46.7246435 -23.6196152))",,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7247076 -23.6209604, -46.7247758 -23.6209721, -46.7247644 -23.6210277, -46.724765 -23.6210478, -46.7247627 -23.62106, -46.7247915 -23.6210811, -46.7248029 -23.6210817, -46.7249099 -23.620724, -46.7249027 -23.6207221, -46.7248961 -23.6207206, -46.7248854 -23.6207202, -46.7248313 -23.6207933, -46.7247897 -23.6208387, -46.7247469 -23.6208798, -46.7247145 -23.6209052, -46.7246659 -23.6209311, -46.7246464 -23.6209446, -46.7246269 -23.6209576, -46.7246561 -23.6209919, -46.7246878 -23.6210145, -46.7246987 -23.6209611, -46.7247023 -23.6209595, -46.7247076 -23.6209604))",,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7241647 -23.6212197, -46.7241739 -23.6212365, -46.724184 -23.6212525, -46.7242042 -23.6212828, -46.7242217 -23.6213042, -46.7242515 -23.6213395, -46.7242894 -23.6213802, -46.7243303 -23.6214144, -46.7243682 -23.6214476, -46.7244313 -23.6214887, -46.7244762 -23.6215123, -46.7245107 -23.6215299, -46.7245731 -23.6215556, -46.7246292 -23.6215775, -46.7246595 -23.6215839, -46.7247214 -23.6216005, -46.7247985 -23.621615, -46.7248452 -23.6216176, -46.7248831 -23.6216176, -46.7249205 -23.6216198, -46.7249771 -23.6216171, -46.7250506 -23.6216096, -46.7250886 -23.6216032, -46.725116 -23.6215962, -46.7251615 -23.6215856, -46.7252228 -23.6215674, -46.7252754 -23.621546, -46.7253518 -23.6215123, -46.72544 -23.6214631, -46.7255229 -23.6214155, -46.7255694 -23.6213847, -46.7255233 -23.6213408, -46.7254719 -23.6213048, -46.7253671 -23.6212353, -46.7252567 -23.6213495, -46.7252761 -23.6213809, -46.7252881 -23.6214117, -46.7252627 -23.6214203, -46.725269 -23.6214381, -46.7252787 -23.6214657, -46.7251788 -23.6215059, -46.7250767 -23.6215363, -46.7250756 -23.621529, -46.7250745 -23.6215217, -46.7250496 -23.621525, -46.7250505 -23.6215434, -46.7249232 -23.6215511, -46.7248562 -23.6215526, -46.7247965 -23.6215502, -46.7247529 -23.6215477, -46.7246906 -23.6215385, -46.724643 -23.621525, -46.7245886 -23.6215023, -46.7245504 -23.62149, -46.7245142 -23.621474, -46.7244606 -23.6214476, -46.7244223 -23.6214218, -46.7243835 -23.6213917, -46.7243358 -23.6213573, -46.7242804 -23.6213082, -46.7242724 -23.6213159, -46.7242302 -23.6212769, -46.7242655 -23.6212358, -46.7243597 -23.6211665, -46.7244024 -23.6212032, -46.7243896 -23.6212165, -46.7244671 -23.6212665, -46.7245131 -23.6213029, -46.7245626 -23.6213374, -46.7246209 -23.6212613, -46.724535 -23.6212091, -46.7244227 -23.621087, -46.724333 -23.6211331, -46.7243277 -23.6211359, -46.724167 -23.6212185, -46.7241647 -23.6212197))",,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7257081 -23.6217564, -46.7256947 -23.621746, -46.7256873 -23.6217343, -46.725682 -23.621719, -46.7256853 -23.6216999, -46.7256916 -23.6216866, -46.7257037 -23.62167, -46.725711 -23.621662, -46.7257184 -23.6216545, -46.7257376 -23.6216342, -46.7257622 -23.6216046, -46.7257886 -23.6215758, -46.7258147 -23.62155, -46.7258442 -23.6215347, -46.7258804 -23.6215175, -46.7259099 -23.6215045, -46.7259401 -23.6214966, -46.7259703 -23.6214898, -46.7259985 -23.6214837, -46.7260534 -23.6214824, -46.7260803 -23.621483, -46.72615 -23.6214923, -46.7262369 -23.6215125, -46.7262171 -23.6215592, -46.7262036 -23.6215899, -46.7261534 -23.6216133, -46.7261004 -23.6216354, -46.7260487 -23.621652, -46.7259904 -23.6216717, -46.7259327 -23.6216889, -46.7258764 -23.6217067, -46.7258335 -23.6217208, -46.7257752 -23.6217405, -46.7257356 -23.6217534, -46.7257081 -23.6217564))",,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6753409 -23.548742, -46.6753312 -23.5487152, -46.6753324 -23.5486818, -46.6753494 -23.5486516, -46.6753799 -23.5486249, -46.6754225 -23.5486193, -46.675459 -23.5486315, -46.675487 -23.5486583, -46.6755052 -23.5486951, -46.6754991 -23.548732, -46.6754772 -23.5487665, -46.6754371 -23.5487822, -46.6753957 -23.5487833, -46.6753665 -23.5487688, -46.6753409 -23.548742))",,,park,,,Praça Macaé,,,,,,,,,,,,,,01251-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6618063 -23.5497335, -46.661927 -23.549655, -46.6619625 -23.5496636, -46.6619877 -23.5496799, -46.6620066 -23.5497049, -46.6620118 -23.5497388, -46.6619146 -23.5498668, -46.6619146 -23.5498014, -46.661889 -23.5497622, -46.6618519 -23.5497413, -46.6618063 -23.5497335))",,,park,,,Praça Cinquentenário de Israel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6697584 -23.5452819, -46.6696874 -23.5453008, -46.6696164 -23.5453386, -46.6695638 -23.545326, -46.6694355 -23.5454121, -46.6692065 -23.5455612, -46.6692798 -23.5456766, -46.6693325 -23.5457522, -46.6693966 -23.5459055, -46.6694401 -23.5459244, -46.6694628 -23.5459256, -46.669921 -23.5459495, -46.6699508 -23.5457228, -46.6699645 -23.5455318, -46.669976 -23.5454247, -46.6699068 -23.5453921, -46.6698867 -23.5453827, -46.6698203 -23.5453365, -46.6697905 -23.5452672, -46.6697584 -23.5452819))",,,park,,,Praça Wendell Wilkie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6702456 -23.5453048, -46.6701101 -23.5451885, -46.6700118 -23.5452682, -46.6700032 -23.5453022, -46.6700446 -23.545327, -46.6700945 -23.5453244, -46.67018 -23.5453192, -46.6702456 -23.5453048))",,,park,,,Praça Rei Balduino dos Belgas,,,,,,,,,,,,,,,,,,,,,,,"Parece, Parece
https://www.saopaulo.sp.leg.br/registro-das-sessoes-plenarias-ate-2018/wp-content/uploads/taquigrafia/2017/21-09-2017_57-Sess%C3%A3o%20Extraordinária.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6700133 -23.5451359, -46.6699663 -23.5451017, -46.6698931 -23.5450467, -46.669874 -23.5451294, -46.6698767 -23.5451936, -46.6699077 -23.5452115, -46.6699468 -23.545205, -46.6699973 -23.5451741, -46.6700284 -23.5451432, -46.6700133 -23.5451359))",,,park,,,,,,,,,,,,,,,,,,,,,,,,,,"Parece a mesma praça, da do lado, mas sem informação, se é uma praça, mas deve ser.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6689699 -23.545715, -46.6691101 -23.5456263, -46.6691784 -23.5457207, -46.6691722 -23.5457695, -46.6691514 -23.5457939, -46.6691132 -23.5457974, -46.6689699 -23.545715))",,,park,,,,,,,,,,,,,,,,,,,,,,,,,,"Parece uma praça e deve ser a mesma da do lado, sem informação.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
