preco,condominio,iptu,rua,endereco,quartos,banheiros,area_m2,link,cidade,estado,data_coleta,vagas_garagem,bairro,tipo_imovel,preco_m2,endereco_geo,lat,lon,nivel_geocoding
26000.0,4064.0,1558.0,,"Apartamento para alugar com 200 m², 2 quartos, 2 banheiros, 3 vagas emVila Nova Conceição, São Paulo",2.0,2,200.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-academia-vila-nova-conceicao-sao-paulo-200m2-id-2874370416/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 17:21:56,3.0,Vila Nova Conceição,Apartamento,130.0,"Vila Nova Conceição, São Paulo, SP, Brasil",,,falhou
1700.0,400.0,,Rua Antônio Fidélis,"Apartamento para alugar com 37 m², 2 quartos, 1 banheiro emLapa de Baixo, São Paulo",2.0,1,37.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-churrasqueira-lapa-zona-oeste-sao-paulo-sp-37m2-id-2835745831/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:05:40,,Lapa de Baixo,Apartamento,45.945945945945944,"Lapa de Baixo, São Paulo, SP, Brasil",,,falhou
4286.0,1044.0,249.0,Rua Eugênio de Medeiros,"Apartamento para alugar com 34 m², 1 quarto, 1 banheiro, 1 vaga emPinheiros, São Paulo",1.0,1,34.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-mobiliado-pinheiros-zona-oeste-sao-paulo-sp-34m2-id-2848920528/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:05:40,1.0,Pinheiros,Apartamento,126.05882352941177,"Rua Eugênio de Medeiros, Pinheiros, São Paulo, SP, Brasil",-23.5678394,-46.7003608,rua_bairro
4400.0,1000.0,200.0,Rua Professor Atílio Innocenti,"Flat para alugar com 41 m², 1 quarto, 1 banheiro, 1 vaga emVila Nova Conceição, São Paulo",1.0,1,41.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-vila-nova-conceicao-sao-paulo-41m2-id-2856347132/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:05:40,1.0,Vila Nova Conceição,Flat,107.3170731707317,"Vila Nova Conceição, São Paulo, SP, Brasil",,,falhou
4350.0,1025.0,125.0,Rua Pedroso Alvarenga,"Flat para alugar com 40 m², 1 quarto, 1 banheiro, 1 vaga emItaim Bibi, São Paulo",1.0,1,40.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-itaim-bibi-sao-paulo-40m2-id-2853397700/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:05:40,1.0,Itaim Bibi,Flat,108.75,"Rua Pedroso Alvarenga, Itaim Bibi, São Paulo, SP, Brasil",-23.5820241,-46.6791807,rua_bairro
4600.0,950.0,350.0,Rua Sampaio Viana,"Flat para alugar com 38 m², 1 quarto, 1 banheiro, 1 vaga emParaíso, São Paulo",1.0,1,38.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-paraiso-sao-paulo-38m2-id-2853844014/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:05:40,1.0,Paraíso,Flat,121.05263157894737,"Rua Sampaio Viana, Paraíso, São Paulo, SP, Brasil",-23.5741589,-46.6474085,rua_bairro
3760.0,850.0,90.0,Avenida Doutor Cardoso de Melo,"Flat para alugar com 40 m², 1 quarto, 1 banheiro, 1 vaga emVila Olímpia, São Paulo",1.0,1,40.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-vila-olimpia-sao-paulo-40m2-id-2853397668/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:05:40,1.0,Vila Olímpia,Flat,94.0,"Avenida Doutor Cardoso de Melo, Vila Olímpia, São Paulo, SP, Brasil",-23.5965974,-46.6887775,rua_bairro
4800.0,840.0,160.0,Rua João Cachoeira,"Flat para alugar com 40 m², 1 quarto, 1 banheiro, 1 vaga emVila Nova Conceição, São Paulo",1.0,1,40.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-vila-nova-conceicao-sao-paulo-40m2-id-2776421167/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:05:40,1.0,Vila Nova Conceição,Flat,120.0,"Vila Nova Conceição, São Paulo, SP, Brasil",,,falhou
4000.0,1200.0,300.0,Rua Doutor João Clímaco Pereira,"Flat para alugar com 45 m², 1 quarto, 1 banheiro, 1 vaga emItaim Bibi, São Paulo",1.0,1,45.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-itaim-bibi-sao-paulo-45m2-id-2853832212/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:05:40,1.0,Itaim Bibi,Flat,88.88888888888889,"Rua Doutor João Clímaco Pereira, Itaim Bibi, São Paulo, SP, Brasil",-23.5897644,-46.6732365,rua_bairro
5010.0,1235.0,355.0,Alameda Ministro Rocha Azevedo,"Flat para alugar com 51 m², 1 quarto, 1 banheiro, 1 vaga emCerqueira César, São Paulo",1.0,1,51.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-com-piscina-cerqueira-cesar-sao-paulo-51m2-id-2853399472/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:05:40,1.0,Cerqueira César,Flat,98.23529411764706,"Alameda Ministro Rocha Azevedo, Cerqueira César, São Paulo, SP, Brasil",-23.5600482,-46.6580139,rua_bairro
3685.0,2300.0,315.0,Rua Bandeira Paulista,"Flat para alugar com 45 m², 1 quarto, 1 banheiro, 1 vaga emItaim Bibi, São Paulo",1.0,1,45.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-itaim-bibi-sao-paulo-45m2-id-2855761715/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:05:40,1.0,Itaim Bibi,Flat,81.88888888888889,"Rua Bandeira Paulista, Itaim Bibi, São Paulo, SP, Brasil",-23.5815268,-46.6766371,rua_bairro
4250.0,1520.0,430.0,Rua Alvorada,"Flat para alugar com 48 m², 2 quartos, 1 banheiro, 1 vaga emVila Olímpia, São Paulo",2.0,1,48.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-2-quartos-mobiliado-vila-olimpia-sao-paulo-48m2-id-2853476442/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:05:40,1.0,Vila Olímpia,Flat,88.54166666666667,"Rua Alvorada, Vila Olímpia, São Paulo, SP, Brasil",-23.6007823,-46.6822431,rua_bairro
3276.0,1212.0,1.0,Rua Casa do Ator,"Flat para alugar com 28 m², 1 quarto, 1 banheiro, 1 vaga emVila Olímpia, São Paulo",1.0,1,28.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-vila-olimpia-sao-paulo-28m2-id-2874377674/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:05:40,1.0,Vila Olímpia,Flat,117.0,"Rua Casa do Ator, Vila Olímpia, São Paulo, SP, Brasil",-23.5964106,-46.6842829,rua_bairro
2700.0,1000.0,300.0,Alameda Jauaperi,"Flat para alugar com 35 m², 1 quarto, 1 banheiro, 1 vaga emMoema, São Paulo",1.0,1,35.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-moema-sao-paulo-35m2-id-2858175453/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:05:40,1.0,Moema,Flat,77.14285714285714,"Alameda Jauaperi, Moema, São Paulo, SP, Brasil",-23.6012027,-46.663643,rua_bairro
13900.0,1600.0,500.0,Rua Flórida,"Flat para alugar com 98 m², 2 quartos, 2 banheiros, 2 vagas emCidade Monções, São Paulo",2.0,2,98.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-2-quartos-mobiliado-cidade-moncoes-sao-paulo-98m2-id-2853406315/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:05:40,2.0,Cidade Monções,Flat,141.83673469387756,"Cidade Monções, São Paulo, SP, Brasil",,,falhou
3370.0,825.0,105.0,Avenida Moema,"Flat para alugar com 35 m², 1 quarto, 1 banheiro, 1 vaga emMoema, São Paulo",1.0,1,35.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-moema-sao-paulo-35m2-id-2853397247/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:05:40,1.0,Moema,Flat,96.28571428571429,"Avenida Moema, Moema, São Paulo, SP, Brasil",-23.605624,-46.657263,rua_bairro
3990.0,1370.0,140.0,Rua Professor Atílio Innocenti,"Flat para alugar com 41 m², 1 quarto, 1 banheiro, 1 vaga emVila Nova Conceição, São Paulo",1.0,1,41.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-vila-nova-conceicao-sao-paulo-41m2-id-2738317436/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:05:40,1.0,Vila Nova Conceição,Flat,97.3170731707317,"Vila Nova Conceição, São Paulo, SP, Brasil",,,falhou
3610.0,1300.0,90.0,Rua Manuel Guedes,"Flat para alugar com 55 m², 1 quarto, 1 banheiro, 1 vaga emJardim Europa, São Paulo",1.0,1,55.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-jardim-europa-sao-paulo-55m2-id-2853405713/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:05:40,1.0,Jardim Europa,Flat,65.63636363636364,"Rua Manuel Guedes, Jardim Europa, São Paulo, SP, Brasil",-23.5805493,-46.6801914,rua_bairro
1590.0,440.0,260.0,Avenida Engenheiro Armando de Arruda Pereira,"Apartamento para alugar com 65 m², 2 quartos, 1 banheiro, 1 vaga emVila do Encontro, São Paulo",2.0,1,65.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-vila-do-encontro-sao-paulo-65m2-id-2831762318/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:05:40,1.0,Vila do Encontro,Apartamento,24.46153846153846,"Avenida Engenheiro Armando de Arruda Pereira, Vila do Encontro, São Paulo, SP, Brasil",-23.6533381,-46.6376763,rua_bairro
4105.0,1355.0,140.0,Rua Tuim,"Flat para alugar com 44 m², 1 quarto, 1 banheiro, 1 vaga emVila Uberabinha, São Paulo",1.0,1,44.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-vila-uberabinha-sao-paulo-44m2-id-2853473348/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:05:40,1.0,Vila Uberabinha,Flat,93.29545454545455,"Vila Uberabinha, São Paulo, SP, Brasil",,,falhou
4330.0,1020.0,150.0,Rua Sansão Alves dos Santos,"Flat para alugar com 45 m², 1 quarto, 1 banheiro, 1 vaga emCidade Monções, São Paulo",1.0,1,45.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-cidade-moncoes-sao-paulo-45m2-id-2853404241/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:05:40,1.0,Cidade Monções,Flat,96.22222222222223,"Cidade Monções, São Paulo, SP, Brasil",,,falhou
4950.0,1460.0,340.0,Rua Professor Atílio Innocenti,"Flat para alugar com 55 m², 2 quartos, 1 banheiro, 1 vaga emVila Nova Conceição, São Paulo",2.0,1,55.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-2-quartos-mobiliado-vila-nova-conceicao-sao-paulo-55m2-id-2726252747/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:05:40,1.0,Vila Nova Conceição,Flat,90.0,"Vila Nova Conceição, São Paulo, SP, Brasil",,,falhou
3650.0,750.0,200.0,Rua Sansão Alves dos Santos,"Flat para alugar com 49 m², 1 quarto, 1 banheiro, 1 vaga emCidade Monções, São Paulo",1.0,1,49.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-com-piscina-cidade-moncoes-sao-paulo-49m2-id-2853401552/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:05:40,1.0,Cidade Monções,Flat,74.48979591836735,"Cidade Monções, São Paulo, SP, Brasil",,,falhou
3300.0,675.0,32.0,Rua Retiro,"Apartamento para alugar com 69 m², 2 quartos, 1 banheiro, 1 vaga emMaranhão, São Paulo",2.0,1,69.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-churrasqueira-maranhao-sao-paulo-69m2-id-2856135717/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:05:40,1.0,Maranhão,Apartamento,47.82608695652174,"Maranhão, São Paulo, SP, Brasil",,,falhou
5200.0,1100.0,200.0,Rua Diogo Jácome,"Flat para alugar com 48 m², 1 quarto, 1 banheiro, 1 vaga emVila Nova Conceição, São Paulo",1.0,1,48.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-vila-nova-conceicao-sao-paulo-48m2-id-2853403383/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:05:40,1.0,Vila Nova Conceição,Flat,108.33333333333333,"Vila Nova Conceição, São Paulo, SP, Brasil",,,falhou
3100.0,1500.0,200.0,Avenida Brigadeiro Luís Antônio,"Flat para alugar com 42 m², 1 quarto, 1 banheiro, 1 vaga emJardim Paulista, São Paulo",1.0,1,42.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-jardim-paulista-sao-paulo-42m2-id-2853404941/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:05:40,1.0,Jardim Paulista,Flat,73.80952380952381,"Avenida Brigadeiro Luís Antônio, Jardim Paulista, São Paulo, SP, Brasil",-23.5687662,-46.6500111,rua_bairro
15500.0,1500.0,600.0,Rua Califórnia,"Apartamento para alugar com 105 m², 2 quartos, 3 banheiros, 2 vagas emCidade Monções, São Paulo",2.0,3,105.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-mobiliado-cidade-moncoes-sao-paulo-105m2-id-2835455634/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:05:40,2.0,Cidade Monções,Apartamento,147.61904761904762,"Cidade Monções, São Paulo, SP, Brasil",,,falhou
12370.0,1600.0,630.0,Rua George Ohm,"Flat para alugar com 107 m², 2 quartos, 3 banheiros, 2 vagas emCidade Monções, São Paulo",2.0,3,107.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-2-quartos-mobiliado-cidade-moncoes-sao-paulo-107m2-id-2853401339/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:05:40,2.0,Cidade Monções,Flat,115.60747663551402,"Cidade Monções, São Paulo, SP, Brasil",,,falhou
4271.0,1978.0,250.0,Rua Tuim,"Flat para alugar com 45 m², 1 quarto, 1 banheiro, 1 vaga emVila Uberabinha, São Paulo",1.0,1,45.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-vila-uberabinha-sao-paulo-45m2-id-2852956318/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:05:40,1.0,Vila Uberabinha,Flat,94.91111111111111,"Vila Uberabinha, São Paulo, SP, Brasil",,,falhou
4100.0,1500.0,400.0,Rua Melo Alves,"Flat para alugar com 35 m², 1 quarto, 1 banheiro, 1 vaga emCerqueira César, São Paulo",1.0,1,35.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-cerqueira-cesar-sao-paulo-35m2-id-2853838600/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:05:40,1.0,Cerqueira César,Flat,117.14285714285714,"Rua Melo Alves, Cerqueira César, São Paulo, SP, Brasil",-23.5619651,-46.6714686,rua_bairro
5500.0,700.0,30.0,Rua Amália de Noronha,"Apartamento para alugar com 42 m², 1 quarto, 2 banheiros emPinheiros, São Paulo",1.0,2,42.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-com-academia-pinheiros-zona-oeste-sao-paulo-sp-42m2-id-2873685278/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 17:22:20,,Pinheiros,Apartamento,130.95238095238096,"Rua Amália de Noronha, Pinheiros, São Paulo, SP, Brasil",-23.5517664,-46.6803652,rua_bairro
3100.0,,76.0,Rua da Lei,"Sobrado para alugar com 124 m², 2 quartos, 2 banheiros, 3 vagas emVila Rui Barbosa, São Paulo",2.0,2,124.0,https://www.zapimoveis.com.br/imovel/aluguel-sobrados-2-quartos-cangaiba-zona-leste-sao-paulo-sp-124m2-id-2875015920/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 17:22:20,3.0,Vila Rui Barbosa,Sobrado,25.0,"Vila Rui Barbosa, São Paulo, SP, Brasil",,,falhou
16000.0,,3071.0,Rua José Varela,"Sobrado para alugar com 800 m², 3 quartos, 5 banheiros, 3 vagas emInterlagos, São Paulo",3.0,5,800.0,https://www.zapimoveis.com.br/imovel/aluguel-sobrados-3-quartos-com-piscina-interlagos-zona-sul-sao-paulo-sp-800m2-id-2843673347/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 17:22:20,3.0,Interlagos,Sobrado,20.0,"Rua José Varela, Interlagos, São Paulo, SP, Brasil",-23.7022111,-46.7132508,rua_bairro
4500.0,500.0,100.0,Rua Loefgren,"Flat para alugar com 21 m², 1 quarto, 1 banheiro emVila Clementino, São Paulo",1.0,1,21.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-com-churrasqueira-vila-clementino-sao-paulo-21m2-id-2853398479/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 17:22:20,,Vila Clementino,Flat,214.28571428571428,"Rua Loefgren, Vila Clementino, São Paulo, SP, Brasil",-23.5996462,-46.6397745,rua_bairro
3300.0,1850.0,350.0,Alameda dos Anapurus,"Apartamento para alugar com 35 m², 1 quarto, 1 banheiro, 1 vaga emIndianópolis, São Paulo",1.0,1,35.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-mobiliado-indianopolis-sao-paulo-35m2-id-2846474475/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 17:22:20,1.0,Indianópolis,Apartamento,94.28571428571429,"Alameda dos Anapurus, Indianópolis, São Paulo, SP, Brasil",-23.6067561,-46.6575787,rua_bairro
50000.0,5000.0,4346.0,Rua Conde de Porto Alegre,"Apartamento para alugar com 442 m², 4 quartos, 7 banheiros, 6 vagas emCampo Belo, São Paulo",4.0,7,442.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-4-quartos-com-piscina-campo-belo-sao-paulo-442m2-id-2874294888/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 17:22:20,6.0,Campo Belo,Apartamento,113.12217194570135,"Rua Conde de Porto Alegre, Campo Belo, São Paulo, SP, Brasil",-23.622107,-46.6735635,rua_bairro
11690.0,,1726.0,Avenida Águas de São Pedro,"Casa para alugar com 445 m², 3 quartos, 2 banheiros, 3 vagas emVila Paulicéia, São Paulo",3.0,2,445.0,https://www.zapimoveis.com.br/imovel/aluguel-casa-3-quartos-com-churrasqueira-vila-pauliceia-sao-paulo-445m2-id-2849981413/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 17:22:20,3.0,Vila Paulicéia,Casa,26.269662921348313,"Avenida Águas de São Pedro, Vila Paulicéia, São Paulo, SP, Brasil",-23.4872031,-46.6142171,rua_bairro
3300.0,500.0,,Avenida das Carinás,"Flat para alugar com 26 m², 1 quarto, 1 banheiro emIndianópolis, São Paulo",1.0,1,26.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-indianopolis-sao-paulo-26m2-id-2853832684/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 17:22:20,,Indianópolis,Flat,126.92307692307692,"Indianópolis, São Paulo, SP, Brasil",,,falhou
14000.0,1914.0,790.0,Avenida Portugal,"Apartamento para alugar com 138 m², 3 quartos, 3 banheiros, 2 vagas emBrooklin Paulista, São Paulo",3.0,3,138.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-piscina-brooklin-zona-sul-sao-paulo-sp-138m2-id-2873697012/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 17:22:46,2.0,Brooklin Paulista,Apartamento,101.44927536231884,"Brooklin Paulista, São Paulo, SP, Brasil",,,falhou
3999.0,800.0,,Rua Adelino de Almeida Castilho,"Apartamento para alugar com 70 m², 2 quartos, 2 banheiros, 1 vaga emMaranhão, São Paulo",2.0,2,70.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-mobiliado-tatuape-zona-leste-sao-paulo-sp-70m2-id-2873897610/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 17:22:46,1.0,Maranhão,Apartamento,57.128571428571426,"Maranhão, São Paulo, SP, Brasil",,,falhou
3449.0,400.0,1.0,Rua Cancioneiro de Évora,"Flat para alugar com 21 m², 1 quarto, 1 banheiro emSanto Amaro, São Paulo",1.0,1,21.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-chacara-santo-antonio-zona-sul-zona-sul-sao-paulo-sp-21m2-id-2846475380/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 17:22:46,,Santo Amaro,Flat,164.23809523809524,"Rua Cancioneiro de Évora, Santo Amaro, São Paulo, SP, Brasil",-23.630058,-46.6931242,rua_bairro
3880.0,650.0,,Avenida das Carinás,"Imóvel para alugar com 28 m², 1 quarto, 1 banheiro emIndianópolis, São Paulo",1.0,1,28.0,https://www.zapimoveis.com.br/imovel/aluguel-studio-1-quarto-mobiliado-indianopolis-sao-paulo-28m2-id-2853835390/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 17:22:46,,Indianópolis,Imóvel,138.57142857142858,"Indianópolis, São Paulo, SP, Brasil",,,falhou
31000.0,2000.0,2048.0,Rua José Gambarini,"Casa de condomínio para alugar com 686 m², 4 quartos, 6 banheiros, 5 vagas emJardim Cordeiro, São Paulo",4.0,6,686.0,https://www.zapimoveis.com.br/imovel/aluguel-casa-de-condominio-4-quartos-com-despensa-jardim-cordeiro-sao-paulo-686m2-id-2800621830/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 17:22:46,5.0,Jardim Cordeiro,Casa de condomínio,45.18950437317784,"Jardim Cordeiro, São Paulo, SP, Brasil",,,falhou
6700.0,2350.0,450.0,Rua Sansão Alves dos Santos,"Flat para alugar com 40 m², 1 quarto, 1 banheiro, 1 vaga emCidade Monções, São Paulo",1.0,1,40.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-cidade-moncoes-sao-paulo-40m2-id-2865602096/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 17:22:46,1.0,Cidade Monções,Flat,167.5,"Cidade Monções, São Paulo, SP, Brasil",,,falhou
37340.0,5830.0,1830.0,Rua José Maria Lisboa,"Apartamento para alugar com 350 m², 4 quartos, 4 banheiros, 2 vagas emJardim Paulista, São Paulo",4.0,4,350.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-4-quartos-com-cozinha-jardim-paulista-sao-paulo-350m2-id-2837815833/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 17:22:46,2.0,Jardim Paulista,Apartamento,106.68571428571428,"Rua José Maria Lisboa, Jardim Paulista, São Paulo, SP, Brasil",-23.567608,-46.6585072,rua_bairro
2450.0,1600.0,350.0,Rua Oscar Freire,"Flat para alugar com 38 m², 1 quarto, 1 banheiro, 1 vaga emPinheiros, São Paulo",1.0,1,38.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-pinheiros-sao-paulo-38m2-id-2853839919/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 17:22:46,1.0,Pinheiros,Flat,64.47368421052632,"Rua Oscar Freire, Pinheiros, São Paulo, SP, Brasil",-23.5507537,-46.6787992,rua_bairro
2300.0,1400.0,300.0,Alameda Campinas,"Flat para alugar com 29 m², 1 quarto, 1 banheiro, 1 vaga emJardim Paulista, São Paulo",1.0,1,29.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-jardim-paulista-sao-paulo-29m2-id-2853840885/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 17:22:46,1.0,Jardim Paulista,Flat,79.3103448275862,"Alameda Campinas, Jardim Paulista, São Paulo, SP, Brasil",-23.5649359,-46.6522853,rua_bairro
2900.0,1700.0,300.0,Rua Pedroso Alvarenga,"Flat para alugar com 30 m², 1 quarto, 1 banheiro, 1 vaga emItaim Bibi, São Paulo",1.0,1,30.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-itaim-bibi-sao-paulo-30m2-id-2853834462/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 17:22:46,1.0,Itaim Bibi,Flat,96.66666666666667,"Rua Pedroso Alvarenga, Itaim Bibi, São Paulo, SP, Brasil",-23.5820241,-46.6791807,rua_bairro
15000.0,,1860.0,Rua Pereira Leite,"Casa para alugar com 500 m², 3 quartos, 5 banheiros, 4 vagas emSumarezinho, São Paulo",3.0,5,500.0,https://www.zapimoveis.com.br/imovel/aluguel-casa-3-quartos-sumarezinho-sao-paulo-500m2-id-2872797981/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 17:22:46,4.0,Sumarezinho,Casa,30.0,"Sumarezinho, São Paulo, SP, Brasil",,,falhou
2500.0,1600.0,250.0,Rua Campos Bicudo,"Flat para alugar com 40 m², 1 quarto, 1 banheiro, 1 vaga emJardim Europa, São Paulo",1.0,1,40.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-jardim-europa-sao-paulo-40m2-id-2853826480/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 17:22:46,1.0,Jardim Europa,Flat,62.5,"Jardim Europa, São Paulo, SP, Brasil",,,falhou
2300.0,1500.0,,Rua Vieira de Morais,"Flat para alugar com 26 m², 1 quarto, 1 banheiro, 1 vaga emCampo Belo, São Paulo",1.0,1,26.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-campo-belo-sao-paulo-26m2-id-2853399273/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 17:22:46,1.0,Campo Belo,Flat,88.46153846153847,"Rua Vieira de Morais, Campo Belo, São Paulo, SP, Brasil",-23.6209672,-46.6732414,rua_bairro
12000.0,1163.0,337.0,Avenida Santo Amaro,"Apartamento para alugar com 54 m², 1 quarto, 1 banheiro, 1 vaga emVila Nova Conceição, São Paulo",1.0,1,54.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-vila-nova-conceicao-sao-paulo-54m2-id-2823565824/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 17:22:46,1.0,Vila Nova Conceição,Apartamento,222.22222222222223,"Vila Nova Conceição, São Paulo, SP, Brasil",,,falhou
25000.0,,,Rua Padre Madureira,"Sobrado para alugar com 595 m², 3 quartos, 5 banheiros, 4 vagas emJardim Guedala, São Paulo",3.0,5,595.0,https://www.zapimoveis.com.br/imovel/aluguel-sobrados-3-quartos-com-piscina-jardim-guedala-sao-paulo-595m2-id-2872796487/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 17:22:46,4.0,Jardim Guedala,Sobrado,42.016806722689076,"Jardim Guedala, São Paulo, SP, Brasil",,,falhou
2610.0,1605.0,285.0,Vila Pamplona,"Flat para alugar com 30 m², 1 quarto, 1 banheiro, 1 vaga emJardim Paulista, São Paulo",1.0,1,30.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-jardim-paulista-sao-paulo-30m2-id-2853398276/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 17:22:46,1.0,Jardim Paulista,Flat,87.0,"Jardim Paulista, São Paulo, SP, Brasil",,,falhou
