preco,condominio,iptu,rua,endereco,quartos,banheiros,area_m2,link,cidade,estado,data_coleta,vagas_garagem,bairro,tipo_imovel,preco_m2,endereco_geo,lat,lon,nivel_geocoding
14000.0,2400.0,835.0,,"Apartamento para alugar com 190 m², 3 quartos, 3 banheiros, 2 vagas emItaim Bibi, São Paulo",3.0,3,190.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-academia-itaim-bibi-zona-sul-sao-paulo-sp-190m2-id-2874420985/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 15:58:49,2.0,Itaim Bibi,Apartamento,73.6842105263158,"Itaim Bibi, São Paulo, SP, Brasil",,,falhou
21000.0,3800.0,2200.0,Avenida Roque Petroni Júnior,"Apartamento para alugar com 197 m², 3 quartos, 5 banheiros, 3 vagas emJardim das Acácias, São Paulo",3.0,5,197.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-brooklin-zona-sul-sao-paulo-sp-197m2-id-2854535021/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 15:58:49,3.0,Jardim das Acácias,Apartamento,106.5989847715736,"Jardim das Acácias, São Paulo, SP, Brasil",,,falhou
7500.0,,,,"Sobrado para alugar com 400 m², 5 quartos, 6 banheiros, 1 vaga emVila Cavaton, São Paulo",5.0,6,400.0,https://www.zapimoveis.com.br/imovel/aluguel-sobrados-5-quartos-mobiliado-freguesia-do-o-zona-norte-sao-paulo-sp-400m2-id-2856129830/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 15:58:49,1.0,Vila Cavaton,Sobrado,18.75,"Vila Cavaton, São Paulo, SP, Brasil",,,falhou
1400.0,,100.0,Avenida Imirim,"Apartamento para alugar com 45 m², 2 quartos, 2 banheiros emImirim, São Paulo",2.0,2,45.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-imirim-sao-paulo-45m2-id-2874853129/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 15:58:49,,Imirim,Apartamento,31.11111111111111,"Avenida Imirim, Imirim, São Paulo, SP, Brasil",-23.4963801,-46.6370371,rua_bairro
4500.0,1050.0,350.0,Alameda dos Aicás,"Apartamento para alugar com 62 m², 2 quartos, 1 banheiro, 1 vaga emIndianópolis, São Paulo",2.0,1,62.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-piscina-indianopolis-sao-paulo-62m2-id-2872606316/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 15:58:49,1.0,Indianópolis,Apartamento,72.58064516129032,"Alameda dos Aicás, Indianópolis, São Paulo, SP, Brasil",-23.6102091,-46.659335,rua_bairro
2250.0,267.0,,Rua Doutor Bento Teobaldo Ferraz,"Apartamento para alugar com 30 m², 1 quarto, 1 banheiro emVárzea da Barra Funda, São Paulo",1.0,1,30.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-com-churrasqueira-varzea-da-barra-funda-sao-paulo-30m2-id-2874703721/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 15:58:49,,Várzea da Barra Funda,Apartamento,75.0,"Várzea da Barra Funda, São Paulo, SP, Brasil",,,falhou
1800.0,365.0,,Rua Intendência,"Apartamento para alugar com 43 m², 2 quartos, 1 banheiro emBrás, São Paulo",2.0,1,43.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-churrasqueira-bras-sao-paulo-43m2-id-2874827874/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 15:58:49,,Brás,Apartamento,41.86046511627907,"Brás, São Paulo, SP, Brasil",,,falhou
3891.0,663.0,96.0,Praça Júlio Mesquita,"Apartamento para alugar com 48 m², 1 quarto, 1 banheiro, 1 vaga emSanta Efigênia, São Paulo",1.0,1,48.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-mobiliado-santa-efigenia-sao-paulo-48m2-id-2874635425/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 15:58:49,1.0,Santa Efigênia,Apartamento,81.0625,"Santa Efigênia, São Paulo, SP, Brasil",,,falhou
2800.0,1100.0,70.0,,"Apartamento para alugar com 50 m², 2 quartos, 2 banheiros, 1 vaga emVila Maria, São Paulo",2.0,2,50.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-mobiliado-vila-maria-sao-paulo-50m2-id-2874646781/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 15:58:49,1.0,Vila Maria,Apartamento,56.0,"Vila Maria, São Paulo, SP, Brasil",,,falhou
3300.0,878.0,228.0,Rua Aroaba,"Apartamento para alugar com 72 m², 2 quartos, 2 banheiros, 1 vaga emVila Leopoldina, São Paulo",2.0,2,72.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-cozinha-vila-leopoldina-sao-paulo-72m2-id-2874649977/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 15:58:49,1.0,Vila Leopoldina,Apartamento,45.833333333333336,"Rua Aroaba, Vila Leopoldina, São Paulo, SP, Brasil",-23.5340278,-46.731179,rua_bairro
1300.0,,104.0,,"Apartamento para alugar com 45 m², 1 quarto, 1 banheiro emVila Ema, São Paulo",1.0,1,45.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-vila-ema-sao-paulo-45m2-id-2874701468/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 15:58:49,,Vila Ema,Apartamento,28.88888888888889,"Vila Ema, São Paulo, SP, Brasil",,,falhou
4800.0,827.0,322.0,,"Apartamento para alugar com 84 m², 3 quartos, 2 banheiros, 2 vagas emParque Reboucas, São Paulo",3.0,2,84.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-piscina-parque-reboucas-sao-paulo-84m2-id-2874676732/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 15:58:49,2.0,Parque Reboucas,Apartamento,57.142857142857146,"Parque Reboucas, São Paulo, SP, Brasil",,,falhou
4100.0,,845.0,Rua Caminha de Amorim,"Sobrado para alugar com 150 m², 3 quartos, 4 banheiros, 2 vagas emVila Madalena, São Paulo",3.0,4,150.0,https://www.zapimoveis.com.br/imovel/aluguel-sobrados-3-quartos-com-cozinha-grande-vila-madalena-sao-paulo-150m2-id-2874822976/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 15:58:49,2.0,Vila Madalena,Sobrado,27.333333333333332,"Vila Madalena, São Paulo, SP, Brasil",,,falhou
1800.0,511.0,,Rua Doutor Ruy de Azevedo Sodré,"Apartamento para alugar com 52 m², 2 quartos, 1 banheiro, 1 vaga emVila Santa Catarina, São Paulo",2.0,1,52.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-churrasqueira-vila-santa-catarina-sao-paulo-52m2-id-2802186538/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 15:58:49,1.0,Vila Santa Catarina,Apartamento,34.61538461538461,"Vila Santa Catarina, São Paulo, SP, Brasil",,,falhou
2100.0,,113.0,Rua Doutor Zuquim,"Apartamento para alugar com 38 m², 1 quarto, 1 banheiro emSantana, São Paulo",1.0,1,38.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-com-jardim-santana-sao-paulo-38m2-id-2874687579/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 15:58:49,,Santana,Apartamento,55.26315789473684,"Rua Doutor Zuquim, Santana, São Paulo, SP, Brasil",-23.4968723,-46.6220169,rua_bairro
1500.0,700.0,,Rua Ester Samara,"Apartamento para alugar com 50 m², 2 quartos, 1 banheiro, 1 vaga emJardim Cláudia, São Paulo",2.0,1,50.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-churrasqueira-jardim-claudia-sao-paulo-50m2-id-2874809179/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 15:58:49,1.0,Jardim Cláudia,Apartamento,30.0,"Jardim Cláudia, São Paulo, SP, Brasil",,,falhou
4200.0,,180.0,Rua Casimiro de Abreu,"Casa para alugar com 124 m², 2 quartos, 2 banheiros, 1 vaga emVila Congonhas, São Paulo",2.0,2,124.0,https://www.zapimoveis.com.br/imovel/aluguel-casa-2-quartos-com-armario-de-cozinha-vila-congonhas-sao-paulo-124m2-id-2874735735/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 15:58:49,1.0,Vila Congonhas,Casa,33.87096774193548,"Vila Congonhas, São Paulo, SP, Brasil",,,falhou
3250.0,800.0,50.0,Avenida Miruna,"Flat para alugar com 37 m², 1 quarto, 1 banheiro, 1 vaga emIndianópolis, São Paulo",1.0,1,37.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-indianopolis-sao-paulo-37m2-id-2853404235/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 15:58:49,1.0,Indianópolis,Flat,87.83783783783784,"Avenida Miruna, Indianópolis, São Paulo, SP, Brasil",-23.6144532,-46.6618342,rua_bairro
3350.0,977.0,173.0,Avenida Rouxinol,"Apartamento para alugar com 40 m², 1 quarto, 1 banheiro, 1 vaga emIndianópolis, São Paulo",1.0,1,40.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-mobiliado-indianopolis-sao-paulo-40m2-id-2873972128/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 15:58:49,1.0,Indianópolis,Apartamento,83.75,"Avenida Rouxinol, Indianópolis, São Paulo, SP, Brasil",-23.6067697,-46.6662101,rua_bairro
8000.0,1590.0,595.0,Rua Estado de Israel,"Apartamento para alugar com 95 m², 2 quartos, 3 banheiros, 2 vagas emVila Clementino, São Paulo",2.0,3,95.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-piscina-vila-clementino-sao-paulo-95m2-id-2874643477/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 15:58:49,2.0,Vila Clementino,Apartamento,84.21052631578948,"Rua Estado de Israel, Vila Clementino, São Paulo, SP, Brasil",-23.5939191,-46.6496062,rua_bairro
2300.0,450.0,,Rua Guaicurus,"Apartamento para alugar com 31 m², 1 quarto, 1 banheiro emÁgua Branca, São Paulo",1.0,1,31.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-agua-branca-sao-paulo-31m2-id-2874619584/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 15:58:49,,Água Branca,Apartamento,74.19354838709677,"Rua Guaicurus, Água Branca, São Paulo, SP, Brasil",-23.5221258,-46.6971404,rua_bairro
4000.0,1400.0,200.0,Avenida Ibijaú,"Flat para alugar com 40 m², 1 quarto, 1 banheiro, 1 vaga emMoema, São Paulo",1.0,1,40.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-moema-sao-paulo-40m2-id-2776424320/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 15:58:49,1.0,Moema,Flat,100.0,"Avenida Ibijaú, Moema, São Paulo, SP, Brasil",-23.605575,-46.6659696,rua_bairro
3750.0,952.0,75.0,Rua Monte Caseros,"Apartamento para alugar com 68 m², 3 quartos, 2 banheiros, 2 vagas emVila Gomes, São Paulo",3.0,2,68.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-piscina-vila-gomes-sao-paulo-68m2-id-2874626082/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 15:58:49,2.0,Vila Gomes,Apartamento,55.14705882352941,"Vila Gomes, São Paulo, SP, Brasil",,,falhou
3000.0,800.0,15.0,Rua Orfanato,"Apartamento para alugar com 65 m², 2 quartos, 1 banheiro, 1 vaga emVila Prudente, São Paulo",2.0,1,65.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-vila-prudente-sao-paulo-65m2-id-2858085955/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 15:58:49,1.0,Vila Prudente,Apartamento,46.15384615384615,"Rua Orfanato, Vila Prudente, São Paulo, SP, Brasil",-23.577958,-46.5773727,rua_bairro
7827.0,1018.0,55.0,Rua Joaquim Floriano,"Flat para alugar com 81 m², 2 quartos, 2 banheiros, 1 vaga emItaim Bibi, São Paulo",2.0,2,81.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-2-quartos-itaim-bibi-sao-paulo-81m2-id-2773058637/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 15:58:49,1.0,Itaim Bibi,Flat,96.62962962962963,"Rua Joaquim Floriano, Itaim Bibi, São Paulo, SP, Brasil",-23.5837269,-46.6715163,rua_bairro
3200.0,750.0,250.0,Rua Guararapes,"Flat para alugar com 35 m², 1 quarto, 1 banheiro, 1 vaga emBrooklin Paulista, São Paulo",1.0,1,35.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-brooklin-paulista-sao-paulo-35m2-id-2854300439/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 15:58:49,1.0,Brooklin Paulista,Flat,91.42857142857143,"Brooklin Paulista, São Paulo, SP, Brasil",,,falhou
1400.0,,35.0,Rua Miguel Soares Ferreira Júnior,"Casa para alugar com 60 m², 1 quarto, 1 banheiro emVila Leonor, São Paulo",1.0,1,60.0,https://www.zapimoveis.com.br/imovel/aluguel-casa-1-quarto-com-cozinha-vila-leonor-sao-paulo-60m2-id-2874653687/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 15:58:49,,Vila Leonor,Casa,23.333333333333332,"Vila Leonor, São Paulo, SP, Brasil",,,falhou
2304.0,454.0,35.0,Rua José Alves Cunha Lima,"Apartamento para alugar com 26 m², 1 quarto, 1 banheiro emVila Butantã, São Paulo",1.0,1,26.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-com-churrasqueira-vila-butanta-sao-paulo-26m2-id-2873979673/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 15:58:49,,Vila Butantã,Apartamento,88.61538461538461,"Vila Butantã, São Paulo, SP, Brasil",,,falhou
4700.0,1500.0,300.0,Rua Diogo Jácome,"Flat para alugar com 50 m², 1 quarto, 1 banheiro, 1 vaga emVila Nova Conceição, São Paulo",1.0,1,50.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-vila-nova-conceicao-sao-paulo-50m2-id-2853842253/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 15:58:49,1.0,Vila Nova Conceição,Flat,94.0,"Vila Nova Conceição, São Paulo, SP, Brasil",,,falhou
4200.0,1500.0,300.0,Rua Brás Cardoso,"Flat para alugar com 42 m², 1 quarto, 1 banheiro, 1 vaga emVila Nova Conceição, São Paulo",1.0,1,42.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-vila-nova-conceicao-sao-paulo-42m2-id-2853840783/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 15:58:49,1.0,Vila Nova Conceição,Flat,100.0,"Vila Nova Conceição, São Paulo, SP, Brasil",,,falhou
35000.0,,3510.0,Rua do Gama,"Sobrado para alugar com 583 m², 4 quartos, 6 banheiros, 8 vagas emJardim Luzitânia, São Paulo",4.0,6,583.0,https://www.zapimoveis.com.br/imovel/venda-sobrados-4-quartos-com-churrasqueira-jardim-luzitania-zona-sul-sao-paulo-sp-583m2-id-2746255331/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:02:44,8.0,Jardim Luzitânia,Sobrado,60.03430531732418,"Jardim Luzitânia, São Paulo, SP, Brasil",,,falhou
4800.0,1147.0,313.0,Rua França Pinto,"Apartamento para alugar com 70 m², 2 quartos, 1 banheiro, 2 vagas emVila Mariana, São Paulo",2.0,1,70.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-cozinha-americana-vila-mariana-zona-sul-sao-paulo-sp-70m2-id-2867915067/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:02:44,2.0,Vila Mariana,Apartamento,68.57142857142857,"Rua França Pinto, Vila Mariana, São Paulo, SP, Brasil",-23.5876324,-46.6420424,rua_bairro
14000.0,1200.0,450.0,Rua Chilon,"Apartamento para alugar com 58 m², 1 quarto, 2 banheiros, 1 vaga emVila Olímpia, São Paulo",1.0,2,58.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-com-piscina-vila-olimpia-zona-sul-sao-paulo-sp-58m2-id-2873587158/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:02:44,1.0,Vila Olímpia,Apartamento,241.3793103448276,"Rua Chilon, Vila Olímpia, São Paulo, SP, Brasil",-23.5941792,-46.6820409,rua_bairro
4800.0,1800.0,500.0,Alameda Campinas,"Flat para alugar com 65 m², 1 quarto, 1 banheiro, 2 vagas emJardim Paulista, São Paulo",1.0,1,65.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-jardim-paulista-sao-paulo-65m2-id-2853405351/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:02:44,2.0,Jardim Paulista,Flat,73.84615384615384,"Alameda Campinas, Jardim Paulista, São Paulo, SP, Brasil",-23.5649359,-46.6522853,rua_bairro
3450.0,1400.0,150.0,Avenida Moema,"Flat para alugar com 55 m², 1 quarto, 1 banheiro, 1 vaga emMoema, São Paulo",1.0,1,55.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-moema-sao-paulo-55m2-id-2777212233/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:02:44,1.0,Moema,Flat,62.72727272727273,"Avenida Moema, Moema, São Paulo, SP, Brasil",-23.605624,-46.657263,rua_bairro
4272.0,1978.0,250.0,Rua Tuim,"Flat para alugar com 45 m², 1 quarto, 1 banheiro, 1 vaga emVila Uberabinha, São Paulo",1.0,1,45.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-vila-uberabinha-sao-paulo-45m2-id-2852954440/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:02:44,1.0,Vila Uberabinha,Flat,94.93333333333334,"Vila Uberabinha, São Paulo, SP, Brasil",,,falhou
4100.0,900.0,200.0,Rua Carlos Sampaio,"Flat para alugar com 55 m², 1 quarto, 1 banheiro, 1 vaga emBela Vista, São Paulo",1.0,1,55.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-bela-vista-sao-paulo-55m2-id-2853842359/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:02:44,1.0,Bela Vista,Flat,74.54545454545455,"Rua Carlos Sampaio, Bela Vista, São Paulo, SP, Brasil",-23.5678014,-46.6463745,rua_bairro
4055.0,1660.0,285.0,Rua Itapeva,"Flat para alugar com 47 m², 1 quarto, 1 banheiro, 1 vaga emBela Vista, São Paulo",1.0,1,47.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-bela-vista-sao-paulo-47m2-id-2853400793/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:02:44,1.0,Bela Vista,Flat,86.27659574468085,"Rua Itapeva, Bela Vista, São Paulo, SP, Brasil",-23.5622762,-46.6546908,rua_bairro
5500.0,1400.0,240.0,Rua Jericó,"Apartamento para alugar com 58 m², 1 quarto, 3 banheiros, 1 vaga emSumarezinho, São Paulo",1.0,3,58.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-com-cozinha-sumarezinho-sao-paulo-58m2-id-2847407279/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:02:44,1.0,Sumarezinho,Apartamento,94.82758620689656,"Rua Jericó, Sumarezinho, São Paulo, SP, Brasil",-23.55133,-46.6894088,rua_bairro
4700.0,1150.0,150.0,Rua Ribeiro do Vale,"Flat para alugar com 40 m², 1 quarto, 1 banheiro, 1 vaga emBrooklin Paulista, São Paulo",1.0,1,40.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-brooklin-paulista-sao-paulo-40m2-id-2853400386/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:02:44,1.0,Brooklin Paulista,Flat,117.5,"Brooklin Paulista, São Paulo, SP, Brasil",,,falhou
6900.0,1300.0,300.0,Rua Cincinato Braga,"Flat para alugar com 78 m², 2 quartos, 2 banheiros, 1 vaga emBela Vista, São Paulo",2.0,2,78.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-2-quartos-mobiliado-bela-vista-sao-paulo-78m2-id-2853837090/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:02:44,1.0,Bela Vista,Flat,88.46153846153847,"Rua Cincinato Braga, Bela Vista, São Paulo, SP, Brasil",-23.5672124,-46.647412,rua_bairro
4600.0,600.0,300.0,Rua Eugênio de Medeiros,"Flat para alugar com 35 m², 1 quarto, 1 banheiro, 1 vaga emPinheiros, São Paulo",1.0,1,35.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-pinheiros-sao-paulo-35m2-id-2853399290/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:02:44,1.0,Pinheiros,Flat,131.42857142857142,"Rua Eugênio de Medeiros, Pinheiros, São Paulo, SP, Brasil",-23.5678394,-46.7003608,rua_bairro
4380.0,870.0,150.0,Rua Doutor Fadlo Haidar,"Flat para alugar com 44 m², 1 quarto, 1 banheiro, 1 vaga emVila Olímpia, São Paulo",1.0,1,44.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-vila-olimpia-sao-paulo-44m2-id-2853475738/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:02:44,1.0,Vila Olímpia,Flat,99.54545454545455,"Vila Olímpia, São Paulo, SP, Brasil",,,falhou
1460.0,340.0,200.0,Avenida Engenheiro Armando de Arruda Pereira,"Apartamento para alugar com 44 m², 1 quarto, 1 banheiro, 1 vaga emVila do Encontro, São Paulo",1.0,1,44.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-vila-do-encontro-sao-paulo-44m2-id-2832015774/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:02:44,1.0,Vila do Encontro,Apartamento,33.18181818181818,"Avenida Engenheiro Armando de Arruda Pereira, Vila do Encontro, São Paulo, SP, Brasil",-23.6533381,-46.6376763,rua_bairro
3720.0,1500.0,280.0,Rua Urussuí,"Flat para alugar com 40 m², 1 quarto, 1 banheiro, 1 vaga emItaim Bibi, São Paulo",1.0,1,40.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-itaim-bibi-sao-paulo-40m2-id-2858329879/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:02:44,1.0,Itaim Bibi,Flat,93.0,"Rua Urussuí, Itaim Bibi, São Paulo, SP, Brasil",-23.5860767,-46.6763476,rua_bairro
3690.0,1680.0,339.0,Rua Brás Cardoso,"Flat para alugar com 40 m², 1 quarto, 1 banheiro, 1 vaga emVila Nova Conceição, São Paulo",1.0,1,40.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-vila-nova-conceicao-sao-paulo-40m2-id-2674299478/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:02:44,1.0,Vila Nova Conceição,Flat,92.25,"Vila Nova Conceição, São Paulo, SP, Brasil",,,falhou
3800.0,600.0,200.0,Avenida Aratãs,"Flat para alugar com 35 m², 1 quarto, 1 banheiro, 1 vaga emIndianópolis, São Paulo",1.0,1,35.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-indianopolis-sao-paulo-35m2-id-2853475622/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:02:44,1.0,Indianópolis,Flat,108.57142857142857,"Avenida Aratãs, Indianópolis, São Paulo, SP, Brasil",-23.6079622,-46.6647288,rua_bairro
4100.0,800.0,200.0,Rua Juquis,"Flat para alugar com 45 m², 1 quarto, 1 banheiro, 1 vaga emIndianópolis, São Paulo",1.0,1,45.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-indianopolis-sao-paulo-45m2-id-2853469272/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:02:44,1.0,Indianópolis,Flat,91.11111111111111,"Rua Juquis, Indianópolis, São Paulo, SP, Brasil",-23.6079559,-46.6647392,rua_bairro
3900.0,580.0,100.0,Rua Doutor Penaforte Mendes,"Apartamento para alugar com 34 m², 1 quarto, 1 banheiro emBela Vista, São Paulo",1.0,1,34.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-com-academia-bela-vista-sao-paulo-34m2-id-2812897516/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:02:44,,Bela Vista,Apartamento,114.70588235294117,"Rua Doutor Penaforte Mendes, Bela Vista, São Paulo, SP, Brasil",-23.5545964,-46.651712,rua_bairro
3730.0,1420.0,250.0,Rua Leopoldo Couto Magalhães Júnior,"Flat para alugar com 45 m², 1 quarto, 1 banheiro, 1 vaga emItaim Bibi, São Paulo",1.0,1,45.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-itaim-bibi-sao-paulo-45m2-id-2853404839/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:02:44,1.0,Itaim Bibi,Flat,82.88888888888889,"Rua Leopoldo Couto Magalhães Júnior, Itaim Bibi, São Paulo, SP, Brasil",-23.5892049,-46.6839228,rua_bairro
2700.0,1000.0,100.0,Avenida Miruna,"Flat para alugar com 33 m², 1 quarto, 1 banheiro, 1 vaga emIndianópolis, São Paulo",1.0,1,33.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-indianopolis-sao-paulo-33m2-id-2853837757/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:02:44,1.0,Indianópolis,Flat,81.81818181818181,"Avenida Miruna, Indianópolis, São Paulo, SP, Brasil",-23.6144532,-46.6618342,rua_bairro
5360.0,720.0,220.0,Rua Sansão Alves dos Santos,"Flat para alugar com 45 m², 1 quarto, 1 banheiro, 1 vaga emCidade Monções, São Paulo",1.0,1,45.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-cidade-moncoes-sao-paulo-45m2-id-2853396688/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:02:44,1.0,Cidade Monções,Flat,119.11111111111111,"Cidade Monções, São Paulo, SP, Brasil",,,falhou
3905.0,920.0,175.0,Rua Doutor Fadlo Haidar,"Flat para alugar com 43 m², 1 quarto, 1 banheiro, 1 vaga emVila Olímpia, São Paulo",1.0,1,43.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-vila-olimpia-sao-paulo-43m2-id-2853401921/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:02:44,1.0,Vila Olímpia,Flat,90.81395348837209,"Vila Olímpia, São Paulo, SP, Brasil",,,falhou
4230.0,1520.0,550.0,Rua Alvorada,"Flat para alugar com 48 m², 2 quartos, 1 banheiro, 2 vagas emVila Olímpia, São Paulo",2.0,1,48.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-2-quartos-mobiliado-vila-olimpia-sao-paulo-48m2-id-2853402605/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:02:44,2.0,Vila Olímpia,Flat,88.125,"Rua Alvorada, Vila Olímpia, São Paulo, SP, Brasil",-23.6007823,-46.6822431,rua_bairro
6240.0,950.0,310.0,Rua Luís Correia de Melo,"Flat para alugar com 72 m², 1 quarto, 1 banheiro, 1 vaga emVila Cruzeiro, São Paulo",1.0,1,72.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-vila-cruzeiro-sao-paulo-72m2-id-2853400470/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:02:44,1.0,Vila Cruzeiro,Flat,86.66666666666667,"Vila Cruzeiro, São Paulo, SP, Brasil",,,falhou
